Product Code,Description,Sales Price,Last Cost Price (Std)
MPB-12/RO,12 tpi Micro-Perforation Blade,63.00,0.00
MPB-12/MF-40,12 tpi Micro-Perforation Blade,63.00,10.15
MPB-12/CSP,12 tpi Micro-Perf Blade 57.95 x 42 x 1.6,0.00,9.95
MPB-12/BF/22MM,12 tpi Micro-Perforation Blade,63.00,6.45
MPB-12/4SHEET,12 tpi Micro-Perforation Blade with extra tie depth,65.00,0.00
MPB-12/30MM,12 tpi Micro-Perforation Blade,63.00,6.85
MPB-12/25MM,12 tpi Micro-Perforation Blade,63.00,6.37
MPB-12-Z,Micro Perf Blade 12tpi Zund,28.90,10.08
MPB-12-HH/30,12 tpi Micro-Perforation Blade,63.00,0.00
MPB-12-GUK,12 tpi Micro-Perforation Blade,63.00,27.98
MPB-12,12 tpi Micro-Perforation Blade,63.00,28.48
MPB-10/25MM,10 tpi Micro-Perforation Blade,63.00,6.37
MPB-1.5Z,42461244 Micro perf blade 1.5tpi 10X10 Zund,65.00,18.67
MPB-1.5K,42461244. Micro perf Blade 1.5tpi 10X10  Kongsberg,46.00,23.85
MPB-1.5/1.5-35MM,Micro-Perf Blade - 35mm,63.00,7.50
MP-DC-MP/20-FP,DISCONTINUED CODE Micro-Perforator for MB Machines,908.40,82.14
MOULD-98BLK,Black HH/30mm Creasing Rib,0.00,0.00
MOULD-97,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,1.81
MOULD-96,Kolbus Lugged Split Gripper Crease (26mm) - Obselete,19.00,1.36
MOULD-95,Kolbus Lugged Split Gripper Crease (92mm) - Obselete,0.00,2.73
MOULD-94,Muller Split-Double Crease Rib - Obselete,0.00,1.10
MOULD-93X,Orange Split Gripper Crease Muller Adjustable,19.00,1.20
MOULD-93,Quad-Creaser Orange Split Creasing Rib,19.00,1.36
MOULD-92X,Blue Split Gripper Crease Muller Adjustable,19.00,1.20
MOULD-92,Quad-Creaser Blue Split Creasing Rib,19.00,1.36
MOULD-91X,Yellow Split Gripper Crease Muller Adjustable,19.00,1.20
MOULD-91B,Yellow EnduraCrease Split Muller Adjustable,23.00,2.14
MOULD-91,Quad-Creaser Yellow Split Creasing Rib,19.00,1.36
MOULD-90B,Blue EnduraCrease Split Creasing Rib,23.00,2.73
MOULD-90A,Orange Split Gripper Crease for Horizon Stitch Liner,19.00,1.23
MOULD-90,Spine- & Quad-Creaser Blue Split Gripper Crease,19.00,1.36
MOULD-89B,Yellow EnduraCrease Split Creasing Rib,23.00,2.73
MOULD-89,Spine- & Quad-Creaser Yellow Split Gripper Crease,19.00,1.36
MOULD-88BL,Blue Gripper Band,19.00,3.59
MOULD-88,Black Gripper Band,19.00,3.59
MOULD-87,Quad-Creaser Black Split Gripper Crease,19.00,2.73
MOULD-86X-Y,Tri-Creaser Fast Fit Yellow/Black Split Gripper Crease,19.00,1.36
MOULD-86X,Tri-Creaser Fast Fit Black Split Gripper Crease,19.00,1.36
MOULD-86B-XY,Black Enduracrease Longford .,26.00,0.00
MOULD-86,Quad-Creaser Black Split Creasing Rib,19.00,1.36
MOULD-85,Quad-Creaser Black Split Gripper Crease,36.00,2.73
MOULD-83,Blue Edge-Trimming Gripper Band H&H - 30mm,19.00,1.36
MOULD-82-X,Quad-Creaser Black Split Gripper Crease,19.00,2.73
MOULD-82,Quad-Creaser Black Split Creasing Rib,19.00,2.73
MOULD-80,Black Gripper Band,19.00,1.12
MOULD-79B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,23.00,2.73
MOULD-79,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,1.12
MOULD-78B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,23.00,2.73
MOULD-78,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,1.12
MOULD-77B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,23.00,2.73
MOULD-77,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,1.12
MOULD-76,Black Gripper Band,19.00,1.12
MOULD-75,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,1.12
MOULD-74,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,1.12
MOULD-73,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,1.12
MOULD-72XH&H,Tri-Creaser Fast Fit Black Split Gripper Crease,23.00,1.20
MOULD-72,Kolbus Black Split Gripper Crease 94mm O/D (no lug),19.00,2.50
MOULD-71B,Tri-Creaser Easy Fit Black Endura Gripper Crease,23.00,2.23
MOULD-71,Tri-Creaser Easy Fit Black Gripper Crease,19.00,1.12
MOULD-70,Kolbus 114mm Black Split Gripper Crease Insert,19.00,2.73
MOULD-66B-SX,MAKES Orange Fast fit Large Baum Split Gripper Crease,26.00,1.98
MOULD-66B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26.00,2.73
MOULD-66,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,23.00,1.36
MOULD-65B-SX,MAKES Blue Fast Fit Large Baum Gripper,26.00,1.72
MOULD-65B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26.00,2.73
MOULD-65,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,23.00,1.36
MOULD-64B-SX,MAKES Yellow Fast Fit Large Baum Gripper Crease,26.00,1.72
MOULD-64B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26.00,2.73
MOULD-64,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,23.00,1.36
MOULD-63,Blue Edge-Trimming Gripper Band - 20mm,19.00,1.08
MOULD-62,Blue Edge-Trimming Gripper Band - 30mm,19.00,1.08
MOULD-61,Blue Edge-Trimming Gripper Band - 25mm,19.00,1.07
MOULD-60,Spine-Creaser Blue Creasing Matrix,39.00,4.91
MOULD-59,Black Gripper Band,19.00,1.25
MOULD-58B,Tri-Creaser Easy Fit Red Endura Gripper Crease,23.00,2.73
MOULD-58,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,1.36
MOULD-57B,Tri-Creaser Easy Fit Green Endura Gripper Crease,23.00,2.73
MOULD-57,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,1.36
MOULD-56B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,19.00,2.73
MOULD-56,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,1.36
MOULD-55,Black Gripper Band,19.00,1.07
MOULD-54B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,23.00,2.73
MOULD-54,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,1.07
MOULD-53B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,23.00,2.73
MOULD-53,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,1.07
MOULD-52B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,23.00,2.73
MOULD-52,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,1.07
MOULD-51,Black Gripper Band,19.00,1.07
MOULD-50B,Tri-Creaser Easy Fit Red Endura Gripper Crease,23.00,2.73
MOULD-50,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,1.08
MOULD-49B,Tri-Creaser Easy Fit Green Endura Gripper Crease,23.00,2.73
MOULD-49,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,1.08
MOULD-48B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,23.00,2.73
MOULD-48,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,1.08
MOULD-47,Black Gripper Band,19.00,1.07
MOULD-46B,Tri-Creaser Easy Fit Red Endura Gripper Crease,23.00,2.73
MOULD-46,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,1.07
MOULD-45B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,23.00,2.73
MOULD-45,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,1.07
MOULD-44B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,23.00,2.73
MOULD-44,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,1.07
MOULD-43,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,2.73
MOULD-41,Quad-Creaser Pink Split Gripper Crease,19.00,1.36
MOULD-40,Blue Edge-Trimming Gripper Band - 35mm,19.00,1.36
MOULD-39,Yellow Thin Gripper Crease 25/30mm De-lux,19.00,1.71
MOULD-38,Kolbus/Web-Creaser Super-Heavy Matrix,19.00,2.73
MOULD-37,Orange Thin Gripper Crease for 25/30mm De-lux,19.00,1.12
MOULD-36,Spine-Creaser Black Creasing Matrix,39.00,11.20
MOULD-35,Blue Thin Gripper Crease for 25/30mm De-lux,19.00,1.07
MOULD-34,Heavy Gripper Crease for Web Enhancer Blue Dot,21.00,2.73
MOULD-33A,Light Gripper Crease for Web Enhancer Orange Dot,21.00,2.73
MOULD-33,Extra Heavy Gripper Crease for Web Enhancer Yellow Dot,21.00,2.73
MOULD-32,Blade Seal,19.00,1.07
MOULD-31,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,1.81
MOULD-30,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,1.81
MOULD-29B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,23.00,2.73
MOULD-29,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,1.12
MOULD-28,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,2.73
MOULD-27,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,2.73
MOULD-26,Spine-Creaser (Medium) Black Creasing Matrix,39.00,4.91
MOULD-25,Large Creasing Rib for Web Enhancer,21.00,2.73
MOULD-24,Spine-Creaser Orange Spade-End Creasing Matrix,39.00,7.85
MOULD-23,Spine-Creaser White(now blue) Spade-End Creasing Matrix,39.00,7.85
MOULD-22,Spine-Creaser Yellow Spade-End Creasing Matrix,39.00,7.85
MOULD-20,OBSELETE,0.00,0.00
MOULD-199,Quad Creaser Yellow Rib for Bindwel Binder,10.00,0.00
MOULD-198,Quad Creaser Blue Rib for Bindwel Binder,10.00,0.00
MOULD-197,Quad Creaser Orange Rib for Bindwel Binder,10.00,0.00
MOULD-191,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,0.00
MOULD-190,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,0.00
MOULD-19,OBSELETE,0.00,0.00
MOULD-189,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,0.00
MOULD-188,Spine & Quad-Creaser Yellow Split Gripper Crease,19.00,0.00
MOULD-187,Spine & Quad-Creaser Blue Split Gripper Crease,19.00,0.00
MOULD-186,Horizon DSF Pink Male,0.00,0.00
MOULD-185,Spine- & Quad-Creaser Orange Split Gripper Crease,19.00,0.00
MOULD-184,Blue Split Gripper Crease,23.00,1.58
MOULD-183,Black Split Gripper Crease,0.00,0.00
MOULD-182,Spine-Creaser Black Split Gripper Crease,23.00,1.58
MOULD-181,Spine-Creaser Yellow Split Gripper Crease,23.00,1.58
MOULD-180,Spine-Creaser Blue Split Gripper Crease,23.00,1.58
MOULD-18,Yellow 'O' Ring Insert - for 35mm Shaft,15.00,1.15
MOULD-17B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,23.00,2.73
MOULD-179,Spine-Creaser Orange Split Gripper Crease,23.00,1.58
MOULD-178B,Yellow Enduracrease Fast Fit Petratto 40mm Split Creaser,26.00,2.73
MOULD-177B,Blue Enduracrease Fast Fit Petratto 40mm Split Creaser,26.00,2.73
MOULD-176B,Orange Enduracrease Fast Fit Petratto 40mm Split Creaser,26.00,2.73
MOULD-175,Black Gripper Band,19.00,1.36
MOULD-174SX,Spine-Creaser Black Split Gripper Crease,19.00,2.65
MOULD-174,Quad-Creaser Black Split Creasing Rib,19.00,2.73
MOULD-173A,Yellow Muller 0553.0405 Spine Creaser Matrix,39.00,6.25
MOULD-173,Spine-Creaser Yellow Hole-Punch-End Creasing Matrix,39.00,7.85
MOULD-172A,White Muller 0533.0405 Spine Creaser Matrix,39.00,6.25
MOULD-172,Spine-Creaser Blue Hole-Punch-End Creasing Matrix,39.00,7.85
MOULD-171A,Orange Muller 0553.0405 Spine Creaser Matrix.,39.00,6.25
MOULD-171,Spine-Creaser Orange Hole-Punch-End Creasing Matrix,39.00,7.85
MOULD-170X,Quad-Creaser Yellow Split Creasing Rib,26.00,1.89
MOULD-170,Quad-Creaser Yellow Split Creasing Rib,26.00,2.73
MOULD-17,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,1.12
MOULD-16B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,23.00,2.65
MOULD-169X,Quad-Creaser Orange Split Creasing Rib,26.00,2.65
MOULD-169,Quad-Creaser Orange Split Creasing Rib,26.00,2.73
MOULD-168C,Shrink Trial Mould M1714-4 (OBSOLETE),26.00,5.00
MOULD-168B,Shrink Trial Mould Poly 90 (OBSOLETE),26.00,5.00
MOULD-168,Shrink Trial Mould XNBR (OBSOLETE),26.00,2.10
MOULD-167X,Quad-Creaser Blue Split Creasing Rib,26.00,2.65
MOULD-167,Quad-Creaser Blue Split Creasing Rib,26.00,2.73
MOULD-166,Blue Shoei 35/55 3mm Spine Creaser Gripper Crease,19.00,1.58
MOULD-165,Yellow Shoei 35/55 3mm Spine Creaser Gripper Crease,19.00,1.58
MOULD-164C,Black Creaser Fast Fit HH/46-FIX,23.00,1.00
MOULD-164B-30MM,Black EnduraCrease Fast Fit 30mm Split,26.00,2.50
MOULD-164B,Tri-Creaser Fast Fit Black Endura Split Gripper Crease,26.00,2.73
MOULD-164A,Black Fast Fit Creasing Ribs 35mm,23.00,1.00
MOULD-164-DM,Tri-Creaser Fast Fit Black Split Gripper Crease,23.00,1.00
MOULD-164-25MM,Tri-Creaser Fast Fit Black Split Gripper Crease,0.00,1.09
MOULD-164,Tri-Creaser Fast Fit Black Split Gripper Crease,23.00,1.12
MOULD-163B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,2.73
MOULD-163,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.36
MOULD-162B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26.00,2.73
MOULD-162,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.36
MOULD-161B,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26.00,2.73
MOULD-161A,Yellow Fast Fit Creasing Ribs 35mm,23.00,1.10
MOULD-161,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.36
MOULD-160B-X,MAKES Orange Fast Fit H&H 30mm Split Gripper Crease,26.00,2.38
MOULD-160B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26.00,2.73
MOULD-160,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-16,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,1.12
MOULD-159B-X,MAKES Blue Fast Fit H&H 30mm Split Gripper Crease,26.00,2.38
MOULD-159B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26.00,2.73
MOULD-159,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-158BLK,Tri-Creaser Fast Fit Black Split Gripper Crease,23.00,1.58
MOULD-158B-X,MAKES Yellow Fast Fit H&H 30mm Split  Gripper Crease,26.00,2.38
MOULD-158B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,2.73
MOULD-158A,Yellow Fast Fit Creasing Ribs 30mm,23.00,1.50
MOULD-158,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-157B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,2.73
MOULD-157A,Yellow Fast Fit Creasing Ribs 25mm,23.00,1.50
MOULD-157,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-156B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.73
MOULD-156,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-155B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26.00,2.73
MOULD-155,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-154,Spine-Creaser Orange Creasing Matrix,39.00,7.85
MOULD-153,Spine-Creaser Blue Creasing Matrix,39.00,7.85
MOULD-152B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,23.00,2.73
MOULD-152,Tri-Creaser Fast Fit Blue Split Gripper Crease,19.00,1.36
MOULD-151,Tri-Creaser Fast Fit Orange Split Gripper Crease,19.00,1.36
MOULD-150,Muller Trend Binder Split Lugged Gripper Crease,26.00,2.73
MOULD-15,Black Gripper Band,19.00,1.36
MOULD-149,Blue Edge-Trimming Gripper Band Shoei - 55mm,19.00,1.81
MOULD-148,Blue Edge-Trimming Gripper Band Shoei - 65mm,19.00,1.81
MOULD-147B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,23.00,2.73
MOULD-147,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-146B,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,23.00,2.73
MOULD-146,Tri-Creaser Fast Fit Yellow Split Gripper Crease,19.00,1.81
MOULD-145B-X,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,2.61
MOULD-145B,MAKES EnduraCrease Mould-138B-X. Small Baum Red,26.00,2.73
MOULD-145,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-144X,Tri-Creaser Fast Fit Blue Split Gripper Crease,19.00,1.81
MOULD-144B-X,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.61
MOULD-144B,MAKES EnduraCrease Mould-139B-X. Small Baum Green Creaser,26.00,2.73
MOULD-144,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-143X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,19.00,1.76
MOULD-143B-X,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,2.61
MOULD-143B,MAKES Mould-137B-X. Yellow Small Baum,26.00,2.65
MOULD-143,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-142X,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-142B-XTRA,MAKES Orange Fast Fit GUK 35mm Split Gripper Crease,26.00,2.23
MOULD-142B-X,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,2.50
MOULD-142B,Orange EnduraCrease Fast Fit Rosback Split,26.00,2.73
MOULD-142,Orange Fast-Fit Rosback Split Lugged Gripper Crease,23.00,1.81
MOULD-141X,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.76
MOULD-141B-XTRA,MAKES EnduraCrease Green Fast Fit GUK 35mm Split,26.00,2.23
MOULD-141B-X,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.28
MOULD-141B,Green EnduraCrease Fast Fit Rosback Split,26.00,2.73
MOULD-141,Blue Fast-Fit Rosback Split Lugged Gripper Crease,23.00,1.81
MOULD-140X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-140B-XTRA,MAKES Yellow Fast Fit GUK Split Gripper Crease,26.00,2.23
MOULD-140B-X,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26.00,2.65
MOULD-140B,Pink EnduraCrease Fast-Fit Rosback Split Lugged,26.00,2.73
MOULD-140,Yellow Fast-Fit Rosback Split Lugged Gripper Crease,23.00,1.81
MOULD-14,Green/Orange Dot Insert - 50mm O/D - Shoei 65 and Rollem SHC,15.00,1.07
MOULD-13B,Yellow EnduraCrease Insert for 35/36mm Shaft,16.00,0.00
MOULD-139SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-139B-X,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26.00,2.61
MOULD-139B-SB,OBSELETE,0.00,2.75
MOULD-139,Blue Fast Fit Small Baum Split Lugged Gripper Crease,23.00,1.81
MOULD-138SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-138B-X,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26.00,4.85
MOULD-138B-SB,OBSELETE,0.00,2.75
MOULD-138,Orange  Fast Fit Small Baum Split Lugged Gripper Crease,23.00,1.81
MOULD-137SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-137B-X,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26.00,2.61
MOULD-137B-SB,OBSELETE,0.00,2.75
MOULD-137,Yellow  Fast Fit Small Baum Split Lugged Gripper Crease,23.00,1.81
MOULD-136SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-136B-SX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,1.81
MOULD-136,Orange Fast-Fit Large Baum Split Lugged Gripper Crease,23.00,1.81
MOULD-135SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-135B-SX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.61
MOULD-135,Blue Fast-Fit Large Baum Split Lugged Gripper Crease,23.00,1.81
MOULD-134SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.62
MOULD-134B-SX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,1.81
MOULD-134,Yellow Fast-Fit Large Baum Split Lugged Gripper Crease,23.00,1.81
MOULD-133B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,22.00,2.73
MOULD-133,Tri-Creaser Easy Fit Orange Gripper Crease,19.00,1.81
MOULD-132B,Tri-Creaser Easy Fit Pink Endura Gripper Crease,22.00,2.73
MOULD-132,Tri-Creaser Easy Fit Yellow Gripper Crease,19.00,1.81
MOULD-131B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,19.00,2.73
MOULD-131,Tri-Creaser Easy Fit Blue Gripper Crease,19.00,1.81
MOULD-130-SX,Quad Creaser Yellow Rib for Vareo Binder,0.00,0.00
MOULD-130,Quad-Creaser Yellow Split Creasing Rib,19.00,2.73
MOULD-13,White Dot Insert - for 35/36mm Shaft,15.00,1.15
MOULD-12B,Orange EnduraCrease Insert for 35/36mm Shaft,16.00,0.00
MOULD-129-SX,Quad Creaser Blue Rib for Vareo Binder,0.00,0.00
MOULD-129,Quad-Creaser Blue Split Creasing Rib,19.00,2.65
MOULD-128-SX,Quad Creaser Orange Rib for Vareo Binder,0.00,0.00
MOULD-128,Quad-Creaser Orange Split Creasing Rib,19.00,2.73
MOULD-127X,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-127SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.58
MOULD-127PI,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.50
MOULD-127B-SX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,2.73
MOULD-127B-SB,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26.00,2.73
MOULD-127B-PI,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,0.00
MOULD-127B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease with,26.00,2.73
MOULD-127,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,23.00,1.81
MOULD-126X,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-126SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.58
MOULD-126PI,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,2.73
MOULD-126B-SX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.59
MOULD-126B-SB,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.73
MOULD-126B-PI,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.59
MOULD-126B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26.00,2.73
MOULD-126,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,23.00,1.81
MOULD-125X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-125SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.58
MOULD-125PI,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.50
MOULD-125B-SX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,2.73
MOULD-125B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,2.73
MOULD-125B-PI,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,0.00
MOULD-125B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26.00,2.73
MOULD-125,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,23.00,1.81
MOULD-124BSX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,2.23
MOULD-124-SX,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-124,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,23.00,1.81
MOULD-123BSX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.23
MOULD-123-SX,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.76
MOULD-123,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,23.00,1.81
MOULD-122BSX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,2.50
MOULD-122-SX,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-122,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,23.00,1.81
MOULD-121SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-121B-SB,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26.00,2.65
MOULD-121,DISCONTINUED Orange Fast-Fit H&H 35mm Split Lugged Gripper,23.00,1.50
MOULD-120SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-120B-SB,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26.00,2.65
MOULD-120,DISCONTINUED Blue Fast-Fit H&H 35mm Split Lugged Gripper Cre,23.00,1.50
MOULD-12,Orange Dot Insert - for 35/36mm Shaft,15.00,1.15
MOULD-119SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-119B-SB,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26.00,2.65
MOULD-119,DISCONTINUED Yellow Fast-Fit H&H 35mm Split Lugged Gripper C,23.00,1.66
MOULD-118SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
MOULD-118B-SB,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,2.65
MOULD-118B,Red  EnduraCrease Fast Fit MB 20mm Split lugged,26.00,2.73
MOULD-118-BX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,2.75
MOULD-118,Orange Fast Fit MB 20mm Split Lugged Gripper Crease,23.00,1.81
MOULD-117SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-117B-SB,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.65
MOULD-117B,Blue  EnduraCrease Fast Fit MB 20mm Split Lugged  Crease,26.00,2.73
MOULD-117-BX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26.00,2.75
MOULD-117,Blue Fast Fit MB 20mm Split Lugged Gripper Crease,23.00,1.81
MOULD-116,Orange Fast Fit Rollem Split Lugged Gripper Crease,23.00,1.81
MOULD-115X,Quad-Creaser Blue Split Creasing Rib,23.00,1.81
MOULD-115,Blue Fast-Fit Rollem Split Lugged Gripper Crease,23.00,1.81
MOULD-114X,Obselete. Orange GUK Fast Fit Split Lugged Gripper Crease,23.00,1.58
MOULD-114SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,23.00,1.81
