Product Code,Description,Sales Price,Cost Price,Type,Category,Margin %,Gina Pricing,Gina %,Uwe Pricing,Uwe %,New Distributor Price,New Distributor Price %,Last Order Date
MOULD-124,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,23/05/2024
MOULD-123-SX,Tri-Creaser Fast Fit Blue Split Gripper Crease,26,1.76,consumable,Rubber Creasing Band,92.3,9.85,42.8,,,15.60,60.0,28/01/2026
MOULD-123,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,12/08/2024
MOULD-122-SX,Tri-Creaser Fast Fit Yellow Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,28/01/2026
MOULD-122,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,08/09/2021
MOULD-121SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,14/08/2025
MOULD-120SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,14/08/2025
MOULD-119SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,19/01/2026
MOULD-118SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,25/11/2025
MOULD-118,Orange Fast Fit MB 20mm Split Lugged Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,29/07/2025
MOULD-117SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,25/11/2025
MOULD-117,Blue Fast Fit MB 20mm Split Lugged Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,21/03/2024
MOULD-116,Orange Fast Fit Rollem Split Lugged Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,24/06/2022
MOULD-115X,Quad-Creaser Blue Split Creasing Rib,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,14/11/2025
MOULD-115,Blue Fast-Fit Rollem Split Lugged Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,26/05/2022
MOULD-114SB,Tri-Creaser Fast Fit Orange Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,28/04/2025
MOULD-114,Orange Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,26,1.76,consumable,Rubber Creasing Band,92.3,9.85,42.8,,,15.60,60.0,04/06/2025
MOULD-113SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,04/04/2025
MOULD-113,Blue Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,26,1.76,consumable,Rubber Creasing Band,92.3,9.85,42.8,,,15.60,60.0,04/06/2025
MOULD-112,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,05/09/2025
MOULD-111,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,05/09/2025
MOULD-110,Blue Fast-Fit 30mm Split Lugged Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,24/07/2025
MOULD-109,Orange Fast-Fit 30mm Split Lugged Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,18/11/2024
MOULD-108,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,13/10/2025
MOULD-107,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,15/09/2025
MOULD-106,Yellow Fast-Fit 30mm Split Lugged Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,04/07/2025
MOULD-105BK,Extra Heavy Black Fast Fit Horizon 20mm Split Creaser,26,0,consumable,Rubber Creasing Band,,9.85,42.8,,,15.60,60.0,31/10/2024
MOULD-105,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,08/07/2025
MOULD-104SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,28/04/2025
MOULD-104,Yellow Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,26,1.66,consumable,Rubber Creasing Band,92.8,9.85,42.8,,,15.60,60.0,04/06/2025
MOULD-103X,Quad-Creaser Yellow Split Creasing Rib,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,14/08/2025
MOULD-103,Yellow Fast Fit Rollem Split Lugged Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,15/04/2024
MOULD-102SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,25/11/2025
MOULD-101,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,26,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,,,15.60,60.0,04/11/2025
MOULD-90B,Blue EnduraCrease Split Creasing Rib,26,2.73,consumable,Rubber Creasing Band,88.1,9.87,42.9,,,15.60,60.0,20/03/2024
MOULD-89B,Yellow EnduraCrease Split Creasing Rib,26,2.73,consumable,Rubber Creasing Band,88.1,9.87,42.9,,,15.60,60.0,20/03/2024
MOULD-152B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,88.1,9.87,42.9,,,15.60,60.0,04/05/2023
MOULD-147B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,88.1,9.87,42.9,,,15.60,60.0,20/01/2025
MOULD-146B,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,88.1,9.87,42.9,,,15.60,60.0,20/01/2025
MOULD-182,Spine-Creaser Black Split Gripper Crease,26,1.58,consumable,Rubber Creasing Band,93.1,9.9,43,,,15.60,60.0,26/03/2025
MOULD-181,Spine-Creaser Yellow Split Gripper Crease,26,1.58,consumable,Rubber Creasing Band,93.1,9.9,43,,,15.60,60.0,28/05/2025
MOULD-180,Spine-Creaser Blue Split Gripper Crease,26,1.58,consumable,Rubber Creasing Band,93.1,9.9,43,,,15.60,60.0,13/05/2025
MOULD-179,Spine-Creaser Orange Split Gripper Crease,26,1.58,consumable,Rubber Creasing Band,93.1,9.9,43,,,15.60,60.0,01/04/2025
MOULD-66B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,28/10/2024
MOULD-65B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,28/10/2024
MOULD-64B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,28/10/2024
MOULD-164B,Tri-Creaser Fast Fit Black Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,15/10/2025
MOULD-163B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,26/03/2025
MOULD-162B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,15/10/2025
MOULD-161B,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,15/10/2025
MOULD-160B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,09/01/2026
MOULD-159B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,09/01/2026
MOULD-158B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,24/06/2025
MOULD-157B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,30/10/2024
MOULD-156B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,30/10/2024
MOULD-155B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,21/02/2025
MOULD-145B-X,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.61,consumable,Rubber Creasing Band,90,11.23,43.2,,,15.60,60.0,12/06/2025
MOULD-144B-X,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.61,consumable,Rubber Creasing Band,90,11.23,43.2,,,15.60,60.0,24/09/2019
MOULD-143B-X,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.61,consumable,Rubber Creasing Band,90,11.23,43.2,,,15.60,60.0,28/03/2023
MOULD-142B-X,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.5,consumable,Rubber Creasing Band,90.4,11.23,43.2,,,15.60,60.0,20/06/2018
MOULD-141B-X,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.28,consumable,Rubber Creasing Band,91.2,11.23,43.2,,,15.60,60.0,08/01/2025
MOULD-140B-X,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.65,consumable,Rubber Creasing Band,89.8,11.23,43.2,,,15.60,60.0,08/07/2025
MOULD-139B-X,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26,2.61,consumable,Rubber Creasing Band,90,11.23,43.2,,,15.60,60.0,19/09/2024
MOULD-138B-X,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26,4.85,consumable,Rubber Creasing Band,81.3,11.23,43.2,,,15.60,60.0,18/04/2018
MOULD-137B-X,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.61,consumable,Rubber Creasing Band,90,11.23,43.2,,,15.60,60.0,18/04/2018
MOULD-136B-SX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,93,11.23,43.2,,,15.60,60.0,23/09/2021
MOULD-135B-SX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.61,consumable,Rubber Creasing Band,90,11.23,43.2,,,15.60,60.0,23/09/2021
MOULD-134B-SX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,93,11.23,43.2,,,15.60,60.0,23/09/2021
MOULD-127B-SX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,26/03/2025
MOULD-127B-SB,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,04/07/2025
MOULD-127B-PI,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,0,consumable,Rubber Creasing Band,,11.23,43.2,,,15.60,60.0,08/01/2015
MOULD-127B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease with,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,
MOULD-126B-SX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.59,consumable,Rubber Creasing Band,90,11.23,43.2,,,15.60,60.0,26/03/2025
MOULD-126B-SB,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,04/07/2025
MOULD-126B-PI,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.59,consumable,Rubber Creasing Band,90,11.23,43.2,,,15.60,60.0,08/01/2015
MOULD-126B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,
MOULD-125B-SX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,26/03/2025
MOULD-125B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,08/05/2025
MOULD-125B-PI,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,0,consumable,Rubber Creasing Band,,11.23,43.2,,,15.60,60.0,08/01/2015
MOULD-125B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,
MOULD-124BSX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.23,consumable,Rubber Creasing Band,91.4,11.23,43.2,,,15.60,60.0,18/01/2017
MOULD-123BSX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.23,consumable,Rubber Creasing Band,91.4,11.23,43.2,,,15.60,60.0,15/06/2021
MOULD-122BSX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.5,consumable,Rubber Creasing Band,90.4,11.23,43.2,,,15.60,60.0,18/03/2025
MOULD-121B-SB,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26,2.65,consumable,Rubber Creasing Band,89.8,11.23,43.2,,,15.60,60.0,18/09/2023
MOULD-120B-SB,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26,2.65,consumable,Rubber Creasing Band,89.8,11.23,43.2,,,15.60,60.0,18/09/2023
MOULD-119B-SB,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.65,consumable,Rubber Creasing Band,89.8,11.23,43.2,,,15.60,60.0,18/09/2023
MOULD-118B-SB,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.65,consumable,Rubber Creasing Band,89.8,11.23,43.2,,,15.60,60.0,09/06/2025
MOULD-118B,Red  EnduraCrease Fast Fit MB 20mm Split lugged,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,31/03/2016
MOULD-118-BX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.75,consumable,Rubber Creasing Band,89.4,11.23,43.2,,,15.60,60.0,15/07/2016
MOULD-117B-SB,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.65,consumable,Rubber Creasing Band,89.8,11.23,43.2,,,15.60,60.0,09/06/2025
MOULD-117B,Blue  EnduraCrease Fast Fit MB 20mm Split Lugged  Crease,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,31/03/2016
MOULD-117-BX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.75,consumable,Rubber Creasing Band,89.4,11.23,43.2,,,15.60,60.0,15/07/2016
MOULD-114B-XTRA,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.35,consumable,Rubber Creasing Band,91,11.23,43.2,,,15.60,60.0,04/03/2021
MOULD-113B-XTRA,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26,2.35,consumable,Rubber Creasing Band,91,11.23,43.2,,,15.60,60.0,19/11/2021
MOULD-112B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,01/12/2023
MOULD-111B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,19/09/2024
MOULD-108B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,15/09/2025
MOULD-107B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,15/09/2025
MOULD-105B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,01/05/2025
MOULD-104B-XTRA,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.35,consumable,Rubber Creasing Band,91,11.23,43.2,,,15.60,60.0,12/08/2024
MOULD-102B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.65,consumable,Rubber Creasing Band,89.8,11.23,43.2,,,15.60,60.0,09/06/2025
MOULD-102B,Yellow EnduraCrease Fast Fit MB 20mm Split Lugged,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,31/03/2016
MOULD-102-BX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.61,consumable,Rubber Creasing Band,90,11.23,43.2,,,15.60,60.0,15/07/2016
MOULD-101B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,,,15.60,60.0,15/09/2025
MOULD-56B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,26,2.73,consumable,Rubber Creasing Band,85.6,8.48,44.6,,,15.60,60.0,11/09/2015
MOULD-152,Tri-Creaser Fast Fit Blue Split Gripper Crease,26,1.36,consumable,Rubber Creasing Band,92.8,8.47,44.6,,,15.60,60.0,19/11/2020
MOULD-151,Tri-Creaser Fast Fit Orange Split Gripper Crease,26,1.36,consumable,Rubber Creasing Band,92.8,8.47,44.6,,,15.60,60.0,19/09/2024
MOULD-146,Tri-Creaser Fast Fit Yellow Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,90.5,8.47,44.6,,,15.60,60.0,10/01/2024
MOULD-131B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,26,2.73,consumable,Rubber Creasing Band,85.6,8.48,44.6,,,15.60,60.0,26/10/2023
MOULD-93,Quad-Creaser Orange Split Creasing Rib,26,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,,,15.60,60.0,04/04/2025
MOULD-92,Quad-Creaser Blue Split Creasing Rib,26,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,,,15.60,60.0,01/07/2025
MOULD-91,Quad-Creaser Yellow Split Creasing Rib,26,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,,,15.60,60.0,15/10/2025
MOULD-90,Spine- & Quad-Creaser Blue Split Gripper Crease,26,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,,,15.60,60.0,01/08/2025
MOULD-89,Spine- & Quad-Creaser Yellow Split Gripper Crease,26,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,,,15.60,60.0,13/01/2026
MOULD-87,Quad-Creaser Black Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,85.6,8.5,44.7,,,15.60,60.0,23/02/2016
MOULD-86,Quad-Creaser Black Split Creasing Rib,26,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,,,15.60,60.0,27/03/2025
MOULD-82-X,Quad-Creaser Black Split Gripper Crease,26,2.73,consumable,Rubber Creasing Band,85.6,8.5,44.7,,,15.60,60.0,
MOULD-82,Quad-Creaser Black Split Creasing Rib,26,2.73,consumable,Rubber Creasing Band,85.6,8.5,44.7,,,15.60,60.0,04/11/2025
MOULD-41,Quad-Creaser Pink Split Gripper Crease,26,1.36,consumable,Rubber Creasing Band,92.8,8.5,44.7,,,15.60,60.0,12/12/2025
MOULD-174SX,Spine-Creaser Black Split Gripper Crease,26,2.65,consumable,Rubber Creasing Band,86.1,8.5,44.7,,,15.60,60.0,11/06/2025
MOULD-102,Yellow Fast Fit MB 20mm Split Lugged Gripper Crease,26,1.81,consumable,Rubber Creasing Band,91.8,9.85,44.8,,,15.60,60.0,18/03/2025
MOULD-170X,Quad-Creaser Yellow Split Creasing Rib,26,1.89,consumable,Rubber Creasing Band,92.7,12.54,48.2,,,15.60,60.0,07/06/2024
MOULD-170,Quad-Creaser Yellow Split Creasing Rib,26,2.73,consumable,Rubber Creasing Band,89.5,12.54,48.2,,,15.60,60.0,17/07/2025
MOULD-169X,Quad-Creaser Orange Split Creasing Rib,26,2.65,consumable,Rubber Creasing Band,89.8,12.54,48.2,,,15.60,60.0,15/02/2024
MOULD-169,Quad-Creaser Orange Split Creasing Rib,26,2.73,consumable,Rubber Creasing Band,89.5,12.54,48.2,,,15.60,60.0,26/11/2024
MOULD-167X,Quad-Creaser Blue Split Creasing Rib,26,2.65,consumable,Rubber Creasing Band,89.8,12.54,48.2,,,15.60,60.0,10/01/2024
MOULD-167,Quad-Creaser Blue Split Creasing Rib,26,2.73,consumable,Rubber Creasing Band,89.5,12.54,48.2,,,15.60,60.0,17/07/2025
MOULD-150,Muller Trend Binder Split Lugged Gripper Crease,26,2.73,consumable,Rubber Creasing Band,89.5,12.54,48.2,,,15.60,60.0,16/07/2021
MOULD-96,Kolbus Lugged Split Gripper Crease (26mm) - Obselete,26,1.36,consumable,Rubber Creasing Band,92.8,9.85,51.8,,,15.60,60.0,29/03/2010
MOULD-86X-Y,Tri-Creaser Fast Fit Yellow/Black Split Gripper Crease,26,1.36,consumable,Rubber Creasing Band,92.8,9.85,51.8,,,15.60,60.0,22/07/2025
MOULD-86X,Tri-Creaser Fast Fit Black Split Gripper Crease,26,1.36,consumable,Rubber Creasing Band,92.8,9.85,51.8,,,15.60,60.0,26/01/2024
MOULD-72,Kolbus Black Split Gripper Crease 94mm O/D (no lug),26,2.5,consumable,Rubber Creasing Band,86.8,9.85,51.8,,,15.60,60.0,19/05/2025
MOULD-70,Kolbus 114mm Black Split Gripper Crease Insert,26,2.73,consumable,Rubber Creasing Band,85.6,9.85,51.8,,,15.60,60.0,07/10/2022
MOULD-174,Quad-Creaser Black Split Creasing Rib,26,2.73,consumable,Rubber Creasing Band,85.6,9.85,51.8,,,15.60,60.0,25/03/2025
MOULD-144X,Tri-Creaser Fast Fit Blue Split Gripper Crease,26,1.81,consumable,Rubber Creasing Band,90.5,9.85,51.8,,,15.60,60.0,23/04/2025
MOULD-143X,Tri-Creaser Fast Fit Yellow Split Gripper Crease,26,1.76,consumable,Rubber Creasing Band,90.7,9.85,51.8,,,15.60,60.0,05/08/2025
MOULD-130,Quad-Creaser Yellow Split Creasing Rib,26,2.73,consumable,Rubber Creasing Band,85.6,9.85,51.8,,,15.60,60.0,12/12/2025
MOULD-129,Quad-Creaser Blue Split Creasing Rib,26,2.65,consumable,Rubber Creasing Band,86.1,9.85,51.8,,,15.60,60.0,03/10/2025
MOULD-128,Quad-Creaser Orange Split Creasing Rib,26,2.73,consumable,Rubber Creasing Band,85.6,9.85,51.8,,,15.60,60.0,22/11/2024
MOULD-34,Heavy Gripper Crease for Web Enhancer Blue Dot,26,2.73,consumable,Rubber Creasing Band,87,11.7,55.7,,,15.60,60.0,19/05/2025
MOULD-33A,Light Gripper Crease for Web Enhancer Orange Dot,26,2.73,consumable,Rubber Creasing Band,87,11.7,55.7,,,15.60,60.0,23/11/2023
MOULD-33,Extra Heavy Gripper Crease for Web Enhancer Yellow Dot,26,2.73,consumable,Rubber Creasing Band,87,11.7,55.7,,,15.60,60.0,14/03/2025
MOULD-60,Spine-Creaser Blue Creasing Matrix,39,4.91,consumable,Rubber Creasing Band,87.4,24.21,62.1,,,24.21,62.1,23/06/2025
MOULD-26,Spine-Creaser (Medium) Black Creasing Matrix,39,4.91,consumable,Rubber Creasing Band,87.4,24.21,62.1,,,24.21,62.1,04/11/2025
MOULD-24,Spine-Creaser Orange Spade-End Creasing Matrix,39,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,,,24.21,62.1,04/11/2025
MOULD-23,Spine-Creaser White(now blue) Spade-End Creasing Matrix,39,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,,,24.21,62.1,15/10/2025
MOULD-22,Spine-Creaser Yellow Spade-End Creasing Matrix,39,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,,,24.21,62.1,13/10/2025
MOULD-173A,Yellow Muller 0553.0405 Spine Creaser Matrix,39,6.25,consumable,Rubber Creasing Band,84,24.21,62.1,,,24.21,62.1,22/11/2023
MOULD-173,Spine-Creaser Yellow Hole-Punch-End Creasing Matrix,39,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,,,24.21,62.1,17/12/2025
MOULD-172A,White Muller 0533.0405 Spine Creaser Matrix,39,6.25,consumable,Rubber Creasing Band,84,24.21,62.1,,,24.21,62.1,25/01/2024
MOULD-172,Spine-Creaser Blue Hole-Punch-End Creasing Matrix,39,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,,,24.21,62.1,15/07/2025
MOULD-171A,Orange Muller 0553.0405 Spine Creaser Matrix.,39,6.25,consumable,Rubber Creasing Band,84,24.21,62.1,,,24.21,62.1,22/11/2023
MOULD-171,Spine-Creaser Orange Hole-Punch-End Creasing Matrix,39,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,,,24.21,62.1,01/08/2025
MOULD-154,Spine-Creaser Orange Creasing Matrix,39,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,,,24.21,62.1,02/09/2025
MOULD-153,Spine-Creaser Blue Creasing Matrix,39,7.85,consumable,Rubber Creasing Band,79.9,24.21,62.1,,,24.21,62.1,14/01/2026
MOULD-02A,Light Morgana Creasing Matrix,48,4.08,consumable,Rubber Creasing Band,91.5,30.45,63.4,,,30.45,63.4,02/05/2017
MOULD-01A,Heavy Morgana Creasing Matrix,48,4.08,consumable,Rubber Creasing Band,91.5,30.45,63.4,,,30.45,63.4,05/09/2024
MOULD-05,Spine-Creaser (Heavy) Black Creasing Matrix,38,4.76,consumable,Rubber Creasing Band,87.5,24.21,63.7,,,24.21,63.7,04/11/2025
MOULD-02,Spine-Creaser White Creasing Matrix,38,7.2,consumable,Rubber Creasing Band,81.1,24.21,63.7,,,24.21,63.7,31/03/2023
MOULD-01,Spine-Creaser Yellow Creasing Matrix,38,7.2,consumable,Rubber Creasing Band,81.1,24.21,63.7,,,24.21,63.7,11/09/2025
MOULD-36,Spine-Creaser Black Creasing Matrix,39,11.2,consumable,Rubber Creasing Band,71.3,30.13,77.3,,,30.13,77.3,20/06/2025
MU-GB-02-FE,50mm O/D Female Muller Gripper Boss Support Rollers,38.4,14.27,consumable,Rubber Creasing Band,62.8,34,88.5,,,34.00,88.5,09/02/2011
MOULD-93X,Orange Split Gripper Crease Muller Adjustable,26,1.2,consumable,Rubber Creasing Band,93.7,,,,,,,24/04/2013
