Product Code,Description,Sales Price,Cost Price,Type,Category,Margin %,Gina Pricing,Gina %,Uwe Pricing,Uwe %,New Distributor Price,New Distributor Price %,Last Order Date
TECH158,Spine-Hinge Creaser - 35mm I/D (4 part 3-7mm) - Red Sp,0,102.8,consumable,NEGLECTED,,,,,,,,
TECH157,Horizon Easy Fit Tri-creaser - 65 mm O/D,0,166.55,consumable,NEGLECTED,,,,,,,,
TECH155,Multi-Tool Blade Holder - 35mm - GUK,0,98.71,consumable,NEGLECTED,,,,,,,,
TECH154,Multi-Tool Nylon Sleeve Holder - 35mm - GUK,0,38.1,consumable,NEGLECTED,,,,,,,,
TECH153,Horizon Easy Fit Tri-creaser - 50 mm O/D,0,94.61,consumable,NEGLECTED,,,,,,,,
TECH152,36mm Fast-Fit with Fixed Female Component,0,53.65,consumable,NEGLECTED,,,,,,,,
TECH150,Whizard Standard Tri-creaser,0,67.38,consumable,NEGLECTED,,,,,,,,
TECH149C,Collar for 35mm Fast Fit,0,13,consumable,NEGLECTED,,,,,,,,
TECH149,Fast-Fit 35mm Tri-Creaser with Fixed Female Component,0,68.83,consumable,NEGLECTED,,,,,,,,
TECH146M,GUK 35mm Fast Fit  Male Only,0,36.79,consumable,NEGLECTED,,,,,,,,
TECH146F,GUK 35mm Fast Fit female only,0,42.16,consumable,NEGLECTED,,,,,,,,
TECH146,GUK 35mm Fast Fit without lugs,0,155.94,consumable,NEGLECTED,,,,,,,,
TECH145,Pivano GT,0,74,consumable,NEGLECTED,,,,,,,,
TECH144M,H&H 35mm Fast Fit without lugs Male without Collar,0,26.87,consumable,NEGLECTED,,,,,,,,
TECH144L/C,H&H 35mm Locking Collar Only,0,25,consumable,NEGLECTED,,,,,,,,
TECH144F,H&H 35mm Fast Fit without lugs Female Only,0,84,consumable,NEGLECTED,,,,,,,,
TECH144,H&H 35mm Fast Fit without lugs,0,70,consumable,NEGLECTED,,,,,,,,
TECH143,Multi-Tool Nylon Sleeve Holder - 20mm - MB,0,73.03,consumable,NEGLECTED,,,,,,,,
TECH142,Multi-Tool Blade Holder - 20mm - MB,0,52.79,consumable,NEGLECTED,,,,,,,,
TECH141,GUK Easy Fit Tri-creaser - 59.4 mm O/D,0,28.8,consumable,NEGLECTED,,,,,,,,
TECH140,Multi-Tool Blade Holder - 20mm - Horizon,0,84.83,consumable,NEGLECTED,,,,,,,,
TECH139,Easy Fit T/C 35 mm Fixed Female Component,0,40.3,consumable,NEGLECTED,,,,,,,,
TECH138,Micro-Perforator - Rosback,0,154.08,consumable,NEGLECTED,,,,,,,,
TECH137F,Rollem Easy Fit Female Only,0,39.18,consumable,NEGLECTED,,,,,,,,
TECH137,Rollem Easy-Fit Tri-creaser,0,98.41,consumable,NEGLECTED,,,,,,,,
TECH136C,Rosback Easy Fit Locking Collar Only,0,10.83,consumable,NEGLECTED,,,,,,,,
TECH136,Rosback Easy Fit Tri-creaser,0,84.66,consumable,NEGLECTED,,,,,,,,
TECH135,C P Applicator - GUK 35 mm I/D - 59.44 O/D,0,129.28,consumable,NEGLECTED,,,,,,,,
TECH134M,MB Easy Fit 20mm Male Only,0,29.24,consumable,NEGLECTED,,,,,,,,
TECH134,MB Easy Fit Tri-creaser - 20 mm I/D,0,150.07,consumable,NEGLECTED,,,,,,,,
TECH129BH,Dick Moll Blade Holder,0,53.08,consumable,NEGLECTED,,,,,,,,
TECH129,Dick Moll Micro-Perforator - 30mm,0,134.7,consumable,NEGLECTED,,,,,,,,
TECH128B,6mm Muller Perfect Binder Female Hinge Component,0,0,consumable,NEGLECTED,,,,,,,,
TECH128,Muller Easy-Binder Pink-Split Creaser - 6mm Hinge,0,77.88,consumable,NEGLECTED,,,,,,,,
TECH127,Small Baum Fixed Female,0,47.47,consumable,NEGLECTED,,,,,,,,
TECH126,American-Binder Set - Assemble if needed,0,73.49,consumable,NEGLECTED,,,,,,,,
TECH125,Fidia De-lux 60 O/D 40m I/D,0,94.8,consumable,NEGLECTED,,,,,,,,
TECH124,Fidia Delux Tri-creaser - 64 mm I/D,0,196.27,consumable,NEGLECTED,,,,,,,,
TECH123,Large Baum Creasing Cassette without lugs & Female,0,77.14,consumable,NEGLECTED,,,,,,,,
TECH122,Multi-Tool Nylon Sleeve Holder - 25mm,0,25.25,consumable,NEGLECTED,,,,,,,,
TECH121,Multi-Tool Blade Holder - 25mm,0,56.56,consumable,NEGLECTED,,,,,,,,
TECH120,Multi-Tool Nylon Sleeve Holder - 30mm,0,28.75,consumable,NEGLECTED,,,,,,,,
TECH119,Multi-Tool Blade Holder - 30mm,0,65.53,consumable,NEGLECTED,,,,,,,,
TECH118,Zander De-lux Tri-creaser - 40 mm I/D,0,95.1,consumable,NEGLECTED,,,,,,,,
TECH117,Hohner Spine Creaser,0,367.05,consumable,NEGLECTED,,,,,,,,
TECH116A,Multi-Tool Black N/s 35mm,0,9.08,consumable,NEGLECTED,,,,,,,,
TECH116,Multi-Tool Nylon Sleeve Holder - 35mm,0,30.1,consumable,NEGLECTED,,,,,,,,
TECH115,Multi-Tool Nylon Sleeve Holder - 36mm,0,30.1,consumable,NEGLECTED,,,,,,,,
TECH114,Multi-Tool Blade Holder - 36mm,0,89.73,consumable,NEGLECTED,,,,,,,,
TECH113C,35mm H&H 2 set Multi Tool Black & Blue Nylon Sleeve Holder,0,45.73,consumable,NEGLECTED,,,,,,,,
TECH113,CP Applicator HH 35mm,0,421.96,consumable,NEGLECTED,,,,,,,,
TECH112,Micro-Perforator Standard - 36mm,0,50.94,consumable,NEGLECTED,,,,,,,,
TECH111G,35mm Floating Blade Holder Cartridge,0,21.99,consumable,NEGLECTED,,,,,,,,
TECH111,Multi-Tool Blade Holder - 35mm,0,51.22,consumable,NEGLECTED,,,,,,,,
TECH108,New Rollem Narrow,0,48.97,consumable,NEGLECTED,,,,,,,,
TECH104M,Male Only Easy Fit 30mm,0,35.32,consumable,NEGLECTED,,,,,,,,
TECH104F,Easy Fit 30mm Female Only,0,27.08,consumable,NEGLECTED,,,,,,,,
TECH104,Easy Fit Tri-creaser - 30 mm I/D,0,152.18,consumable,NEGLECTED,,,,,,,,
TECH103S/C,Tech103 Spacer and Collar,0,20.59,consumable,NEGLECTED,,,,,,,,
TECH103M,Male Only Easy Fit Component 25mm,0,34.64,consumable,NEGLECTED,,,,,,,,
TECH103F,Tech 103 Female Only,0,35.02,consumable,NEGLECTED,,,,,,,,
TECH103,Easy Fit Tri-creaser - 25 mm,0,88.4,consumable,NEGLECTED,,,,,,,,
TECH101,35mm GUK De-lux Tri-Creaser 35mm I/D 58.25 O/D,0,43.73,consumable,NEGLECTED,,,,,,,,
TECH100,Muller Binder 30mm - 4 Sets code 3 - assemble if needed,0,75.96,consumable,NEGLECTED,,,,,,,,
TECH095,Fidia Delux Tri-creaser 40 mm I/D,0,74.47,consumable,NEGLECTED,,,,,,,,
TECH094,Micro-Perforator - H&H - 30mm,0,56.72,consumable,NEGLECTED,,,,,,,,
TECH093F,Rebore Tech 093 Female to 32mm I/D,0,36.4,consumable,NEGLECTED,,,,,,,,
TECH093,H&H Delux Tri-creaser - 30 mm I/D,0,42.94,consumable,NEGLECTED,,,,,,,,
TECH088,Easy Fit Tri-creaser 36 mm Fixed Female Comp,0,51.7,consumable,NEGLECTED,,,,,,,,
TECH085,C P Applicator - 30 mm,0,398.51,consumable,NEGLECTED,,,,,,,,
TECH084,CP Applicator - 25 mm,0,549.63,consumable,NEGLECTED,,,,,,,,
TECH083,C P Applicator - 36 mm,0,129.28,consumable,NEGLECTED,,,,,,,,
TECH081,Horizon De-lux Tri-creaser - 25 mm I/D Binder Crease,0,40.38,consumable,NEGLECTED,,,,,,,,
TECH080,H & H Delux Tri-creaser - 40 mm I/D,0,64.88,consumable,NEGLECTED,,,,,,,,
TECH078F,CP Applicator 35mm Females,0,0,consumable,NEGLECTED,,,,,,,,
TECH078BH,CP Applicator Floating Blade Holder 35mm,0,18.09,consumable,NEGLECTED,,,,,,,,
TECH078,C P Applicator - 35 mm,0,280.29,consumable,NEGLECTED,,,,,,,,
TECH077,Gripper-Boss Support Rollers - 36mm I/D,0,32.19,consumable,NEGLECTED,,,,,,,,
TECH076,Micro-Perforator - 36mm,0,108.97,consumable,NEGLECTED,,,,,,,,
TECH075,Large Baum Micro Perf,0,74.28,consumable,NEGLECTED,,,,,,,,
TECH074,H&H 35mm Micro Perforator,0,126.38,consumable,NEGLECTED,,,,,,,,
TECH073,Muller Perfect Binder Quad-Creaser 30mm (assemble if needed),0,73.49,consumable,NEGLECTED,,,,,,,,
TECH072,Heidelberg ST-400 Spine-Creaser (floating),0,84.42,consumable,NEGLECTED,,,,,,,,
TECH071,Micro-Perforator - GUK - 35mm,0,134.26,consumable,NEGLECTED,,,,,,,,
TECH070H,Osaka Horseshoe,0,34.17,consumable,NEGLECTED,,,,,,,,
TECH070,Spine-Creaser for Osako Stitching Machine,0,64.12,consumable,NEGLECTED,,,,,,,,
TECH069,Easy Fit Tri-creaser 36 mm I/D,0,123.29,consumable,NEGLECTED,,,,,,,,
TECH068,Micro-Perforator for MB Machines,0,163.37,consumable,NEGLECTED,,,,,,,,
TECH067,Micro-Perforator - Horizon - 20mmOBSELETE,0,73.4,consumable,NEGLECTED,,,,,,,,
TECH066,Econocrease Delux Tri-creaser - 31 mm I/D,0,50.38,consumable,NEGLECTED,,,,,,,,
TECH064,Super De-lux Tri-creaser 36 mm I/D (assemble if necessary),0,46.38,consumable,NEGLECTED,,,,,,,,
TECH063,Old Muller Roller,0,39.88,consumable,NEGLECTED,,,,,,,,
TECH061,Pierce De-lux Tri-creaser,0,79.53,consumable,NEGLECTED,,,,,,,,
TECH060T,Top Unit Bearing Component,0,140.95,consumable,NEGLECTED,,,,,,,,
TECH060B,Bottom Unit Fixed Component,0,119.26,consumable,NEGLECTED,,,,,,,,
TECH060,Web Tri-creaser - Double Bearing Unit,0,275.38,consumable,NEGLECTED,,,,,,,,
TECH059,Large Stahl Easy-Fit Tri-Creaser - 50mm,0,86.59,consumable,NEGLECTED,,,,,,,,
TECH058,Micro Perforator - 25 mm,0,93.3,consumable,NEGLECTED,,,,,,,,
TECH057,Micro-Perforator - 30mm,0,114.75,consumable,NEGLECTED,,,,,,,,
TECH055,Stahl Standard Tri-creaser -20 mm I/D,0,42.38,consumable,NEGLECTED,,,,,,,,
TECH054,Shoei De-lux Tri-creaser 35 mm i/d 65 mm o/d,0,56.38,consumable,NEGLECTED,,,,,,,,
TECH052,MBO Delux Tri-creaser - 60 mm I/D,0,70.16,consumable,NEGLECTED,,,,,,,,
TECH051,Horizon 65mm Fast Fit with lugs,0,130.92,consumable,NEGLECTED,,,,,,,,
TECH050,Small Baum Micro Perf - 22mm,0,114.73,consumable,NEGLECTED,,,,,,,,
TECH048,Web Tri-Creaser - Single Bearing Unit - DO NOT ORDER,0,132.54,consumable,NEGLECTED,,,,,,,,
TECH047,Roto Crease De-lux Tri-creaser - 30 mm ID,0,42.38,consumable,NEGLECTED,,,,,,,,
TECH046,Horizon Delux Tri-creaser - 20 mm I/D,0,50.1,consumable,NEGLECTED,,,,,,,,
TECH045,Large Baum De-lux Tri-Creaser - 28mm I/D,0,76.23,consumable,NEGLECTED,,,,,,,,
TECH043,Morgana De-lux Tri-creaser - 15 mm I/D,0,82.38,consumable,NEGLECTED,,,,,,,,
TECH042F,MBO Delux Tri-Creaser Female Only,0,38.62,consumable,NEGLECTED,,,,,,,,
TECH042,MBO De-lux Tri-creaser - 30 mm I/D with 49.95 O/D,0,54.72,consumable,NEGLECTED,,,,,,,,
TECH041M,Male Only Easy Fit 35mm,0,42.65,consumable,NEGLECTED,,,,,,,,
TECH041F,Bearing Female Only fro 35mm Easy Fit,0,40.67,consumable,NEGLECTED,,,,,,,,
TECH041,35mm Easy-Fit Tri-creaser with Floating Female Component,0,175.85,consumable,NEGLECTED,,,,,,,,
TECH038,Small Baum De-lux Tri-Creaser - 22mm I/D,0,66.38,consumable,NEGLECTED,,,,,,,,
TECH037SHB,CSA - Short Bracket Feeder Unit,0,54.07,consumable,NEGLECTED,,,,,,,,
TECH037LGB,CSP - Long Bracket Feeder Unit,0,63.04,consumable,NEGLECTED,,,,,,,,
TECH037-13D-BR,Waste Stripper for CSM-AF Serbia,0,5.63,consumable,NEGLECTED,,,,,,,,
TECH036,Rosback De-lux Tri-creaser - 25 mm I/D,0,59.91,consumable,NEGLECTED,,,,,,,,
TECH035,Bonelli De-lux Tri-creaser 30mm I/D (assemble if necessary),0,70.38,consumable,NEGLECTED,,,,,,,,
TECH033,H&H Delux Tri-creaser - 35 mm I/D,0,65.38,consumable,NEGLECTED,,,,,,,,
TECH032,Muller Single Wheel Spine-Creaser,0,69.2,consumable,NEGLECTED,,,,,,,,
TECH031SH,Micro-Perforation 35mm. Nylon Sleeve Holder Only,0,30.03,consumable,NEGLECTED,,,,,,,,
TECH031,Micro-Perforator - 35mm,0,112.49,consumable,NEGLECTED,,,,,,,,
TECH030,Sheridan Spine-Creaser,0,74.08,consumable,NEGLECTED,,,,,,,,
TECH029,Eurofold Standard Tri-creaser,0,24.38,consumable,NEGLECTED,,,,,,,,
TECH027,Standard Digi-Creaser for Cas 38/52,0,38.22,consumable,NEGLECTED,,,,,,,,
TECH025,Heidelberg ST-100 Spine-Creaser (floating),0,173.01,consumable,NEGLECTED,,,,,,,,
TECH024,Heidelberg ST-300 Spine-Creaser (fixed),0,40.08,consumable,NEGLECTED,,,,,,,,
TECH018,Shoei De-lux Tri-creaser 35 mm ID 55 mm O/D,0,54.38,consumable,NEGLECTED,,,,,,,,
TECH017,Rollem De-lux Tri-creaser,0,57.38,consumable,NEGLECTED,,,,,,,,
TECH016,Digi-Creaser for Jab Machine,0,32.38,consumable,NEGLECTED,,,,,,,,
TECH014,Muller Pony,0,72.48,consumable,NEGLECTED,,,,,,,,
TECH012,Bremmer Delux Tri-creaser - 40 mm I/D,0,50.38,consumable,NEGLECTED,,,,,,,,
TECH010,GUK Delux Tri-creaser 35 mm I/D 59.4 mm O/D,0,45.88,consumable,NEGLECTED,,,,,,,,
TECH009,Dick Moll De-lux Tri-creaser 30mmI/D (assemble if necessary),0,37.43,consumable,NEGLECTED,,,,,,,,
TECH008,Muller Arm Spine Creaser 1528/29,0,110.65,consumable,NEGLECTED,,,,,,,,
TECH006,MBO De-lux Tri-creaser - 30 mm I/D - assemble if needed,0,43.76,consumable,NEGLECTED,,,,,,,,
TECH005,Stahl Standard Tri-scorer-25 mm I/D,0,33.86,consumable,NEGLECTED,,,,,,,,
TECH004,"Stahl/Heidelberg, GUK Delux Tri-creaser - 25 mm I/D",0,108.72,consumable,NEGLECTED,,,,,,,,
TECH002M,Stahl/MBO Delux Tri-Creaser 35mm Male Only,0,36.6,consumable,NEGLECTED,,,,,,,,
TECH0020,Tech-ni-cover Tri-creaser for Muller,0,149.33,consumable,NEGLECTED,,,,,,,,
TECH002,Stahl/MBO De-lux Tri-creaser - 35 mm I/D,0,85.74,consumable,NEGLECTED,,,,,,,,
TECH001M,Stahl/MBO Standard Tri-Creaser 35m I/D Male Only,0,33.73,consumable,NEGLECTED,,,,,,,,
TECH001,Stahl/MBO Standard Tri-creaser-35 mm I/D,0,64.86,consumable,NEGLECTED,,,,,,,,
TECH-GB-CSJ/T,Guidance Rollers with grooves for CSJ (Top),0,7.2,consumable,NEGLECTED,,,,,,,,
TECH-GB-CSJ/B,Guidance Rollers without grooves for CSJ (Bottom),0,5.63,consumable,NEGLECTED,,,,,,,,
TECH-EF-FI/40-FP,Tri Creaser Easy Fit to fit Fidia 40mm shafts,0,0,consumable,NEGLECTED,,,,,,,,
TECH-EF-FI/40-FIX,Tri Creaser Fixed Easy Fit to fit Fidia 40mm shaft,0,148.09,consumable,NEGLECTED,,,,,,,,
TECH-CSP,CreaseStreamPlus Machine with table,0,2936,consumable,NEGLECTED,,,,,,,,
TECH-CSM-QF,CSM - Mini Quick-Feed MKII with Support rollers,0,1322.61,consumable,NEGLECTED,,,,,,,,
TECH-CSM-AF,CSM-Mini Auto-feed MkII with Support Rollers,0,1709.42,consumable,NEGLECTED,,,,,,,,
TECH-CSM,CreaseStream Mini Machine with support rollers,0,624.89,consumable,NEGLECTED,,,,,,,,
TECH-CSJ-US,CreaseStream Junior Machine with support roller - US Version,0,1037.68,consumable,NEGLECTED,,,,,,,,
TECH-CSJ,CreaseStreamJunior Machine with support rollers,0,893.93,consumable,NEGLECTED,,,,,,,,
TECH-CS-CF,CS - CardFolder with Mobile Table & Extension,0,4121.71,consumable,NEGLECTED,,,,,,,,
TECH-CP-HO/BQ500,CP Applicator to fit Horizon BQ500,0,0,consumable,NEGLECTED,,,,,,,,
TECH-CB-SH/65-01,Cutting Boss Shoei 65mm,0,22.5,consumable,NEGLECTED,,,,,,,,
TECH-CB-SH/55-01,Cutting Boss Shoei 55mm,0,19.5,consumable,NEGLECTED,,,,,,,,
TECH-CB-MB-01,Cutting Boss MB,0,15.18,consumable,NEGLECTED,,,,,,,,
TECH-CB-HO-01,Cutting Boss Horizon,0,15.5,consumable,NEGLECTED,,,,,,,,
TECH-CB-HH-30,Cutting Boss Herzog & Heymann - 30mm,0,15.69,consumable,NEGLECTED,,,,,,,,
TECH-CB-HH-02,Cutting Boss Herzog & Heymann - 45mm I/D,0,41.95,consumable,NEGLECTED,,,,,,,,
TECH-CB-HH-01,Cutting Boss Herzog & Heymann - 35mm,0,19.5,consumable,NEGLECTED,,,,,,,,
TECH-CB-GUK-01,Cutting Boss GUK,0,17.12,consumable,NEGLECTED,,,,,,,,
TECH-CB-BF/28-01,Cutting Boss Large Baum,0,19.5,consumable,NEGLECTED,,,,,,,,
TECH-CB-30-01,Cutting Boss 30mm,0,16.52,consumable,NEGLECTED,,,,,,,,
TECH-CB-25-01,Cutting Boss 25mm,0,15.5,consumable,NEGLECTED,,,,,,,,
TECH-CB-02,Cutting Boss -35mm,0,13.94,consumable,NEGLECTED,,,,,,,,
TECH-CB-01,Cutting Boss - 36mm,0,17.12,consumable,NEGLECTED,,,,,,,,
TECH-999-SS,H&H 35mm Section Score,0,0,consumable,NEGLECTED,,,,,,,,
TECH-790-SS,MBO 30mm Section Score,0,0,consumable,NEGLECTED,,,,,,,,
TECH-790-PH,MBO 30mm Pharma Score,0,25,consumable,NEGLECTED,,,,,,,,
TECH-693-FF,Fast Fit for B&R Moll Regal - Fixed Female,0,0,consumable,NEGLECTED,,,,,,,,
TECH-624-SS,Heidelberg Stahl 25mm Section Score,0,27.04,consumable,NEGLECTED,,,,,,,,
TECH-317-SS,35mm Section Score,0,70,consumable,NEGLECTED,,,,,,,,
TC-STA-VH/01-FP,Ga-Vehren Standard Tri-Creaser,420,45,consumable,NEGLECTED,89.3,,,,,,,
TC-STA-HH/15-FP,H&H Standard Tri-Creaser - 15mm I/D,656.4,40,consumable,NEGLECTED,93.9,,,,,,,
TC-STA-GA/02-FP,Ga-Vehren Standard Tri-Creaser - 02,540,55,consumable,NEGLECTED,89.8,,,,,,,
TC-DEL-MB/20-FP,OBSELETE,878.4,80,consumable,NEGLECTED,90.9,,,,,,,
TC-DEL-HH/40-FP,DISCONTINUED - H&H De-lux Tri-Creaser - 40mm I/D,878.4,120,consumable,NEGLECTED,86.3,,,,,,,
TC-DEL-FE-25,Female Fixed Tri-Creaser Component - 25mm I/D,387.6,27,consumable,NEGLECTED,93,,,,,,,
TC-DEL-EC/31-FP,DISCONTINUED - Econocrease De-lux Tri-Creaser - 31mm I/D,878.4,90,consumable,NEGLECTED,89.8,,,,,,,
TC-BRG-ST/25-FP,OBSELETE,480,70,consumable,NEGLECTED,85.4,,,,,,,
SS-TECH-WRAPS,Blue Tech-ni-Fold Case Wraps,0,0,consumable,NEGLECTED,,,,,,,,
SS-TECH-ROL-BAN,Tech-ni-Fold Roller Banner & Mechanisms,0,0,consumable,NEGLECTED,,,,,,,,
SS-T&C-BAN-DEALER,TNF & CS Dealer Opportunity Banner,0,0,consumable,NEGLECTED,,,,,,,,
SS-POW-EXT,Power Extension,0,0,consumable,NEGLECTED,,,,,,,,
SS-LF-STA,Leaflet Stand & Case,0,0,consumable,NEGLECTED,,,,,,,,
SS-HI-VIS-JACKET,Hi-Vis Jackets,0,0,consumable,NEGLECTED,,,,,,,,
SS-CS-WRAPS,CreaseStream Case Wraps,0,0,consumable,NEGLECTED,,,,,,,,
SS-CS-SHOW-STA,CreaseStream Show Card Stand,0,0,consumable,NEGLECTED,,,,,,,,
SS-CS-ROL-BAN,CreaseStream Roller Banner & Mechanisms,0,0,consumable,NEGLECTED,,,,,,,,
SS-COVERS,Blue Show Covers,0,0,consumable,NEGLECTED,,,,,,,,
SS-CABLE-HIDES,Rubber Cable Hides,0,0,consumable,NEGLECTED,,,,,,,,
SS-BAN-CAS,Black Banner Cases with Foams & Lids,0,0,consumable,NEGLECTED,,,,,,,,
SS-AMA-FIRE,Amazon Fire Tablets & acrylic Stands,0,0,consumable,NEGLECTED,,,,,,,,
SS-ACR-RS,Acrylic Risers,0,0,consumable,NEGLECTED,,,,,,,,
SS-ACR-FF-DEMO,Acrylic Fast Fit Tri-Creaser Demo Unit,0,0,consumable,NEGLECTED,,,,,,,,
SS-ACR-CAB,Acrylic Show Cabinets,0,0,consumable,NEGLECTED,,,,,,,,
SP-MT/35-FS,Multi-Tool Spacers 35mm Full Set,0,0,consumable,NEGLECTED,,,,,,,,
SHRINKWRAP,CS - Shrinkwrap for Pallets 400/300mtr,0,5.39,consumable,NEGLECTED,,,,,,,,
SHOEI-15/01,Shoei Miniature Starter Pack Unit to fit 15mm Exit Shaft,1500,0,consumable,NEGLECTED,,,,,,,,
SHC-RO-2,Spine-Hinge Creaser - Rollem (4 Creases on same Sheet Face),1512,0,consumable,NEGLECTED,,,,,,,,
SHC-02-36,Spine-Hinge Creaser De-lux - 36mm I/D,1512,89.64,consumable,NEGLECTED,94.1,,,,,,,
SHC-02,OBSELETE,0,60,consumable,NEGLECTED,,,,,,,,
SHC-01-35,Spine-Hinge Creaser De-lux - 35mm I/D,1512,89.64,consumable,NEGLECTED,94.1,,,,,,,
QC-ST-DEL/25-FP,Quad-Creaser - 25mm I/D,0,80,consumable,NEGLECTED,,,,,,,,
QC-SM-DEL/35-FP,Quad-Creaser - 35mm I/D,0,60,consumable,NEGLECTED,,,,,,,,
QC-MU/VA-FP-02,Quad Creaser for Muller VareoBinder 30mm,0,0,consumable,NEGLECTED,,,,,,,,
QC-MU/VA-FP-01,Quad Creaser for Muller VareoBinder 30mm,0,0,consumable,NEGLECTED,,,,,,,,
QC-MU-KB-94-Y,WRONG CODE,0,0,consumable,NEGLECTED,,,,,,,,
QC-MU-KB-94,WRONG CODE,0,0,consumable,NEGLECTED,,,,,,,,
QC-MPB/30-TS,Muller 30mm Top Shaft Male/Female Component,0,0,consumable,NEGLECTED,,,,,,,,
QC-MPB-DC/30-FP-5,Muller Binder Double Crease,0,7.36,consumable,NEGLECTED,,,,,,,,
QC-HO-4S/25-FP,Quad-Creaser to fit Horizon Binder SB15,0,172.75,consumable,NEGLECTED,,,,,,,,
QC-FOAM,OBSOLETE Large Foams for Quad Creasers,0,16.67,consumable,NEGLECTED,,,,,,,,
QC-DSF/KB-94-NY-Y,Kolbus Advance Yellow Dot Receiver Ring,0,0,consumable,NEGLECTED,,,,,,,,
QC-DSF/KB-94-NY-O,Kolbus Advance Orange Dot Receiver Ring,0,0,consumable,NEGLECTED,,,,,,,,
QC-DSF/KB-94-NY-B,Kolbus Advance Blue Receiver Ring,0,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-WO/98-ADJ-PC-Y,Quad Creaser Yellow Dot Plastic Creasing Rib,28,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-WO/98-ADJ-PC-B,Quad Creaser Blue Dot Plastic Creasing Rib,28,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-MPB/CH-FP,Muller Easy-Binder with 50.40mm O/D - China,0,4,consumable,NEGLECTED,,,,,,,,
QC-DEL-MPB/30-FP-4,American-Binder Set,0,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-MPB/30-FP-2,Muller Quad Creaser - Single Deep Crease,0,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-MPB/1580-FP,Muller Easy-Binder - 1580 Cover Feeder - do not use,0,0,consumable,NEGLECTED,,,,,,,,
QC-DEL-KB/94-FP,Kolbus Split-Ring Binder - 94mm,2138.4,150,consumable,NEGLECTED,93,,,,,,,
QC-DEL-KB/92-FP,Kolbus Easy-Binder 92mm with Lugged Split Crease Bands,2036.4,173.72,consumable,NEGLECTED,91.5,,,,,,,
QC-BOX/SET,Die Cut box & Hinge lid with foam 475X255X10mm,0,25.95,consumable,NEGLECTED,,,,,,,,
QC-04,OBSELETE,0,0,consumable,NEGLECTED,,,,,,,,
PS-STA-02,OBSELETE,0,25,consumable,NEGLECTED,,,,,,,,
PH-VI/25,Vijuk/GUK 25mm Pharma Score,750,3.39,consumable,NEGLECTED,99.5,,,,,,,
PH-PRATHAM/30-W,Pratham Pharma score 30mm White plastic creaser,0,0,consumable,NEGLECTED,,,,,,,,
PH-PRATHAM/30-B,Pratham Pharma score 30mm Blue plastic creaser,0,0,consumable,NEGLECTED,,,,,,,,
PH-PRATHAM/20-Y,Pratham Pharma Score 20mm Yellow plastic creaser,0,0,consumable,NEGLECTED,,,,,,,,
PH-PRATHAM/20-W,Pratham Pharma score 20mm White plastic creaser,0,0,consumable,NEGLECTED,,,,,,,,
PH-PRATHAM/20-BLACK,Pratham Pharma score 20mm black plastic creaser,0,0,consumable,NEGLECTED,,,,,,,,
PH-PRATHAM/20-B,Pratham Pharma score 20mm Blue Plastic creaser,0,0,consumable,NEGLECTED,,,,,,,,
PH-PRATHAM/20-2,Pratham Pharma score 20mm 1.6mm and 2.0mm grove,115,7.22,consumable,NEGLECTED,93.7,,,,,,,
PH-PC-VI/25-YELLOW,Vijuk/GUK Yellow Plastic Creaser Pharma Score,20,0,consumable,NEGLECTED,,,,,,,,
PH-PC-VI/25-WHITE,Vijuk/GUK White Plastic Creaser Pharma Score,20,0,consumable,NEGLECTED,,,,,,,,
PH-PC-VI/25-BLUE,Vijuk/GUK Blue Plastic Creaser Pharma Score,20,0,consumable,NEGLECTED,,,,,,,,
PH-PC-VI/25-BLACK,Vijuk/GUK Black Plastic Creaser Pharma Score,20,0,consumable,NEGLECTED,,,,,,,,
PD-NY/SL-MOR-B,Do not use this code,42,10.56,consumable,NEGLECTED,74.9,,,,,,,
PD-NY/SL-GU-B-61.5MM,Micro-Perforator Nylon Sleeve - Old Style GUK Blue - 61.5mm,42,0,consumable,NEGLECTED,,,,,,,,
PD-DEL/CSJ-30,Miicro-Perf Blade Holder  - CSJ 30mm,0,0,consumable,NEGLECTED,,,,,,,,
PD-DEL-HH/40-FP,Micro-Perforator - H&H - 40mm,908.4,80.49,consumable,NEGLECTED,91.1,,,,,,,
PD-BH-ROS-BA/25,Micro Perforator Blade Holder Rosback,340.8,0,consumable,NEGLECTED,,,,,,,,
PD-BH-36,Micro Perforator Blade Holder-36mm,340.8,31.2,consumable,NEGLECTED,90.8,,,,,,,
PB-01,OBSELETE,0,87,consumable,NEGLECTED,,,,,,,,
MU-BOT/80-FP,Muller Bottom Creasing units (pair),0,222.94,consumable,NEGLECTED,,,,,,,,
MT-NSH-HO/20,OBSELETE,0,0.5,consumable,NEGLECTED,,,,,,,,
MT-NSH-GUK/35,OBSELETE,0,35,consumable,NEGLECTED,,,,,,,,
MT-NSH-04/30,OBSELETE,0,28.81,consumable,NEGLECTED,,,,,,,,
MT-NSH-01/36,OBSELETE,0,30.16,consumable,NEGLECTED,,,,,,,,
MT-BH-HO/65,Multi-Tool Blade Holder 65mm O/D Horizon,408,395.15,consumable,NEGLECTED,3.1,,,,,,,
