Action Required,Product Code,Description,New Sales Price,Cost Price,Full Price Margin %,, ,New Distributor Price,Cost Price ,Distributor Margin %,  ,   ,Type,Category,    ,Distributor %
,MPB-7,7 tpi Micro-Perforation Blade,99,26.98,57.2,,,37.8,26.98,28.6,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-6-HOR,40.75 (O/D) x 28 (I/D) x 1.6 (Width) 6TPI 0.76mm Tie,99,26.98,32.6,,,,26.98,,,,consumable,Micro-Perforation Blade,,
,MPB-52/WEB,Micro-Perf Blades for Web Perforator 52TPI,99,49.96,77.8,,,135,49.96,63,,,consumable,Micro-Perforation Blade,,60
,MPB-52/SH-65,Micro-Perf Blade - 52 TPI - Shoei 65mm,99,13.2,79,,,37.8,13.2,65.1,,,consumable,Micro-Perforation Blade,,60
,MPB-52/SH-55,Micro-Perf Blade - 52 TPI - Shoei 55mm,99,9.75,84.5,,,37.8,9.75,74.2,,,consumable,Micro-Perforation Blade,,60
,MPB-52/RO,52 tpi Micro-Perforation Blade,99,28.98,54,,,37.8,28.98,23.3,,,consumable,Micro-Perforation Blade,,60
,MPB-52/MF-40,52 tpi Micro-Perforation Blade,99,10.15,83.9,,,37.8,10.15,73.1,,,consumable,Micro-Perforation Blade,,60
,MPB-52/BF/28MM,52 tpi Micro-Perforation Blade,99,28.95,54,,,37.8,28.95,23.4,,,consumable,Micro-Perforation Blade,,60
,MPB-52/BF/22MM,52 tpi Micro-Perforation Blade,99,28.48,54.8,,,37.8,28.48,24.7,,,consumable,Micro-Perforation Blade,,60
,MPB-52/50MM,52 tpi Micro-Perforation Blade,99,11.5,84.2,,,43.8,11.5,73.7,,,consumable,Micro-Perforation Blade,,60
,MPB-52/46MM,Micro-Perf Blade - 52 TPI - 46mm I/D,99,10,84.1,,,37.8,10,73.5,,,consumable,Micro-Perforation Blade,,60
,MPB-52/30MM,52 tpi Micro-Perforation Blade,99,19.39,69.2,,,37.8,19.39,48.7,,,consumable,Micro-Perforation Blade,,60
,MPB-52/25MM,52 tpi Micro-Perforation Blade,99,16.98,73,,,37.8,16.98,55.1,,,consumable,Micro-Perforation Blade,,60
,MPB-52-HH/30MM,52 tpi Micro-Perforation Blade,99,7.85,87.5,,,37.8,7.85,79.2,,,consumable,Micro-Perforation Blade,,60
,MPB-52-GUK,52 tpi Micro-Perforation Blade,99,26.98,57.2,,,37.8,26.98,28.6,,,consumable,Micro-Perforation Blade,,60
,MPB-52,52 tpi Micro-Perforation Blade,99,18.98,69.9,,,37.8,18.98,49.8,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-5,Micro-Perf Blade 5 TPI 35mm,99,,,,,,,,,,consumable,Micro-Perforation Blade,,
NEEDS PRICING,MPB-4Z,42461210 Micro Perf Blade. 4tpi 3X3mm Zund,99,10.98,74.4,,,,10.98,,,,consumable,Micro-Perforation Blade,,
NEEDS PRICING,MPB-4K,42461210. Micro-Perf Blade. 4 TPI 3X3mm. Kongsberg,99,19.25,63.5,,,,19.25,,,,consumable,Micro-Perforation Blade,,
,MPB-40/WEB,Micro-Perf Blades for Web Perforator 40TPI,99,49.96,77.8,,,135,49.96,63,,,consumable,Micro-Perforation Blade,,60
,MPB-40/4SHEET,40 tpi Micro-Perforation Blade with extra tie depth,99,29.48,54.6,,,39,29.48,24.4,,,consumable,Micro-Perforation Blade,,60
,MPB-40/30MM,40 tpi Micro-Perforation Blade,99,8.95,85.8,,,37.8,8.95,76.3,,,consumable,Micro-Perforation Blade,,60
,MPB-40,40 tpi Micro-Perforation Blade,99,8.5,86.5,,,37.8,8.5,77.5,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-3Z,42461228 Micro Perf Blade. 3tpi 5X5mm Zund,99,10.98,75.5,,,,10.98,,,,consumable,Micro-Perforation Blade,,
NEEDS PRICING,MPB-3K,42461228. Micro-Perf Blade. 3tpi 5X5mm.Kongsberg,99,18.68,64.5,,,,18.68,,,,consumable,Micro-Perforation Blade,,
NEEDS PRICING,MPB-36-HOR,40.50 (O/D) x 28 (I/D) x 1.6 (Width) 36 TPI With Equal Tie,99,26.98,32.6,,,,26.98,,,,consumable,Micro-Perforation Blade,,
NEEDS PRICING,MPB-30-HOR,40.50 (O/D) x 28 (I/D) x 1.6 (Width) 30 TPI 0.225mm Tie,99,26.98,32.6,,,,26.98,,,,consumable,Micro-Perforation Blade,,
NEEDS PRICING,MPB-2Z,42461236. Micro perf blade 2tpi 7X5mm Zund,99,21.95,48.8,,,,21.95,,,,consumable,Micro-Perforation Blade,,
NEEDS PRICING,MPB-2K,42461236. Micro-Perf Blade 2tpi 7 x5mm.  Kongsberg,99,18.68,64.5,,,,18.68,,,,consumable,Micro-Perforation Blade,,
,MPB-26,Micro-Perf Blade 26TPI -35mm,99,9.04,85.7,,,37.8,9.04,76.1,,,consumable,Micro-Perforation Blade,,60
,MPB-25/WEB,Micro-Perf Blades for Web Perforator 25TPI,99,49.96,77.8,,,135,49.96,63,,,consumable,Micro-Perforation Blade,,60
,MPB-25/SH-65,Micro-Perf Blade - 25 TPI - Shoei 65mm,99,12.32,80.4,,,37.8,12.32,67.4,,,consumable,Micro-Perforation Blade,,60
,MPB-25/SH-55,Micro-Perf Blade - 25 TPI - Shoei 55mm,99,9.25,85.3,,,37.8,9.25,75.5,,,consumable,Micro-Perforation Blade,,60
,MPB-25/RO,25 tpi Micro-Perforation Blade,99,19.98,68.3,,,37.8,19.98,47.1,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-25/MOR,Don not use this code,99,24.8,60.6,,,,24.8,,,,consumable,Micro-Perforation Blade,,
,MPB-25/MO,25 tpi Split Micro-Perforation Blade,99,45.98,27,,,37.8,45.98,-21.6,,,consumable,Micro-Perforation Blade,,60
,MPB-25/MF-40,25 tpi Micro-Perforation Blade,99,10.15,83.9,,,37.8,10.15,73.1,,,consumable,Micro-Perforation Blade,,60
,MPB-25/BF/28MM,25 tpi Micro-Perforation Blade,99,26.98,57.2,,,37.8,26.98,28.6,,,consumable,Micro-Perforation Blade,,60
,MPB-25/BF/22MM,25 tpi Micro-Perforation Blade,99,26.98,57.2,,,37.8,26.98,28.6,,,consumable,Micro-Perforation Blade,,60
,MPB-25/50MM,25 tpi Micro-Perforation Blade,99,11.5,84.2,,,43.8,11.5,73.7,,,consumable,Micro-Perforation Blade,,60
,MPB-25/4SHEET,25 tpi Micro-Perforation Blade with extra tie depth,99,10,84.6,,,39,10,74.4,,,consumable,Micro-Perforation Blade,,60
,MPB-25/46MM,Micro-Perf Blade - 25 TPI - 46mm I/D,99,10,84.1,,,37.8,10,73.5,,,consumable,Micro-Perforation Blade,,60
,MPB-25/30MM,25 tpi Micro-Perforation Blade,99,17.98,71.5,,,37.8,17.98,52.4,,,consumable,Micro-Perforation Blade,,60
,MPB-25/25MM,25 tpi Micro-Perforation Blade,99,14.35,77.2,,,37.8,14.35,62,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-25-Z,Micro Perf  Blade 25tpi Zund,99,7.75,73.2,,,,7.75,,,,consumable,Micro-Perforation Blade,,
,MPB-25-HH/30MM,25 tpi Micro-Perforation Blade,99,6.85,89.1,,,37.8,6.85,81.9,,,consumable,Micro-Perforation Blade,,60
,MPB-25-GUK,25 tpi Micro-Perforation Blade,99,26.98,57.2,,,37.8,26.98,28.6,,,consumable,Micro-Perforation Blade,,60
,MPB-25,25 tpi Micro-Perforation Blade,99,25.5,59.5,,,37.8,25.5,32.5,,,consumable,Micro-Perforation Blade,,60
,MPB-17/WEB,Micro-Perf Blade for Web Perforator 17TPI,99,49.96,77.8,,,135,49.96,63,,,consumable,Micro-Perforation Blade,,60
,MPB-17/SH-65,Micro Perf Blade - 17 TPI - Shoei 65mm,99,11.83,81.2,,,37.8,11.83,68.7,,,consumable,Micro-Perforation Blade,,60
,MPB-17/RO,17 tpi Micro-Perforation Blade,99,26.98,57.2,,,37.8,26.98,28.6,,,consumable,Micro-Perforation Blade,,60
,MPB-17/MF-40,17 tpi Micro-Perforation Blade,99,10.15,83.9,,,37.8,10.15,73.1,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-17/CSP,17 tpi Micro-Perf Blade 57.70 x 42 x 1.6,99,9.95,,,,,9.95,,,,consumable,Micro-Perforation Blade,,
,MPB-17/BF/28MM,17 tpi Micro-Perforation Blade,99,26.98,57.2,,,37.8,26.98,28.6,,,consumable,Micro-Perforation Blade,,60
,MPB-17/BF/22MM,17 tpi Micro-Perforation Blade,99,25.98,58.8,,,37.8,25.98,31.3,,,consumable,Micro-Perforation Blade,,60
,MPB-17/50MM,17 tpi Micro-Perforation Blade,99,11.5,84.2,,,43.8,11.5,73.7,,,consumable,Micro-Perforation Blade,,60
,MPB-17/4SHEET,17 tpi Micro-Perforation Blade with extra tie depth,99,28.48,56.2,,,39,28.48,27,,,consumable,Micro-Perforation Blade,,60
,MPB-17/46MM,Micro-Perf Blade - 17 TPI - 46mm I/D,99,10,84.1,,,37.8,10,73.5,,,consumable,Micro-Perforation Blade,,60
,MPB-17/30MM,17 tpi Micro-Perforation Blade,99,18.33,70.9,,,37.8,18.33,51.5,,,consumable,Micro-Perforation Blade,,60
,MPB-17/25MM,17 tpi Micro-Perforation Blade,99,14.95,76.3,,,37.8,14.95,60.4,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-17-Z,Micro Perf Blade 17tpi Zund,99,7.75,73.2,,,,7.75,,,,consumable,Micro-Perforation Blade,,
,MPB-17-HH/30MM,17 tpi Micro-Perforation Blade,99,6.85,89.1,,,37.8,6.85,81.9,,,consumable,Micro-Perforation Blade,,60
,MPB-17-GUK,17 tpi Micro-Perforation Blade,99,25.98,58.8,,,37.8,25.98,31.3,,,consumable,Micro-Perforation Blade,,60
,MPB-17,17 tpi Micro-Perforation Blade,99,17.98,71.5,,,37.8,17.98,52.4,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-16-HOR,40.75 (O/D) x 28 (I/D) x 1.6 (Width)  16TPI 0.76mm Tie,99,26.98,32.6,,,,26.98,,,,consumable,Micro-Perforation Blade,,
,MPB-12/RO,12 tpi Micro-Perforation Blade,99,,,,,37.8,,,,,consumable,Micro-Perforation Blade,,60
,MPB-12/MF-40,12 tpi Micro-Perforation Blade,99,10.15,83.9,,,37.8,10.15,73.1,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-12/CSP,12 tpi Micro-Perf Blade 57.95 x 42 x 1.6,99,9.95,,,,,9.95,,,,consumable,Micro-Perforation Blade,,
,MPB-12/BF/22MM,12 tpi Micro-Perforation Blade,99,6.45,89.8,,,37.8,6.45,82.9,,,consumable,Micro-Perforation Blade,,60
,MPB-12/30MM,12 tpi Micro-Perforation Blade,99,6.85,89.1,,,37.8,6.85,81.9,,,consumable,Micro-Perforation Blade,,60
,MPB-12/25MM,12 tpi Micro-Perforation Blade,99,6.37,89.9,,,37.8,6.37,83.1,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-12-Z,Micro Perf Blade 12tpi Zund,99,10.08,65.1,,,,10.08,,,,consumable,Micro-Perforation Blade,,
,MPB-12-HH/30,12 tpi Micro-Perforation Blade,99,,,,,37.8,,,,,consumable,Micro-Perforation Blade,,60
,MPB-12-GUK,12 tpi Micro-Perforation Blade,99,27.98,55.6,,,37.8,27.98,26,,,consumable,Micro-Perforation Blade,,60
,MPB-12,12 tpi Micro-Perforation Blade,99,28.48,54.8,,,37.8,28.48,24.7,,,consumable,Micro-Perforation Blade,,60
,MPB-10/25MM,10 tpi Micro-Perforation Blade,99,6.37,89.9,,,37.8,6.37,83.1,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,MPB-1.5Z,42461244 Micro perf blade 1.5tpi 10X10 Zund,99,18.67,71.3,,,,18.67,,,,consumable,Micro-Perforation Blade,,
NEEDS PRICING,MPB-1.5K,42461244. Micro perf Blade 1.5tpi 10X10  Kongsberg,99,23.85,48.2,,,,23.85,,,,consumable,Micro-Perforation Blade,,
,PA-WEB,Micro-Perforating Anvils for Web,471.67,75.65,84,,,283,75.65,73.3,,,consumable,Micro-Perforation Blade,,60
NEEDS PRICING,PD-DEL-MO/15-FP,Morgana Micro-Perforator 15mm,624,104.17,83.3,,,,104.17,,,,tool,Micro-Perforator,,
NEEDS PRICING,PD-DEL-KON-FP,Kongsberg Micro Perforator O/D 50mm,697,230.67,66.9,,,,230.67,,,,tool,Micro-Perforator,,
NEEDS PRICING,CSJ-PRO/30-MP,Micro-Perf Device for CreasesStream Pro,757,131,82.7,,,,131,,,,tool,Micro-Perforator,,
,PD-ST/MAILER-FP,Micro-Perforator-Heidelberg Mailer Stop Perf,908.4,4.86,99.5,,,545.04,4.86,99.1,,,tool,Micro-Perforator,,60
,PD-MU/BR-FP,Muller Micro-Perforator with Floating Blade Holder,908.4,96.56,89.4,,,545.04,96.56,82.3,,,tool,Micro-Perforator,,60
NEEDS PRICING,PD-DEL-VI/25-FP,Standard Micro Perforator to fit GUK/Vijuk 25mm shafts,908.4,34.57,96.2,,,,34.57,,,,tool,Micro-Perforator,,
,PD-DEL-ST/50-FP,Standard Micro-Perforator to fit Stahl/Heidelberg 50mm shaft,908.4,15.7,98.5,,,617.04,15.7,97.5,,,tool,Micro-Perforator,,60
,PD-DEL-ST/25-FP,Standard Micro-Perforator to fit Stahl/Heidelberg 25mm shaft,908.4,148.1,83.7,,,545.04,148.1,72.8,,,tool,Micro-Perforator,,60
,PD-DEL-SM/35-FP,Standard Micro-Perforator to fit Stahl/Heidelberg & MBO 35mm,908.4,168,81.5,,,545.04,168,69.2,,,tool,Micro-Perforator,,60
,PD-DEL-ROS-BA/25-FP,Standard Micro-Perforator to fit Rosback 25.43mm shafts,908.4,188.84,79.2,,,545.04,188.84,65.4,,,tool,Micro-Perforator,,60
,PD-DEL-RO/20-FP,Standard Micro-Perforator to fit Rollem 25.43mm shafts,908.4,203.68,77.6,,,545.04,203.68,62.6,,,tool,Micro-Perforator,,60
,PD-DEL-QC/36-FP,Standard Micro-Perforator to fit Agor & Multigraf 36mm shaft,908.4,138.2,84.8,,,545.04,138.2,74.6,,,tool,Micro-Perforator,,60
,PD-DEL-PET/40-FP,Standard Micro-Perforator to fit Petratto 40mm shafts,908.4,208.76,77,,,545.04,208.76,61.7,,,tool,Micro-Perforator,,60
,PD-DEL-MF/40-FP,Standard Micro-Perforator to fit MBO 40mm shafts,908.4,154.35,83,,,545.04,154.35,71.7,,,tool,Micro-Perforator,,60
,PD-DEL-MF/30-FP,Standard Micro-Perforator to fit MBO & Horizon 30mm shafts,908.4,176.08,80.6,,,545.04,176.08,67.7,,,tool,Micro-Perforator,,60
,PD-DEL-MB/20-FP,Standard Micro-Perforator to fit MB & GUK 20mm shafts,908.4,211.39,76.7,,,545.04,211.39,61.2,,,tool,Micro-Perforator,,60
NEEDS PRICING,PD-DEL-HO/20-FP-USA,DISCONTINUED Micro-Perforator - Horizon USA - 20mm,908.4,100.8,88.9,,,,100.8,,,,tool,Micro-Perforator,,
,PD-DEL-HO/20-FP,Standard Micro-Perforator to fit Horizon 20mm shafts,908.4,153.82,83.1,,,545.04,153.82,71.8,,,tool,Micro-Perforator,,60
,PD-DEL-HH/35-FP,Standard Micro-Perforator to fit Herzog and Heymann 35mm sha,908.4,155.09,82.9,,,545.04,155.09,71.5,,,tool,Micro-Perforator,,60
,PD-DEL-HH/30-FP,Standard Micro-Perforator to fit Herzog and Heymann 30mm sha,908.4,86.6,90.5,,,545.04,86.6,84.1,,,tool,Micro-Perforator,,60
,PD-DEL-GU/35-FP,Standard Micro-Perforator to fit GUK 35mm shafts,908.4,235.98,74,,,545.04,235.98,56.7,,,tool,Micro-Perforator,,60
,PD-DEL-DM/30-FP,Standard Micro-Perforator to fit Dick Moll 29.62mm shafts,908.4,187,79.4,,,545.04,187,65.7,,,tool,Micro-Perforator,,60
,PD-DEL-BF-28-FP,Standard Micro-Perforator to fit Baumfolder 28.58mm or 1 1/8,908.4,188.81,79.2,,,545.04,188.81,65.4,,,tool,Micro-Perforator,,60
,PD-DEL-BF-22-FP,"Standard Micro-Perforator to fit Baumfolder 22.24mm or 7/8""",908.4,182.67,79.9,,,545.04,182.67,66.5,,,tool,Micro-Perforator,,60
NEEDS PRICING,PD-AF/IP-FP,Micro-Perforator for Auto-Feeders Inline Perf & Gluing Syste,908.4,33.55,96.3,,,,33.55,,,,tool,Micro-Perforator,,
NEEDS PRICING,PD-35.002-FP,Micro-Perforator with 35.002mm I/D (Tight Bore),908.4,109.94,87.9,,,,109.94,,,,tool,Micro-Perforator,,
NEEDS PRICING,MP-DC-MP/20-FP,DISCONTINUED CODE Micro-Perforator for MB Machines,908.4,82.14,91,,,,82.14,,,,tool,Micro-Perforator,,
,MT-SH/65/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Shoei 35mm Exit Shaft & 6,816,91.52,88.8,,,489.6,91.52,81.3,,,tool,Multi-Tool,,60
,MT-SH/55/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Shoei 35mm Exit Shaft & 5,816,109.49,86.6,,,489.6,109.49,77.6,,,tool,Multi-Tool,,60
,MT-MF/40CUTTING-OPT2,Multi-Tool Cutting Option 2 to fit MBO 40mm shafts,816,252.47,69.1,,,489.6,252.47,48.4,,,tool,Multi-Tool,,60
,MT-MB/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit MB & GUK 20mm shafts,816,115.12,85.9,,,489.6,115.12,76.5,,,tool,Multi-Tool,,60
,MT-HO/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Horizon 20mm shafts,816,143.4,82.4,,,489.6,143.4,70.7,,,tool,Multi-Tool,,60
,MT-HH/35/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 35mm s,816,154.76,81,,,489.6,154.76,68.4,,,tool,Multi-Tool,,60
,MT-HH/30/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 30mm s,816,200.29,75.5,,,489.6,200.29,59.1,,,tool,Multi-Tool,,60
NEEDS PRICING,MT-HH/25/CUTTING-OPTION-2,Multi-Tool H&H 25 Cutting Option 2,816,176.09,78.4,,,,176.09,,,,tool,Multi-Tool,,
,MT-GUK/35/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit GUK 35mm shafts,816,195.7,76,,,489.6,195.7,60,,,tool,Multi-Tool,,60
NEEDS PRICING,MT-GUK/25/CUTTING-OPTION-2,Multi-Tool - GUK 25mm Cutting Option 2,816,4.21,99.5,,,,4.21,,,,tool,Multi-Tool,,
,MT-BF/28/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Baumfolder 28.58mm or 1 1,816,132.94,83.7,,,489.6,132.94,72.8,,,tool,Multi-Tool,,60
,MT-04/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit MBO & Horizon 30mm shafts,816,165.77,79.7,,,489.6,165.77,66.1,,,tool,Multi-Tool,,60
,MT-03/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Stahl/Heidelberg 25mm sha,816,143.06,82.5,,,489.6,143.06,70.8,,,tool,Multi-Tool,,60
,MT-02/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Stahl/Heidelberg & MBO 35,816,191.16,76.6,,,489.6,191.16,61,,,tool,Multi-Tool,,60
,MT-01/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Multigraf 36mm shafts,816,151.72,81.4,,,489.6,151.72,69,,,tool,Multi-Tool,,60
,MT-HH/45/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 45mm s,858,287.75,66.5,,,514.8,287.75,44.1,,,tool,Multi-Tool,,60
,MT-SH/65/PERF-OPTION-1,Multi-Tool Shoei 35/65mm Perforating Option 1,934.8,145.39,84.4,,,560.88,145.39,74.1,,,tool,Multi-Tool,,60
,MT-SH/55/PERF-OPTION-1,Multi-Tool Shoei 35/55mm Perforating Option 1,934.8,106.46,88.6,,,560.88,106.46,81,,,tool,Multi-Tool,,60
,MT-MB/PERF-OPTION-1,Multi-Tool - MB 20mm Perforating Option 1,934.8,137.68,85.3,,,560.88,137.68,75.5,,,tool,Multi-Tool,,60
,MT-HO/PERF-OPTION-1,Horizon Multi Tool Perforating Option 1,934.8,161.46,82.7,,,560.88,161.46,71.2,,,tool,Multi-Tool,,60
,MT-HH/40-CUTTING-OPTION2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 40mm s,934.8,151.19,83.8,,,560.88,151.19,73,,,tool,Multi-Tool,,60
,MT-HH/35/PERF-OPTION-1,Multi-Tool - H&H 35mm Perforating Option 1,934.8,108.87,88.4,,,560.88,108.87,80.6,,,tool,Multi-Tool,,60
,MT-HH/30/PERF-OPTION-1,Multi-Tool H&H 30mm Perforating Option 1,934.8,127.96,86.3,,,560.88,127.96,77.2,,,tool,Multi-Tool,,60
,MT-GUK/35/PERF-OPTION-1,Multi-Tool - GUK 35mm Perforating Option 1,934.8,123.35,86.8,,,560.88,123.35,78,,,tool,Multi-Tool,,60
,MT-BF/28/PERF-OPTION-1,Multi-Tool - 28mm Baum Perforating Option 1,934.8,131.66,85.9,,,560.88,131.66,76.5,,,tool,Multi-Tool,,60
,MT-04/PERF-OPTION-1,Multi-Tool - 30mm Perforating Option 1,934.8,193.3,79.3,,,560.88,193.3,65.5,,,tool,Multi-Tool,,60
,MT-03/PERF-OPTION-1,Multi-Tool - 25mm Perforating Option 1,934.8,195.19,79.1,,,560.88,195.19,65.2,,,tool,Multi-Tool,,60
,MT-02/PERF-OPTION-1,Multi-Tool - 35mm Perforating Option 1,934.8,159.04,83,,,560.88,159.04,71.6,,,tool,Multi-Tool,,60
,MT-01/PERF-OPTION-1,Multi-Tool - 36mm Perforating Option 1,934.8,113.73,87.8,,,560.88,113.73,79.7,,,tool,Multi-Tool,,60
,MT-CR/SH-65-CAS,Multi-Tool Shoei 65mm Creasing Cassette,942,10.38,98.9,,,565.2,10.38,98.2,,,tool,Multi-Tool,,60
,MT-CR/GU-CAS-01,Multi-Tool GUK 59.4mm Creasing Cassette (no lug),942,,,,,565.2,,,,,tool,Multi-Tool,,60
,MT-CR/GU-CAS,Multi-Tool GUK 59.4mm Creasing Cassette,942,,,,,565.2,,,,,tool,Multi-Tool,,60
,MT-CR/BF-28-CAS,Multi-Tool Large Baum 28mm Creasing Cassette,942,88.95,90.6,,,565.2,88.95,84.3,,,tool,Multi-Tool,,60
,MT-CR/36-CAS,Multi-Tool 36mm Creasing Cassette,942,7.88,99.2,,,565.2,7.88,98.6,,,tool,Multi-Tool,,60
,MT-CR/35-CAS-FIX,Multi-Tool 35mm Creasing Cassette - Fixed Female Component,942,39.4,95.8,,,565.2,39.4,93,,,tool,Multi-Tool,,60
,MT-CR/35-CAS-01,Multi-Tool 35mm Creasing Cassette (no lugs),942,84.96,91,,,565.2,84.96,85,,,tool,Multi-Tool,,60
,MT-CR/30-CAS-01,Multi-Tool 30mm Creasing Cassette (no lugs),942,67.62,92.8,,,565.2,67.62,88,,,tool,Multi-Tool,,60
,MT-CR/30-CAS,Multi-Tool 30mm Creasing Cassette,942,51.43,94.5,,,565.2,51.43,90.9,,,tool,Multi-Tool,,60
,MT-CR/25-CAS-01,Multi-Tool 25mm Creasing Cassette (no lugs),942,63.57,93.3,,,565.2,63.57,88.8,,,tool,Multi-Tool,,60
NEEDS PRICING,CD-SP-HO/20-FP-USA-02,Horizon CD Slitting & Perforating Tool - USA,1200,69.78,94.2,,,,69.78,,,,tool,Multi-Tool,,
,MT-SH/65,Multi-Tool - Shoei 65mm Complete Set,1294.8,331.46,74.4,,,776.88,331.46,57.3,,,tool,Multi-Tool,,60
,MT-SH/55,Multi-Tool - Shoei 55mm Complete Set,1294.8,249.57,80.7,,,776.88,249.57,67.9,,,tool,Multi-Tool,,60
NEEDS PRICING,MT-MF/40,Multi-Tool - MBO 40mm Complete Set,1294.8,286.13,77.9,,,,286.13,,,,tool,Multi-Tool,,
,MT-MB,Multi-Tool - MB 20mm Complete Set,1294.8,163.46,87.4,,,776.88,163.46,79,,,tool,Multi-Tool,,60
,MT-HO/65,Multi Tool Horizon 65mm Complete,1294.8,1099.36,15.1,,,776.88,1099.36,-41.5,,,tool,Multi-Tool,,60
,MT-HO,Horizon Multi-Tool Complete,1294.8,200.9,84.5,,,776.88,200.9,74.1,,,tool,Multi-Tool,,60
,MT-HH/35,Multi-Tool - H&H 35mm Complete Set,1294.8,181.97,85.9,,,776.88,181.97,76.6,,,tool,Multi-Tool,,60
,MT-HH/30,Multi Tool Complete H&H 30mm,1294.8,175.87,86.4,,,776.88,175.87,77.4,,,tool,Multi-Tool,,60
,MT-GUK/35,Multi-Tool - GUK 35mm Complete Set,1294.8,296.69,77.1,,,776.88,296.69,61.8,,,tool,Multi-Tool,,60
,MT-BF/28,Multi-Tool - 28mm Baum Complete Set,1294.8,212.96,83.6,,,776.88,212.96,72.6,,,tool,Multi-Tool,,60
,MT-04,Multi-Tool - 30mm Complete Set,1294.8,257.78,80.1,,,776.88,257.78,66.8,,,tool,Multi-Tool,,60
,MT-03,Multi-Tool - 25mm Complete Set,1294.8,219.95,83,,,776.88,219.95,71.7,,,tool,Multi-Tool,,60
,MT-02,Multi-Tool - 35 mm Complete Set,1294.8,233.17,82,,,776.88,233.17,70,,,tool,Multi-Tool,,60
,MT-01,Multi-Tool - 36mm Complete Set,1294.8,171.55,86.8,,,776.88,171.55,77.9,,,tool,Multi-Tool,,60
,MT-SH/COMBO-65,"Shoei 65mm O/D Multi-Tool Micro-Perf, Cut & Crease Combo",2230.8,237.93,89.3,,,1338.48,237.93,82.2,,,tool,Multi-Tool,,60
,MT-HO/COMBO,20mm Horizon Multi-Tool Micro Perf Cutting Crease,2230.8,171.89,92.3,,,1338.48,171.89,87.2,,,tool,Multi-Tool,,60
,MT-GUK/COMBO-01,"GUK 59.4mm O/D Micro-Perf, Cut & Crease Multi-Tool Combo",2230.8,209.15,90.6,,,1338.48,209.15,84.4,,,tool,Multi-Tool,,60
,MT-GUK/COMBO,GUK 59.4mm O/D Micro-Perf/Cut & Crease Multi-Tool Combo,2230.8,191.75,91.4,,,1338.48,191.75,85.7,,,tool,Multi-Tool,,60
,MT-BF/COMBO-28-01,"28mm Large Baum Multi-Tool Micro-Perf,Cut & Crease Combo",2230.8,265.83,88.1,,,1338.48,265.83,80.1,,,tool,Multi-Tool,,60
,MT-BF/COMBO-28,"28mm Large Baum Multi-Tool Micro-Perf, Cut & Crease Combo",2230.8,,,,,1338.48,,,,,tool,Multi-Tool,,60
NEEDS PRICING,MT-04/COMBO-B,OBSELETE,2230.8,230.35,89.7,,,,230.35,,,,tool,Multi-Tool,,
,MT-04/COMBO-01,30mm Multi-Tool Perf Cut & Crease Combo (no lug),2230.8,405.31,81.8,,,1338.48,405.31,69.7,,,tool,Multi-Tool,,60
,MT-04/COMBO,30mm Micro Perf/Cut & Crease Multi-Tool Combo,2230.8,269.12,87.9,,,1338.48,269.12,79.9,,,tool,Multi-Tool,,60
,MT-03/COMBO-01-B,25mm Multi-Tool Perf Cut & Crease Combo (no Lugs) Poly Bands,2230.8,212.98,90.5,,,1338.48,212.98,84.1,,,tool,Multi-Tool,,60
,MT-03/COMBO-01,25mm Multi-Tool Perf Cut & Crease Combo (no lug),2230.8,311.2,86,,,1338.48,311.2,76.7,,,tool,Multi-Tool,,60
,MT-03/COMBO,25mm Micro-Perf/Cut & Crease Multi-Tool Combo,2230.8,187.11,91.6,,,1338.48,187.11,86,,,tool,Multi-Tool,,60
