Action Required,Product Code,Description,New Sales Price,Cost Price,Full Price Margin %,, ,New Distributor Price,Cost Price ,Distributor Margin %,  ,   ,Type,Category,    ,Distributor %
,MOULD-122BSX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.5,90.4,,,15.6,2.5,84,,,consumable,Rubber Creasing Band,,60
,MOULD-121B-SB,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,26,2.65,89.8,,,15.6,2.65,83,,,consumable,Rubber Creasing Band,,60
,MOULD-120B-SB,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26,2.65,89.8,,,15.6,2.65,83,,,consumable,Rubber Creasing Band,,60
,MOULD-119B-SB,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.65,89.8,,,15.6,2.65,83,,,consumable,Rubber Creasing Band,,60
,MOULD-118B-SB,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.65,89.8,,,15.6,2.65,83,,,consumable,Rubber Creasing Band,,60
,MOULD-118B,Red  EnduraCrease Fast Fit MB 20mm Split lugged,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,Rubber Creasing Band,,60
,MOULD-118-BX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.75,89.4,,,15.6,2.75,82.4,,,consumable,Rubber Creasing Band,,60
,MOULD-117B-SB,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.65,89.8,,,15.6,2.65,83,,,consumable,Rubber Creasing Band,,60
,MOULD-117B,Blue  EnduraCrease Fast Fit MB 20mm Split Lugged  Crease,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,Rubber Creasing Band,,60
,MOULD-117-BX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.75,89.4,,,15.6,2.75,82.4,,,consumable,Rubber Creasing Band,,60
,MOULD-114B-XTRA,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26,2.35,91,,,15.6,2.35,84.9,,,consumable,Rubber Creasing Band,,60
,MOULD-113B-XTRA,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26,2.35,91,,,15.6,2.35,84.9,,,consumable,Rubber Creasing Band,,60
NEEDS PRICING,MOULD-113B-SB,MAKES a Blue Fast Fit H&H 35mm Gripper Crease,26,2.65,89.8,,,,2.65,,,,consumable,Rubber Creasing Band,,
,MOULD-112B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,Rubber Creasing Band,,60
,MOULD-111B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,Rubber Creasing Band,,60
,MOULD-108B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,Rubber Creasing Band,,60
,MOULD-107B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,Rubber Creasing Band,,60
,MOULD-105B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,Rubber Creasing Band,,60
,MOULD-104B-XTRA,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.35,91,,,15.6,2.35,84.9,,,consumable,Rubber Creasing Band,,60
,MOULD-102B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.65,89.8,,,15.6,2.65,83,,,consumable,Rubber Creasing Band,,60
,MOULD-102B,Yellow EnduraCrease Fast Fit MB 20mm Split Lugged,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,Rubber Creasing Band,,60
,MOULD-102-BX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.61,90,,,15.6,2.61,83.3,,,consumable,Rubber Creasing Band,,60
,MOULD-101B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26,2.73,89.5,,,15.6,2.73,82.5,,,consumable,Rubber Creasing Band,,60
,MOULD-85,Quad-Creaser Black Split Gripper Crease,36,2.73,92.4,,,21.6,2.73,87.4,,,consumable,Rubber Creasing Band,,60
,MOULD-60,Spine-Creaser Blue Creasing Matrix,40.35,4.91,87.8,,,24.21,4.91,79.7,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-26,Spine-Creaser (Medium) Black Creasing Matrix,40.35,4.91,87.8,,,24.21,4.91,79.7,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-24,Spine-Creaser Orange Spade-End Creasing Matrix,40.35,7.85,80.5,,,24.21,7.85,67.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-23,Spine-Creaser White(now blue) Spade-End Creasing Matrix,40.35,7.85,80.5,,,24.21,7.85,67.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-22,Spine-Creaser Yellow Spade-End Creasing Matrix,40.35,7.85,80.5,,,24.21,7.85,67.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-173A,Yellow Muller 0553.0405 Spine Creaser Matrix,40.35,6.25,84.5,,,24.21,6.25,74.2,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-173,Spine-Creaser Yellow Hole-Punch-End Creasing Matrix,40.35,7.85,80.5,,,24.21,7.85,67.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-172A,White Muller 0533.0405 Spine Creaser Matrix,40.35,6.25,84.5,,,24.21,6.25,74.2,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-172,Spine-Creaser Blue Hole-Punch-End Creasing Matrix,40.35,7.85,80.5,,,24.21,7.85,67.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-171A,Orange Muller 0553.0405 Spine Creaser Matrix.,40.35,6.25,84.5,,,24.21,6.25,74.2,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-171,Spine-Creaser Orange Hole-Punch-End Creasing Matrix,40.35,7.85,80.5,,,24.21,7.85,67.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-154,Spine-Creaser Orange Creasing Matrix,40.35,7.85,80.5,,,24.21,7.85,67.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-153,Spine-Creaser Blue Creasing Matrix,40.35,7.85,80.5,,,24.21,7.85,67.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-05,Spine-Creaser (Heavy) Black Creasing Matrix,40.35,4.76,88.2,,,24.21,4.76,80.3,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-02,Spine-Creaser White Creasing Matrix,40.35,7.2,82.2,,,24.21,7.2,70.3,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-01,Spine-Creaser Yellow Creasing Matrix,40.35,7.2,82.2,,,24.21,7.2,70.3,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-36,Spine-Creaser Black Creasing Matrix,50.22,11.2,77.7,,,30.13,11.2,62.8,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-02A,Light Morgana Creasing Matrix,50.75,4.08,92,,,30.45,4.08,86.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MOULD-01A,Heavy Morgana Creasing Matrix,50.75,4.08,92,,,30.45,4.08,86.6,,,consumable,Rubber Creasing Band (Matrix),,60
,MU-GB-02-FE,50mm O/D Female Muller Gripper Boss Support Rollers,56.67,14.27,74.8,,,34,14.27,58,,,consumable,Rubber Creasing Band,,60
NEEDS PRICING,MOULD-110B,Green Fast Fit 30mm Lugged Enduracresae,,2.73,,,,,2.73,,,,consumable,Rubber Creasing Band,,
NEEDS PRICING,MOULD-109B,Orange Fast Fit 30mm Enduracrease,,2.73,,,,,2.73,,,,consumable,Rubber Creasing Band,,
,MOULD-18,Yellow 'O' Ring Insert - for 35mm Shaft,20,1.15,92.3,,,9,1.15,87.2,,,consumable,Rubber Creasing Band (Insert),,60
,MOULD-14,Green/Orange Dot Insert - 50mm O/D - Shoei 65 and Rollem SHC,20,1.07,92.9,,,9,1.07,88.1,,,consumable,Rubber Creasing Band (Insert),,60
,MOULD-13,White Dot Insert - for 35/36mm Shaft,20,1.15,92.3,,,9,1.15,87.2,,,consumable,Rubber Creasing Band (Insert),,60
,MOULD-12,Orange Dot Insert - for 35/36mm Shaft,20,1.15,92.3,,,9,1.15,87.2,,,consumable,Rubber Creasing Band (Insert),,60
,MOULD-09,Pink Dot Insert - for 25/30mm Shaft,20,1.15,92.3,,,9,1.15,87.2,,,consumable,Rubber Creasing Band (Insert),,60
,MOULD-07,Green Dot Insert - for MB - 34mm O/D 1.0mm Thick,20,1.07,92.9,,,9,1.07,88.1,,,consumable,Rubber Creasing Band (Insert),,60
,MOULD-06,Red/Yellow Dot Insert - for MB - 34mm O/D 0.75mm Thick,20,1.15,92.3,,,9,1.15,87.2,,,consumable,Rubber Creasing Band (Insert),,60
,MOULD-03,Small Creasing Insert for Eurofold Standard Tri-Creaser,20,1.15,92.3,,,9,1.15,87.2,,,consumable,Rubber Creasing Band (Insert),,60
,MOULD--08,Red Dot Insert - for 25/30mm Shaft,20,1.15,92.3,,,9,1.15,87.2,,,consumable,Rubber Creasing Band (Insert),,60
NEEDS PRICING,MOULD-13B,Yellow EnduraCrease Insert for 35/36mm Shaft,20,,,,,,,,,,consumable,Rubber Creasing Band (Insert),,
NEEDS PRICING,MOULD-12B,Orange EnduraCrease Insert for 35/36mm Shaft,20,,,,,,,,,,consumable,Rubber Creasing Band (Insert),,
NEEDS PRICING,999-SS-YELLOW,H&H 35mm Yellow Plastic Creaser Section Score,30,10.8,46,,,,10.8,,,,consumable,Section Scoring Band,,
NEEDS PRICING,999-SS-WHITE,H&H 35mm White Plastic Creaser Section Score,30,11.06,44.7,,,,11.06,,,,consumable,Section Scoring Band,,
NEEDS PRICING,999-SS-ORANGE,H&H 35mm Orange Plastic Creaser Section Score,30,10.66,46.7,,,,10.66,,,,consumable,Section Scoring Band,,
NEEDS PRICING,999-SS-BLUE,H&H 35mm Blue Plastic Creaser Section Score,30,10.84,45.8,,,,10.84,,,,consumable,Section Scoring Band,,
NEEDS PRICING,790-SS-YELLOW,MBO 30mm Yellow Plastic Creaser Section Score,30,10.8,46,,,,10.8,,,,consumable,Section Scoring Band,,
NEEDS PRICING,790-SS-WHITE,MBO 30mm White Plastic Creaser Section Score,30,11.06,44.7,,,,11.06,,,,consumable,Section Scoring Band,,
NEEDS PRICING,790-SS-ORANGE,MBO 30mm Orange Plastic Creaser Section Score,30,10.66,46.7,,,,10.66,,,,consumable,Section Scoring Band,,
NEEDS PRICING,790-SS-BLUE,MBO 30mm Blue Plastic Creaser Section Score,30,10.84,45.8,,,,10.84,,,,consumable,Section Scoring Band,,
NEEDS PRICING,624-SS-YELLOW,Heidelberg Stahl Yellow Plastic Creaser Section Score,30,10.8,46,,,,10.8,,,,consumable,Section Scoring Band,,
NEEDS PRICING,624-SS-WHITE,Heidelberg Stahl White Plastic Creaser Section Score,30,11.06,44.7,,,,11.06,,,,consumable,Section Scoring Band,,
NEEDS PRICING,624-SS-ORANGE,Heidelberg Stahl Orange Plastic Creaser Section Score,30,10.66,46.7,,,,10.66,,,,consumable,Section Scoring Band,,
NEEDS PRICING,624-SS-BLUE,Heidelberg Stahl Blue Plastic Creaser Section Score,30,10.84,45.8,,,,10.84,,,,consumable,Section Scoring Band,,
NEEDS PRICING,435-SS-WHITE,,30,,,,,,,,,,consumable,Section Scoring Band,,
NEEDS PRICING,317-SS-YELLOW,MBO Section Score Plastic Yellow,30,10.8,46,,,,10.8,,,,consumable,Section Scoring Band,,
NEEDS PRICING,317-SS-WHITE,MBO Sectoin Score Plastic White,30,11.06,44.7,,,,11.06,,,,consumable,Section Scoring Band,,
NEEDS PRICING,317-SS-ORANGE,MBO Section Score Plastic Orange,30,10.66,46.7,,,,10.66,,,,consumable,Section Scoring Band,,
NEEDS PRICING,317-SS-BLUE,MBO Section Score Plastic Blue,30,10.84,45.8,,,,10.84,,,,consumable,Section Scoring Band,,
NEEDS PRICING,317-SS-BLACK,MBO Section Score Plastic Black,30,10.66,46.7,,,,10.66,,,,consumable,Section Scoring Band,,
NEEDS PRICING,999-SS,H&H 35mm Section Score,750,109.63,85.4,,,,109.63,,,,tool,Section-Scorer,,
NEEDS PRICING,790-SS,MBO 30mm Section Score,750,107.14,85.7,,,,107.14,,,,tool,Section-Scorer,,
NEEDS PRICING,624-SS,Heidelberg Stahl 25mm Section Score,750,105.52,85.9,,,,105.52,,,,tool,Section-Scorer,,
NEEDS PRICING,317-SS,MBO 35mm Section Score,750,98.67,86.8,,,,98.67,,,,tool,Section-Scorer,,
,MOULD-17B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band,,60
,MOULD-16B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,26,2.65,88.5,,,13.8,2.65,80.8,,,consumable,Softer Rubber Creasing Band,,60
,MOULD-152B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band,,60
,MOULD-147B,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band,,60
,MOULD-146B,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band,,60
,MOULD-133B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,26,2.73,87.6,,,13.2,2.73,79.3,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-132B,Tri-Creaser Easy Fit Pink Endura Gripper Crease,26,2.73,87.6,,,13.2,2.73,79.3,,,consumable,Softer Rubber Creasing Band ,,60
NEEDS PRICING,MOULD-71B,Tri-Creaser Easy Fit Black Endura Gripper Crease,26,2.23,90.3,,,,2.23,,,,consumable,Softer Rubber Creasing Band ,,
NEEDS PRICING,MOULD-91B,Yellow EnduraCrease Split Muller Adjustable,26,2.14,90.7,,,,2.14,,,,consumable,Softer Rubber Creasing Band ,,
,MOULD-90B,Blue EnduraCrease Split Creasing Rib,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-89B,Yellow EnduraCrease Split Creasing Rib,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-79B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-78B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-77B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-58B,Tri-Creaser Easy Fit Red Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-57B,Tri-Creaser Easy Fit Green Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-54B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-53B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-52B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-50B,Tri-Creaser Easy Fit Red Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-49B,Tri-Creaser Easy Fit Green Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-48B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-46B,Tri-Creaser Easy Fit Red Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-45B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-44B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
,MOULD-29B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,26,2.73,88.1,,,13.8,2.73,80.2,,,consumable,Softer Rubber Creasing Band ,,60
NEEDS PRICING,QC-WO/SP,Blanking Spacer for Wohlenberg - Single Bevelled Version,26,9.4,63.8,,,,9.4,,,,consumable,Spacer,,
,SP-MT/SH-55-0.8,Shoei 55mm Multi-Tool Spacer 0.8mm Thick,32.62,2.5,92.3,,,19.57,2.5,87.2,,,consumable,Spacer,,60
,SP-MT/35-6,Multi-Tool Spacer - 6mm Width - Stahl & MBO 35mm Shaft,32.62,4.81,85.3,,,19.57,4.81,75.4,,,consumable,Spacer,,60
,SP-MT/35-5,Multi-Tool Spacer - 5mm Width - Stahl & MBO 35mm Shaft,32.62,4.63,85.8,,,19.57,4.63,76.3,,,consumable,Spacer,,60
,SP-MT/35-4,Multi-Tool Spacer - 4mm Width - Stahl & MBO 35mm Shaft,32.62,4.53,86.1,,,19.57,4.53,76.9,,,consumable,Spacer,,60
,SP-MT/35-3,Multi-Tool Spacer - 3mm Width - Stahl & MBO 35mm Shaft,32.62,4.33,86.7,,,19.57,4.33,77.9,,,consumable,Spacer,,60
,SP-MT/35-2,Multi-Tool Spacer - 2mm Width - Stahl & MBO 35mm Shaft,32.62,3.34,89.8,,,19.57,3.34,82.9,,,consumable,Spacer,,60
,SP-MT/35-1,Multi-Tool Spacer - 1mm Width - Stahl & MBO 35mm Shaft,32.62,3.31,89.9,,,19.57,3.31,83.1,,,consumable,Spacer,,60
,SP-MT/30-6,Multi-Tool Spacer - 6mm Width - MBO 30mm Shaft,32.62,,,,,19.57,,,,,consumable,Spacer,,60
,SP-MT/30-5,Multi-Tool Spacer - 5mm Width - MBO 30mm Shaft,32.62,,,,,19.57,,,,,consumable,Spacer,,60
,SP-MT/30-4,Multi-Tool Spacer - 4mm Width - MBO 30mm Shaft,32.62,,,,,19.57,,,,,consumable,Spacer,,60
,SP-MT/30-3,Multi-Tool Spacer - 3mm Width - MBO 30mm Shaft,32.62,,,,,19.57,,,,,consumable,Spacer,,60
,SP-MT/30-2,Multi-Tool Spacer - 2mm Width - MBO 30mm Shaft,32.62,,,,,19.57,,,,,consumable,Spacer,,60
,SP-MT/30-1,Multi-Tool Spacer - 1mm Width - MBO 30mm Shaft,32.62,,,,,19.57,,,,,consumable,Spacer,,60
,SP-MT/25-6,Multi-Tool Spacer - 6mm Width - Stahl & GUK 25mm Shaft,32.62,1.73,94.7,,,19.57,1.73,91.2,,,consumable,Spacer,,60
,SP-MT/25-5,Multi-Tool Spacer - 5mm Width - Stahl & GUK 25mm Shaft,32.62,1.73,94.7,,,19.57,1.73,91.2,,,consumable,Spacer,,60
,SP-MT/25-4,Multi-Tool Spacer - 4mm Width - Stahl & GUK 25mm Shaft,32.62,1.73,94.7,,,19.57,1.73,91.2,,,consumable,Spacer,,60
,SP-MT/25-3,Multi-Tool Spacer - 3mm Width - Stahl & GUK 25mm Shaft,32.62,1.73,94.7,,,19.57,1.73,91.2,,,consumable,Spacer,,60
,SP-MT/25-2,Multi-Tool Spacer - 2mm Width - Stahl & GUK 25mm Shaft,32.62,1.73,94.7,,,19.57,1.73,91.2,,,consumable,Spacer,,60
,SP-MT/25-1,Multi-Tool Spacer - 1mm Width - Stahl & GUK 25mm Shaft,32.62,1.73,94.7,,,19.57,1.73,91.2,,,consumable,Spacer,,60
,SP-SHC/35-RD,35/36mm Spine-Hinge Creaser Red Spacer Sets,40,12,70,,,24,12,50,,,consumable,Spacer,,60
NEEDS PRICING,QC-WO-6C/6MM-HINGE-SP-T,Wohlenberg 6mm Blue Dot Male Hinge Spacer Double Channel,45,9.37,79.2,,,,9.37,,,,consumable,Spacer,,
NEEDS PRICING,QC-WO-6C/6MM-HINGE-SP-B,Wohlenberg 6mm Blue Dot Female Hinge Spacer Single Channel,45,7.82,82.6,,,,7.82,,,,consumable,Spacer,,
NEEDS PRICING,SC-MU-SP,Muller Spacer 6mm & 4mm Set,58,23.18,60,,,,23.18,,,,consumable,Spacer,,
NEEDS PRICING,CSP-FBELT,CSP - Feeder Belt,60,25.45,57.6,,,,25.45,,,,consumable,Spacer,,
NEEDS PRICING,QC-WO/10MM-HINGE-SP,Wohlenberg 10mm Hinge Spacer Set,159.3,86.88,45.5,,,,86.88,,,,consumable,Spacer,,
NEEDS PRICING,CSM/25-SHC-DSF,CSM Spine & Hinge DSF Creaser Device (Double Score Female),550,173.49,68.5,,,,173.49,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,CSM/25-SCH-DSF-10MM,Creasestream Spine & Hinge Creaser (10mm),550,22.05,96,,,,22.05,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,CSJ-PRO/30-SHC,Spine & Hinge Creasing Device for Pro,1097,237.64,78.3,,,,237.64,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,SHC-ST/25-01,25mm 3-8mm Spine & Hinge Creaser,1200,130.43,89.1,,,,130.43,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,CSJ/SHC-30,CSJ - Spine & Hinge Crease Tool,1200,264,78,,,,264,,,,tool,Spine and Hinge Creaser,,
,SHC-RO,Spine-Hinge Creaser - Rollem - Discontinued,1276.67,122.67,90.4,,,766,122.67,84,,,tool,Spine and Hinge Creaser,,60
NEEDS PRICING,SHC-SAMC-FP,Spine-Hinge Creaser for SAMC Machine,1512,17.06,98.9,,,,17.06,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,SHC-MF/30-02,30mm Spine-Hinge Creaser - 3-7mm Hinge,1512,121.17,92,,,,121.17,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,SHC-MF/30-01-B,30mm Spine-Hinge Creaser - 3-8mm Hinge - 50.20mm O/D - China,1512,17.06,98.9,,,,17.06,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,SHC-MF/30-01,30mm Spine-Hinge Creaser - 3-8mm Hinge - 49.56mm O/D,1512,121.17,92,,,,121.17,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,SHC-GUK-2-B,GUK 3-10mm Spine-Hinge Orange Insert Creaser - 58.25mm O/D,1512,15.14,99,,,,15.14,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,SHC-GUK-2,Spine-Hinge Creaser - GUK 58.25 O/D - 3-10mm Hinge,1512,12.49,99.2,,,,12.49,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,SHC-04-B,35mm 3-10mm Spine-Hinge Orange Insert Creaser - 58mm I/D,1512,15.14,99,,,,15.14,,,,tool,Spine and Hinge Creaser,,
NEEDS PRICING,SHC-01,Spine-Hinge Creaser - 36mm I/D,1512,60,96,,,,60,,,,tool,Spine and Hinge Creaser,,
,SHC-STA-ADJ/30-FP,Spine & Hinge Creaser Standard Adjustable 30mm,1796.4,,,,,1077.84,,,,,tool,Spine and Hinge Creaser,,60
,SHC-STA-ADJ/04-FP,35mm Standard Adjustable Spine & Hinge Creaser,1796.4,263.9,85.3,,,1077.84,263.9,75.5,,,tool,Spine and Hinge Creaser,,60
,SHC-STA-ADJ/03-FP,36mm Standard Adjustable Spine & Hinge Creaser - Agor Versio,1796.4,19.75,98.9,,,1077.84,19.75,98.2,,,tool,Spine and Hinge Creaser,,60
,SHC-ST-ADJ/25-FP,25mm 3-8mm Spine & Hinge. Fixed female,1796.4,113.79,93.7,,,1077.84,113.79,89.4,,,tool,Spine and Hinge Creaser,,60
,SHC-ADJ/DM-FP,Spine & Hinge Creaser to fit 29.62mm exit shaft,2036.4,422.05,79.3,,,1221.84,422.05,65.5,,,tool,Spine and Hinge Creaser,,60
,SHC-ADJ/04-FP,35mm Special Adjustable Spine & Hinge Creaser,2036.4,370.52,81.8,,,1221.84,370.52,69.7,,,tool,Spine and Hinge Creaser,,60
,SHC-ADJ-MF/30-FP,30mm Special Adjustable Spine & Hinge Creaser,2036.4,370.6,81.8,,,1221.84,370.6,69.7,,,tool,Spine and Hinge Creaser,,60
NEEDS PRICING,SC-DU-02,Spine-Creaser to fit Duplo iSaddle Machine (new version),1800,23.31,98.7,,,,23.31,,,,tool,Spine Creaser,,
,SC-MU-02-TEMPO,Spine-Creaser to fit M�ller Martini Tempo stitching machine,1323.6,98.96,92.5,,,794.16,98.96,87.5,,,tool,Spine-Creaser,,60
,SC-SH-01,"Spine-Creaser to fit Harris, Heidelberg Prosetter, Macey & S",1440,96.57,93.3,,,864,96.57,88.8,,,tool,Spine-Creaser,,60
,SC-OS-02,Spine-Creaser to fit Osako machines (with 'V' shaped groove,1440,101.86,92.9,,,864,101.86,88.2,,,tool,Spine-Creaser,,60
,SC-OS-01,Spine-Creaser to fit Osako Tener 310 machine,1440,97.21,93.2,,,864,97.21,88.7,,,tool,Spine-Creaser,,60
,SC-MU-03,Spine-Creaser to fit M�ller Martini 292 stitching machine co,1440,52.05,96.4,,,864,52.05,94,,,tool,Spine-Creaser,,60
,SC-MU-02,"Spine-Creaser to fit M�ller Martini 1553, 1554, Primera E140",1440,114.61,92,,,864,114.61,86.7,,,tool,Spine-Creaser,,60
,SC-HOR/25-FP,Spine-Creaser to fit Horizon StitchLiner 5500 & 6000 machine,1440,112.4,92.2,,,864,112.4,87,,,tool,Spine-Creaser,,60
,SC-HO-02,Spine-Creaser to fit Hohner HSB 10000-S stitching machine co,1591.67,19.43,98.8,,,955,19.43,98,,,tool,Spine-Creaser,,60
,SC-HO-01,Spine-Creaser to fit Hohner HSB 8000 stitching machine cover,1591.67,385,75.8,,,955,385,59.7,,,tool,Spine-Creaser,,60
,SC-HD-02,Spine-Creaser to fit Heidelberg ST-300 stitching machine cov,1591.67,62.62,96.1,,,955,62.62,93.4,,,tool,Spine-Creaser,,60
,CC-MU-01-A,Spine-Creaser to fit M�ller Martini 1294 stitching machine c,1616.4,109.06,93.3,,,969.84,109.06,88.8,,,tool,Spine-Creaser,,60
,SC-DU-01,Spine-Creaser to fit Duplo iSaddle machine,1620,150.06,90.7,,,972,150.06,84.6,,,tool,Spine-Creaser,,60
,SC-HD-03,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (newer versi,1676.4,106.96,93.6,,,1005.84,106.96,89.4,,,tool,Spine-Creaser,,60
,SC-HD-01,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (older versi,1676.4,196.75,88.3,,,1005.84,196.75,80.4,,,tool,Spine-Creaser,,60
,SC-HOR/25-FP-DSF-01,"Spine-Creaser to fit Horizon StitchLiner MkIII, MkIV & MkV m",1747,129.91,92.6,,,1048.2,129.91,87.6,,,tool,Spine-Creaser,,60
,SC-MU/ADJ-LF-4C-FP,Quad-Creaser Lay Flat Attachment to fit Muller Martini Coron,1800,292.54,83.7,,,1080,292.54,72.9,,,tool,Spine-Creaser,,60
,SC-MU-06,Muller Spine Creaser 1528.0444,1800,280.47,84.4,,,1080,280.47,74,,,tool,Spine-Creaser,,60
