Product Code,Description,Original Sales Price,New Sales Price,Difference,Cost Price,Type,Category,Margin %,Gina Pricing,Gina %,Uwe Pricing,Uwe %,New Distributor Price,New Distributor Price %,Last Order Date
TECH467M,Dick Moll Male,0,0,,60.19,consumable,NEGLECTED,,,,,,,,
TECH467F,Dick Moll Fast Fit Bearing Female Only,0,0,,56.92,consumable,NEGLECTED,,,,,,,,
TECH467,Fast Fit Dick Moll with Bearings,0,0,,81.11,consumable,NEGLECTED,,,,,,,,
TECH466,New Style Female GUK. Orange/blue Channels only,0,0,,74.87,consumable,NEGLECTED,,,,,,,,
TECH464,Baum 22 CP Applicator,0,0,,244.44,consumable,NEGLECTED,,,,,,,,
TECH463,New Fast Fit  I/D24.8mm O/D 40.2mm,0,0,,70,consumable,NEGLECTED,,,,,,,,
TECH461F,Dick Moll Fast Fit Fixed Female only,0,0,,48.42,consumable,NEGLECTED,,,,,,,,
TECH461,Dick Moll Fast Fit Fixed,0,0,,101.69,consumable,NEGLECTED,,,,,,,,
TECH460,Roto Score Fast Fit,0,0,,93.31,consumable,NEGLECTED,,,,,,,,
TECH459,Wohlenberg 98. End Flap Creaser (pair),0,0,,345.43,consumable,NEGLECTED,,,,,,,,
TECH457,Fast Fit Pierce. Fixed Female,0,0,,72.43,consumable,NEGLECTED,,,,,,,,
TECH456,Fast Fit H&H 25mm,0,0,,52.86,consumable,NEGLECTED,,,,,,,,
TECH455,CSM-Nylon Female Holders & Nylon  Females CREASESTREAM,0,0,,31.09,consumable,NEGLECTED,,,,,,,,
TECH454,Double Score Female Attachment 25mmTECH-NI-FOLD FF & EF,0,0,,72.06,consumable,NEGLECTED,,,,,,,,
TECH453,Support Collars for Baum fast Fit 22 ECO(pair),0,0,,38.56,consumable,NEGLECTED,,,,,,,,
TECH452,Baum Fast Fit 22 ECO,0,0,,51.51,consumable,NEGLECTED,,,,,,,,
TECH451,CSP 35mm Easy Fit 3 crease at 20mm apart,0,0,,279.09,consumable,NEGLECTED,,,,,,,,
TECH450,CSP 35mm Easy Fit 5 Crease 58O/D,0,0,,158.51,consumable,NEGLECTED,,,,,,,,
TECH449,Easy Fit Fidia 45mm,0,0,,57.08,consumable,NEGLECTED,,,,,,,,
TECH448,Female Rollers,0,0,,54,consumable,NEGLECTED,,,,,,,,
TECH447RED,Perf Wheel Holder 3-4127100. Prototype,350,350,0.00,0,consumable,,,,,,,,,
TECH447,Kongberg 60mm Perf,0,0,,49.41,consumable,NEGLECTED,,,,,,,,
TECH446,Rollem Support Rollers (pair),0,0,,50.62,consumable,NEGLECTED,,,,,,,,
TECH445,40mm 2 Set Multi-Tool Black & Blue Nylon Sleeve Holders,0,0,,74.62,consumable,NEGLECTED,,,,,,,,
TECH444,1 Set at 7.5mm Hinge (part Tech014),0,0,,154.4,consumable,NEGLECTED,,,,,,,,
TECH443,Panda 2 Double Crease 6mm Hinge,0,0,,640.2,consumable,NEGLECTED,,,,,,,,
TECH442,Wohlenberg Quad Creaser with 5mm Hinge,0,0,,524.31,consumable,NEGLECTED,,,,,,,,
TECH441,Web Spine & Hinge Fixed at 6mm,0,0,,313,consumable,NEGLECTED,,,,,,,,
TECH440,GUK Gripper Rollers,0,0,,47.31,consumable,NEGLECTED,,,,,,,,
TECH439,Creasing Cassette MBO 40mm,0,0,,81.32,consumable,NEGLECTED,,,,,,,,
TECH438,Bottom Shaft Creasing Units Quad Creaser 79.75. A pair,0,0,,211.94,consumable,NEGLECTED,,,,,,,,
TECH437,Kolbus Adjustable 94mm Support Rollers,0,0,,393.57,consumable,NEGLECTED,,,,,,,,
TECH435,Kongsberg Creasing Unit,0,0,,156.9,consumable,NEGLECTED,,,,,,,,
TECH434,CSJ - 7 Groove Females,0,0,,31.38,consumable,NEGLECTED,,,,,,,,
TECH433M,MB 20mm Fast Fit No Lugs Male Only,0,0,,43.33,consumable,NEGLECTED,,,,,,,,
TECH433FPNC,Card Creaser Female 20mm.(2 per set),0,0,,19.21,consumable,NEGLECTED,,,,,,,,
TECH433,MB 20mm Fast Fit with no lugs,0,0,,51.87,consumable,NEGLECTED,,,,,,,,
TECH432F,GUK 35mm (59.4) Fixed Female,0,0,,33.44,consumable,NEGLECTED,,,,,,,,
TECH432,GUK 35mm Fast Fit without lugs with Fixed Female,0,0,,61.79,consumable,NEGLECTED,,,,,,,,
TECH431,Kongsberg XY Plotter O/D 50mm Micro-Perf,0,0,,156.9,consumable,NEGLECTED,,,,,,,,
TECH430,CSM-Shaft Locking Collar Right,62,62,0.00,0,consumable,NEGLECTED,,,,,,,,
TECH429,CSM - Mini Bearings. Shaft Locking System,92,92,0.00,25.24,consumable,NEGLECTED,72.6,,,,,,,
TECH425,26mm Kolbus Easy Binder 5mm Fixed Hinge,0,0,,74.56,consumable,NEGLECTED,,,,,,,,
TECH423,Longford fast Fit,0,0,,109.05,consumable,NEGLECTED,,,,,,,,
TECH422,Muller 2 Shaft Panda 1 with 7.5mm fixed Hinge,0,0,,551.93,consumable,NEGLECTED,,,,,,,,
TECH421SR,Morgana support Rollers,0,0,,25.8,consumable,NEGLECTED,,,,,,,,
TECH421M,"Morgana N/S Holder X2 black nylon, X1 Blue nylon + screws",0,0,,59.7,consumable,NEGLECTED,,,,,,,,
TECH421B,Micro Perf Nylon Sleeve Morgana Blue,0,0,,0,consumable,NEGLECTED,,,,,,,,
TECH421A,Micro-Perf Nylon sleeve Morgana Black,0,0,,0,consumable,NEGLECTED,,,,,,,,
TECH421,Morgana Micro Perf,0,0,,228.54,consumable,NEGLECTED,,,,,,,,
TECH420,Kiss Cutting Anvils USA,0,0,,25.68,consumable,NEGLECTED,,,,,,,,
TECH419,De-lux/Easy Fit to fit Pierce exit Shaft,0,0,,79.53,consumable,NEGLECTED,,,,,,,,
TECH418,Fast Fit 35mm Tri-Creaser,0,0,,111.2,consumable,NEGLECTED,,,,,,,,
TECH417,25mm Adjustable & Vee Groove,0,0,,100.1,consumable,NEGLECTED,,,,,,,,
TECH416,Kolbus 93.80 Adjustable,0,0,,980.9,consumable,NEGLECTED,,,,,,,,
TECH415,Wizard MK3,0,0,,125.83,consumable,NEGLECTED,,,,,,,,
TECH414,25mm 3-8mm Spine & Hinge Creaser. Fixed Females,0,0,,113.79,consumable,NEGLECTED,,,,,,,,
TECH413,Micro-Perf Blade Holders- CSJ 30mm,0,0,,35.45,consumable,NEGLECTED,,,,,,,,
TECH412,Wohlenberg Quad Creaser with 5mm Hinge,0,0,,505.2,consumable,NEGLECTED,,,,,,,,
TECH411,UB Binder Goss,0,0,,277.54,consumable,NEGLECTED,,,,,,,,
TECH410,Zander 2 Tri-Creaser,0,0,,222.5,consumable,NEGLECTED,,,,,,,,
TECH409,Mark Andy Male Mod.,0,0,,136.58,consumable,,,,,,,,,20/05/2011
TECH408F,Tech 408 Females Only,0,0,,25.5,consumable,NEGLECTED,,,,,,,,
TECH408,25mm Fast Fit Fixed Female (without lugs),0,0,,59.62,consumable,NEGLECTED,,,,,,,,
TECH407R/HBOLT,Right hand  threaded Bolt for Muller spine Creaser 1554,0,0,,14.19,consumable,,,,,,,,,11/03/2022
TECH407,Muller Spine Creaser 0554.04,0,0,,221.82,consumable,NEGLECTED,,,,,,,,
TECH406T,Muller Panda Male/Female Top shaft only (pair),0,0,,128.03,consumable,NEGLECTED,,,,,,,,
TECH406,Muller Panda Version 2,0,0,,638.48,consumable,NEGLECTED,,,,,,,,
TECH404F,Creasing Female for Mini,0,0,,18.48,consumable,NEGLECTED,,,,,,,,
TECH404EXM,Creasing Rib/Nylon Sleeve Holder for Mini,0,0,,31.14,consumable,NEGLECTED,,,,,,,,
TECH404,CreaseStream Mini Fast Fit 25mm I/D 44mm O/D,0,0,,34.04,consumable,NEGLECTED,,,,,,,,
TECH403,CreaseStream Mini Spine & Hinge Creaser,0,0,,80.97,consumable,NEGLECTED,,,,,,,,
TECH402BH-MOD,Reduced Blade Holder 42mm O/D,0,0,,35.49,consumable,NEGLECTED,,,,,,,,
TECH402BH,Blade Holder Only CSM Micro-Perforator,0,0,,34.97,consumable,NEGLECTED,,,,,,,,
TECH402,CreaseStream Mini Micro-Perforator 25mm I/D 44mm O/D,0,0,,37.16,consumable,NEGLECTED,,,,,,,,
TECH401,CreaseStream Plus 35mm Blade Holder,0,0,,27.86,consumable,NEGLECTED,,,,,,,,
TECH400,"Kolbus 114mm , NO Plastics",0,0,,1990.41,consumable,NEGLECTED,,,,,,,,
TECH399,Quad Creaser for Muller Signa - Roller Only (pair),0,0,,33.04,consumable,NEGLECTED,,,,,,,,
TECH398T,25mm Support Roller Top Only with gripper bands,0,0,,14.24,consumable,NEGLECTED,,,,,,,,
TECH398,25mm I/D 44mm O/D Gripper Boss Support Rollers,0,0,,30.31,consumable,NEGLECTED,,,,,,,,
TECH397,CreaseStream Mini 25mm I/D 44mm O/D,0,0,,23.3,consumable,NEGLECTED,,,,,,,,
TECH396,H&H Fast Fit 35mm I/D 46mm O/D,0,0,,96.33,consumable,NEGLECTED,,,,,,,,
TECH395,Web Perforator,0,0,,85.6,consumable,NEGLECTED,,,,,,,,
TECH394R,Easy Fit ReBore Female Horizon AF406 25mm I/D 40mm O/D,0,0,,0,consumable,NEGLECTED,,,,,,,,
TECH394,Easy Fit Horizon AF406 25mm I/D 40mm O/D,0,0,,153.69,consumable,NEGLECTED,,,,,,,,
TECH393,Pantera Spine & Hinge Creaser,0,0,,527,consumable,NEGLECTED,,,,,,,,
TECH392,Spine & Hinge Creaser for 30mm CSJ,0,0,,199.75,consumable,NEGLECTED,,,,,,,,
TECH391,6 Crease CreaseStreamJunior Sample,0,0,,207.46,consumable,NEGLECTED,,,,,,,,
TECH389,GUK Easy Fit 59.4mm Fixed,0,0,,70.11,consumable,NEGLECTED,,,,,,,,
TECH388,Shoei 45/65 (2x Male 2x Female & 8x Top Support Rollers),0,0,,564.89,consumable,NEGLECTED,,,,,,,,
TECH387B/SP,Wohlenberg Nylon Blanking Spacers,0,0,,9.4,consumable,NEGLECTED,,,,,,,,
TECH387,Wohlenberg 98,0,0,,860,consumable,NEGLECTED,,,,,,,,
TECH386,Fast Fit MBO 40mm with fixed female,0,0,,112.21,consumable,NEGLECTED,,,,,,,,
TECH385,Crease Stream Plus Perforator (2 x Blue & 2 x Black Nylons),0,0,,111.54,consumable,NEGLECTED,,,,,,,,
TECH384F,CreaseStream Plus Female 9 channels,0,0,,27.51,consumable,NEGLECTED,,,,,,,,
TECH384EXM,Creasing Rib/Nylon Sleeve Holder 35mm CSP,0,0,,27.52,consumable,NEGLECTED,,,,,,,,
TECH384,Crease Stream Plus 35mm Full Set (bearing female 9 settings),0,0,,55.03,consumable,NEGLECTED,,,,,,,,
TECH383,Tri-Creaser Fast Fit H&H 40mm with Fixed Female,0,0,,98.79,consumable,NEGLECTED,,,,,,,,
TECH382,Easy Fit 45mm I/D 67.5mm O/D with Nylon Creasing Ribs,0,0,,90.76,consumable,NEGLECTED,,,,,,,,
TECH381F,Female Only for Econocrease,0,0,,58.45,consumable,NEGLECTED,,,,,,,,
TECH381,Fast Fit Tri-Creaser to fit Econocrease Female,0,0,,114.94,consumable,NEGLECTED,,,,,,,,
TECH380,Support Rollers 30mm I/D 50mm O/D,0,0,,33.45,consumable,NEGLECTED,,,,,,,,
TECH379PB,CreaseStreamJunior Micro-Perf Blade Holder,0,0,,19.69,consumable,NEGLECTED,,,,,,,,
TECH379F,CreaseStream Junior Females Only,0,0,,13.72,consumable,NEGLECTED,,,,,,,,
TECH379EXM,CreaseStreamJunior Extra Male Roller,0,0,,17.36,consumable,NEGLECTED,,,,,,,,
TECH379,Crease Stream Jnr Male & Female Set 6 channels,0,0,,34.72,consumable,NEGLECTED,,,,,,,,
TECH378,New UB Binder 75mm O/D,0,0,,234.87,consumable,NEGLECTED,,,,,,,,
TECH377,Easy Fit Tri-Creaser 45mm I/D 67.5mm O/D,0,0,,77.13,consumable,NEGLECTED,,,,,,,,
TECH376,Muller Panda Top Creasing Unit,0,0,,230.08,consumable,NEGLECTED,,,,,,,,
TECH375,Kolbus 94 mk 2,0,0,,558.75,consumable,NEGLECTED,,,,,,,,
TECH374F,Fast Fit 35mm Fixed Female Only,0,0,,32.38,consumable,NEGLECTED,,,,,,,,
TECH374,Fast Fit 35mm Tri-Creaser* Fixed,0,0,,73.01,consumable,NEGLECTED,,,,,,,,
TECH373,Fast Fit Female Only 20mm I/D 50mm O/D,0,0,,35,consumable,NEGLECTED,,,,,,,,
TECH372,Easy Fit H&H 25mm I/D 36.56mm O/D,0,0,,57.89,consumable,NEGLECTED,,,,,,,,
TECH371,MBO 35mm Super Score (3 colours of nylon included),0,0,,160.46,consumable,NEGLECTED,,,,,,,,
TECH370,Multi-Tool Shoei 65mm Creasing Cassette,0,0,,72.58,consumable,NEGLECTED,,,,,,,,
TECH369,Kolbus Binder 60mm - 6 Creaser Set (no lugs),0,0,,327.51,consumable,NEGLECTED,,,,,,,,
TECH368,CreaseStream Plus 35mm Full Set (Fixed Female 9 Channels),0,0,,60.81,consumable,,,,,,,,,12/06/2014
TECH367,MB Support Rollers 20mm I/D 40mm O/D,0,0,,24.39,consumable,NEGLECTED,,,,,,,,
TECH366,MBO 35mm Adjustable Female,0,0,,123.12,consumable,NEGLECTED,,,,,,,,
TECH365,MBO 35mm Screw Adjustable Fixed Female,0,0,,186.21,consumable,NEGLECTED,,,,,,,,
TECH364,MBO 35mm Sliding Adjustable Bearing Female,0,0,,144.31,consumable,NEGLECTED,,,,,,,,
TECH363,Crease Stream 2,0,0,,450,consumable,NEGLECTED,,,,,,,,
TECH362,Old UB Binder,0,0,,241.38,consumable,NEGLECTED,,,,,,,,
TECH361,Fixed Female for MB 20mm,0,0,,35,consumable,NEGLECTED,,,,,,,,
TECH360,Shoei 35/55 3mm Spine Creaser Adjustable,0,0,,185.85,consumable,NEGLECTED,,,,,,,,
TECH359F,Tech 359 Female Only,0,0,,31.5,consumable,NEGLECTED,,,,,,,,
TECH359,New Style Fast Fit for Stahl 25mm*,0,0,,65.16,consumable,NEGLECTED,,,,,,,,
TECH358F,Fast Fit 30mm Bearing Female Only,0,0,,36.43,consumable,NEGLECTED,,,,,,,,
TECH358,New Style Fast Fit for MBO 30mm*,0,0,,72.52,consumable,,,,,,,,,01/10/2009
TECH357M,35mm Male for FP-01,0,0,,0,consumable,NEGLECTED,,,,,,,,
TECH357F,35mm Fast Fit Female Only,0,0,,51.42,consumable,NEGLECTED,,,,,,,,
TECH357C,Fast Fit Collar 35m Only,0,0,,17.73,consumable,NEGLECTED,,,,,,,,
TECH357,New Style Fast Fit for Stahl/MBO 35/58mm*,0,0,,92.15,consumable,NEGLECTED,,,,,,,,
TECH356,New Style Creasing Cassette Holder Stahl 25mm,0,0,,76.91,consumable,NEGLECTED,,,,,,,,
TECH355,New Style Creasing Cassette Holder MBO 30mm,0,0,,69.21,consumable,,,,,,,,,11/10/2021
TECH354,New Style Creasing Cassette Holder 35mm,0,0,,82.21,consumable,NEGLECTED,,,,,,,,
TECH353P,Horizon BQ470 Plate Only SHC,0,0,,128.79,consumable,NEGLECTED,,,,,,,,
TECH353-SPARES,Incomplete Tech Number,0,0,,0,consumable,NEGLECTED,,,,,,,,
TECH353,Horizon BQ470 6mm Hinge 2 Shaft System,0,0,,347.55,consumable,NEGLECTED,,,,,,,,
TECH352,Multi-Tool Blade Holder - 25mm - GUK,0,0,,235.37,consumable,NEGLECTED,,,,,,,,
TECH350,Uchida Strater Pack Tri-Creaser,0,0,,0,consumable,NEGLECTED,,,,,,,,
TECH349,Horizon VP-66 Starter Pack Tri-Creaser,0,0,,106.2,consumable,NEGLECTED,,,,,,,,
TECH347,Shoei Mini Fast Fit Tri-Creaser (Mod),0,0,,93.46,consumable,NEGLECTED,,,,,,,,
TECH346,Horizon Tri-Creaser Easy Fit - 48mm O/D,0,0,,108.65,consumable,NEGLECTED,,,,,,,,
TECH345C,Hohner Spine Creaser Clips only,0,0,,13.63,consumable,NEGLECTED,,,,,,,,
TECH345,Hohner Coverfeeder Spine-Creaser,0,0,,143.42,consumable,NEGLECTED,,,,,,,,
TECH344,Stahl Tri-Creaser Easy Fit - 45mm I/D 75mm O/D,0,0,,74.85,consumable,NEGLECTED,,,,,,,,
TECH343,Agor 36/58mm Tri-Creaser Fast Fit Shortened Version,0,0,,107.31,consumable,NEGLECTED,,,,,,,,
TECH342,Old Style Muller Binder Gripper Supprt Rollers 51.38 O/D,0,0,,0,consumable,NEGLECTED,,,,,,,,
TECH340,35mm V shape fixed female,0,0,,27.79,consumable,NEGLECTED,,,,,,,,
TECH339,50mm O/D Muller Bottom Support Roller without bands,0,0,,13.13,consumable,NEGLECTED,,,,,,,,
TECH338,50mm O/D Muller Top Support Roller with gripper bands,0,0,,14.24,consumable,NEGLECTED,,,,,,,,
TECH337,36mm Narrow Gripper Boss Support Rollers,0,0,,66.66,consumable,NEGLECTED,,,,,,,,
TECH336,Horizon VP-66 30mm Feed Roller,0,0,,39.85,consumable,NEGLECTED,,,,,,,,
TECH335,Horizon 50mm Tri-Creaser Fast Fit Shortened Version,0,0,,105.68,consumable,NEGLECTED,,,,,,,,
TECH334,25mm Gripper Boss Support Rollers,0,0,,31.68,consumable,NEGLECTED,,,,,,,,
TECH333,Uchida Gripper Boss Support Rollers (1 set is 4 pairs),0,0,,52.76,consumable,NEGLECTED,,,,,,,,
TECH332,Uchida Tri-Creaser Fast Fit Starter Package,0,0,,158.65,consumable,NEGLECTED,,,,,,,,
TECH331,Muller Trend Binder with 6mm Hinge,0,0,,351.27,consumable,NEGLECTED,,,,,,,,
TECH330,Shoei 35/55mm Tri-Creaser Fast Fit Shortened Version,0,0,,121.9,consumable,NEGLECTED,,,,,,,,
TECH329,Shoei 35/65mm Tri-Creaser Fast Fit Shortened Version,0,0,,147.72,consumable,NEGLECTED,,,,,,,,
TECH328,H&H 20mm Tri-Creaser Fast Fit,0,0,,104.2,consumable,NEGLECTED,,,,,,,,
TECH327,H&H Tri-Creaser Easy Fit - 50mm I/D - 67.5mm O/D,0,0,,88.64,consumable,NEGLECTED,,,,,,,,
TECH325,Shoei 65mm Tri-Creaser Fast Fit with Fixed Female Component,0,0,,108.88,consumable,NEGLECTED,,,,,,,,
TECH324,Kolbus Support Rollers 60mm (pair),0,0,,42.24,consumable,NEGLECTED,,,,,,,,
TECH323,Micro-Perf MBO 40mm Shaft,0,0,,125.62,consumable,NEGLECTED,,,,,,,,
TECH322,Shoei 65 Fast Fit,0,0,,128.97,consumable,NEGLECTED,,,,,,,,
TECH321,Shoei 65mm Gripper Boss Support Rollers,0,0,,25.05,consumable,NEGLECTED,,,,,,,,
TECH320,Shoei 55mm Gripper Boss Support Rollers,0,0,,31.17,consumable,NEGLECTED,,,,,,,,
TECH319,Multi-Tool Blade Holder - H&H - 45mm I/D,0,0,,153.43,consumable,NEGLECTED,,,,,,,,
TECH318,35mm Gripper Boss Support Rollers,0,0,,34.82,consumable,NEGLECTED,,,,,,,,
TECH317T,15mm Support Rollers Shoei/Morgana. Gripper part only,0,0,,9.85,consumable,NEGLECTED,,,,,,,,
TECH317,Miniature 15mm I/D Shoei Gripper Boss Support Rollers,0,0,,31.23,consumable,NEGLECTED,,,,,,,,
TECH316,Horizon VP-66 Starter Package (4x Male 4x Female Component),0,0,,271.29,consumable,NEGLECTED,,,,,,,,
TECH315,Muller Trend Binder,0,0,,422.01,consumable,NEGLECTED,,,,,,,,
TECH314,30mm Adjustable Spine & Hinge Creaser,0,0,,345.13,consumable,NEGLECTED,,,,,,,,
TECH312SP,Modified Spacer for Muller Adjustable Binder 6 Crease,0,0,,12.76,consumable,NEGLECTED,,,,,,,,
TECH312,Muller Adjustable Binder - 6 Creaser Set,0,0,,219.08,consumable,NEGLECTED,,,,,,,,
TECH311,Kolbus Binder 60mm - 6 Creaser Set,0,0,,327.51,consumable,NEGLECTED,,,,,,,,
TECH310,35mm Standard Adjustable Spine & Hinge Creaser,0,0,,242.99,consumable,NEGLECTED,,,,,,,,
TECH309,Shoei 65mm O/D Multi-Tool Nylon Sleeve Holder Set,0,0,,96.63,consumable,NEGLECTED,,,,,,,,
TECH308,Shoei 55mm O/D Multi-Tool Nylon Sleeve Holder Set,0,0,,97.38,consumable,NEGLECTED,,,,,,,,
TECH307,Shoei 65mm O/D Multi-Tool Blade Holder,0,0,,111.48,consumable,NEGLECTED,,,,,,,,
TECH306,Shoei 55mm O/D Multi-Tool Blade Holder,0,0,,72.08,consumable,NEGLECTED,,,,,,,,
TECH304,36mm Multi-Tool Creasing Cassette,0,0,,117.16,consumable,NEGLECTED,,,,,,,,
TECH303,Fast-Fit Shoei Tri-Creaser - 15mm I/D (old style),0,0,,82.14,consumable,NEGLECTED,,,,,,,,
TECH302,Kora Card Tip Easy-Fit Tri-Creaser,0,0,,141.69,consumable,NEGLECTED,,,,,,,,
TECH300,25mm Chinese Fast-Fit Tri-Creaser,0,0,,95.8,consumable,NEGLECTED,,,,,,,,
TECH299,30mm Chinese Fast-Fit Tri-Creaser,0,0,,139.48,consumable,NEGLECTED,,,,,,,,
TECH298,35mm Chinese Fast-Fit Tri-Creaser,0,0,,79.03,consumable,NEGLECTED,,,,,,,,
TECH297,Horizon Japanese 6 Creaser Set,0,0,,62,consumable,NEGLECTED,,,,,,,,
TECH296,40mm Multi-Tool MBO 58mm O/D,0,0,,119.3,consumable,NEGLECTED,,,,,,,,
TECH293,GUK Multi-Tool Creasing Cassette,0,0,,58.1,consumable,NEGLECTED,,,,,,,,
TECH292M,H&H 30mm Male Only,0,0,,25.89,consumable,NEGLECTED,,,,,,,,
TECH292F,H&H 30mm Female Only,0,0,,36.31,consumable,NEGLECTED,,,,,,,,
TECH292,H&H 30mm Fast-Fit Tri-Creaser,0,0,,38.74,consumable,NEGLECTED,,,,,,,,
TECH291,Rosback Fast-Fit Tri-Creaser,0,0,,77.46,consumable,NEGLECTED,,,,,,,,
TECH290M,Male Only H&H 35mm Fast Fit,0,0,,39.63,consumable,NEGLECTED,,,,,,,,
TECH290C,Collar Only H&H 35mm Fast Fit,0,0,,19.7,consumable,NEGLECTED,,,,,,,,
TECH290,H&H 35mm Fast-Fit Tri-Creaser,0,0,,51.19,consumable,NEGLECTED,,,,,,,,
TECH288MA,Fast Fit male Rollem,0,0,,53.26,consumable,NEGLECTED,,,,,,,,
TECH288F,Rollem Female Crease Rings .Plastic,0,0,,0,consumable,NEGLECTED,,,,,,,,
TECH288C,Rollem Fast Fit Collars Only (no lug),0,0,,14.64,consumable,NEGLECTED,,,,,,,,
TECH288,Rollem Fast-Fit Tri-Creaser,0,0,,96.54,consumable,NEGLECTED,,,,,,,,
TECH287C,Collar Only for Large Baum Fast Fit,0,0,,19.18,consumable,NEGLECTED,,,,,,,,
TECH287,Large Baum Fast Fit,0,0,,148.53,consumable,NEGLECTED,,,,,,,,
TECH286,Small Baum Fast Fit,0,0,,117.71,consumable,NEGLECTED,,,,,,,,
TECH285,MB 20mm Fast Fit,0,0,,50.52,consumable,NEGLECTED,,,,,,,,
TECH284,Stahl 20mm Easy-Fit Tri-Creaser,0,0,,77.18,consumable,NEGLECTED,,,,,,,,
TECH283,Shoei 65mm Fast-Fit Tri-Creaser,0,0,,72.72,consumable,NEGLECTED,,,,,,,,
TECH282F,GUK Fast Fit 35/59.4mm Female Only,0,0,,51.4,consumable,NEGLECTED,,,,,,,,
TECH282,GUK 59.4mm O/D Fast Fit Tri-Creaser,0,0,,82.18,consumable,NEGLECTED,,,,,,,,
TECH281C,Collars Only Shoei Fast Fit 55mm O/D,0,0,,12.54,consumable,NEGLECTED,,,,,,,,
TECH281,Shoei Fast Fit 55mm,0,0,,90.6,consumable,NEGLECTED,,,,,,,,
TECH280V,V Groove Gripper Band,0,0,,4.95,consumable,NEGLECTED,,,,,,,,
TECH279,Horizon 20mm Multi-Tool Creasing Cassette,0,0,,44.15,consumable,NEGLECTED,,,,,,,,
TECH278M,Male Only Horizon Fast Fit,0,0,,36.46,consumable,NEGLECTED,,,,,,,,
TECH278F,Horizon 20mm Fast Fit Female Only,0,0,,39.6,consumable,NEGLECTED,,,,,,,,
TECH278,Horizon 20mm Fast-Fit Tri-Creaser,0,0,,69.24,consumable,NEGLECTED,,,,,,,,
TECH277,Muller Easy-Binder Extension Bottom - 5mm Hinge,0,0,,50,consumable,NEGLECTED,,,,,,,,
TECH276,36mm Standard Adjustable Spine & Hinge Creaser - Agor Versio,0,0,,186.32,consumable,NEGLECTED,,,,,,,,
TECH274,GUK 35mm 2 Set Multi-Tool Black and Blue Nylon Sleeve Holder,0,0,,29.66,consumable,NEGLECTED,,,,,,,,
TECH273C,Sleeve Holder Only,0,0,,12.5,consumable,NEGLECTED,,,,,,,,
TECH273A,30mm Black Only Nylon + Sleeve Holsder,0,0,,33.54,consumable,NEGLECTED,,,,,,,,
TECH273,30mm 2 Set Multi-Tool Black and Blue Nylon Sleeve Holder,0,0,,73.1,consumable,NEGLECTED,,,,,,,,
TECH272,25mm 2 Set Multi-Tool Black and Blue Nylon Sleeve Holder,0,0,,74.29,consumable,NEGLECTED,,,,,,,,
TECH271,35mm 2 set Multi-Tool Nylon Sleeve Holders (Black and Blue),0,0,,68.47,consumable,NEGLECTED,,,,,,,,
TECH270,30mm Multi-Tool Creasing Cassette,0,0,,93.49,consumable,NEGLECTED,,,,,,,,
TECH269,25mm Multi-Tool Creasing Cassette,0,0,,36.79,consumable,NEGLECTED,,,,,,,,
TECH267,25mm Fast-Fit Tri-Creaser with lugs,0,0,,101.67,consumable,NEGLECTED,,,,,,,,
TECH266F,30mm Fast Fit Female Only,0,0,,35,consumable,NEGLECTED,,,,,,,,
TECH266B,30mm MBO Blue Plastic Creaser,0,0,,4.6,consumable,NEGLECTED,,,,,,,,
TECH266,30mm Fast-Fit Tri-Creaser with lugs - DISCONTINUED,0,0,,64.61,consumable,NEGLECTED,,,,,,,,
TECH265,USA Horizon Micro-Perforator - 20mm,0,0,,120.1,consumable,NEGLECTED,,,,,,,,
TECH264,36mm Fast-Fit Tri-Creaser with Female Bearing Component,0,0,,203.53,consumable,NEGLECTED,,,,,,,,
TECH262,Agor Digi Easy-Fit Tri-Creaser,0,0,,95,consumable,NEGLECTED,,,,,,,,
TECH261,36mm CP-AP Nylon Sleeve Holder,0,0,,35.47,consumable,NEGLECTED,,,,,,,,
TECH260,100mm O/D Web Creaser,0,0,,137.35,consumable,NEGLECTED,,,,,,,,
TECH259,Multi-Tool Nylon Sleeve Holder - 20mm - Horizon,0,0,,46.04,consumable,NEGLECTED,,,,,,,,
TECH258,Multi-Tool 35mm Creasing Cassette - Bearing Female Component,0,0,,58.1,consumable,NEGLECTED,,,,,,,,
TECH257,Card Folding Tri-Creaser - USA,0,0,,222.38,consumable,NEGLECTED,,,,,,,,
TECH256,Rollem Easy-Fit Tri-Creaser with Female Bearing Component,0,0,,183.1,consumable,NEGLECTED,,,,,,,,
TECH255M,Fast Fit 35mm Male Only (with lugs),0,0,,29.28,consumable,NEGLECTED,,,,,,,,
TECH255F,Fast Fit 35mm Female Only,0,0,,26.5,consumable,NEGLECTED,,,,,,,,
TECH255,Fast-Fit 35mm Tri-Creaser with lugs & Bearing Female,0,0,,96.23,consumable,NEGLECTED,,,,,,,,
TECH254,36mm Double Kiss-Cutting Unit,0,0,,85.44,consumable,NEGLECTED,,,,,,,,
TECH253,Muller Spine-Creaser Groove Cutting Unit,0,0,,22.38,consumable,NEGLECTED,,,,,,,,
TECH248MOD,Support Rollers (when black gripper applied 50.7 O/D),0,0,,12.29,consumable,NEGLECTED,,,,,,,,
TECH248,50.5mm Muller Gripper Boss Support Roller,0,0,,32.93,consumable,NEGLECTED,,,,,,,,
