product_code,standard_price,show_in_distributor_portal
MT-HH/35/PERF-OPTION-1,498,TRUE
MT-HH/35/CUTTING-OPTION-2,450,TRUE
MT-HH/35,709,TRUE
MT-HH/30/PERF-OPTION-1,450,TRUE
MT-HH/30/CUTTING-OPTION-2,450,TRUE
MT-HH/30,709,TRUE
MT-HH/25/CUTTING-OPTION-2,450,TRUE
MT-GUK/COMBO-01,1132,TRUE
MT-GUK/COMBO,1132,TRUE
MT-GUK/35/PERF-OPTION-1,498,TRUE
MT-GUK/35/CUTTING-OPTION-2,450,TRUE
MT-GUK/35,709,TRUE
MT-GUK/25/CUTTING-OPTION-2,450,TRUE
MT-CR/SH-65-CAS,432,TRUE
MT-CR/GU-CAS-01,432,TRUE
MT-CR/GU-CAS,450,TRUE
MT-CR/BF-28-CAS,450,TRUE
MT-CR/36-CAS,432,TRUE
MT-CR/35-CAS-FIX,432,TRUE
MT-CR/35-CAS-01,432,TRUE
MT-CR/30-CAS-01,432,TRUE
MT-CR/30-CAS,432,TRUE
MT-CR/25-CAS-01,432,TRUE
MT-BH-SH/65,291,TRUE
MT-BH-HO/20,291,TRUE
MT-BH-HH/35,291,TRUE
MT-BH-HH/30,291,TRUE
MT-BH-BF/28,291,TRUE
MT-BH-04/30,291,TRUE
MT-BH-03/25,291,TRUE
MT-BH-02/35,291,TRUE
MT-BH-01/36,291,TRUE
MT-BF/COMBO-28-01,1132,TRUE
MT-BF/COMBO-28,1132,TRUE
MT-BF/28/PERF-OPTION-1,498,TRUE
MT-BF/28/CUTTING-OPTION-2,450,TRUE
MT-BF/28,709,TRUE
MT-04/PERF-OPTION-1,498,TRUE
MT-04/CUTTING-OPTION-2,450,TRUE
MT-04/COMBO-01,1132,TRUE
MT-04/COMBO,1132,TRUE
MT-04,709,TRUE
MT-03/PERF-OPTION-1,498,TRUE
MT-03/CUTTING-OPTION-2,450,TRUE
MT-03/COMBO-01-B,1132,TRUE
MT-03/COMBO-01,1132,TRUE
MT-03/COMBO,1132,TRUE
MT-03,709,TRUE
MT-02/PERF-OPTION-1,498,TRUE
MT-02/CUTTING-OPTION-2,450,TRUE
MT-02/COMBO-FIX-01-B,1132,TRUE
MT-02/COMBO-FIX-01,1132,TRUE
MT-02/COMBO-FIX,1132,TRUE
MT-02/COMBO-01-B,1132,TRUE
MT-02/COMBO-01,1132,TRUE
MT-02/COMBO,1132,TRUE
MT-02,709,TRUE
MT-01/PERF-OPTION-1,498,TRUE
MT-01/CUTTING-OPTION-2,450,TRUE
MT-01/COMBO-01,1132,TRUE
MT-01/COMBO,1132,TRUE
MT-01,709,TRUE
MPB-ST/MAILER-52,50,TRUE
MPB-ST/MAILER-25,50,TRUE
MPB-ST/MAILER-17,50,TRUE
MPB-ROS-BA-72,50,TRUE
MPB-ROS-BA-52,50,TRUE
MPB-ROS-BA-25,50,TRUE
MPB-ROS-BA-17,50,TRUE
MPB-MB-72,50,TRUE
MPB-MB-52,50,TRUE
MPB-MB-25,50,TRUE
MPB-MB-17,50,TRUE
MPB-8-HOR,50,TRUE
MPB-8,50,TRUE
MPB-72-GUK,50,TRUE
MPB-72/BF/22MM,50,TRUE
MPB-72/30MM,50,TRUE
MPB-72/25MM,50,TRUE
MPB-72,50,TRUE
MPB-7,50,TRUE
MPB-6-HOR,50,TRUE
MPB-52-HH/30MM,50,TRUE
MPB-52-GUK,50,TRUE
MPB-52/WEB,135,TRUE
MPB-52/SH-65,50,TRUE
MPB-52/SH-55,50,TRUE
MPB-52/RO,50,TRUE
MPB-52/MF-40,50,TRUE
MPB-52/BF/28MM,50,TRUE
MPB-52/BF/22MM,50,TRUE
MPB-52/50MM,50,TRUE
MPB-52/46MM,50,TRUE
MPB-52/30MM,50,TRUE
MPB-52/25MM,50,TRUE
MPB-52,50,TRUE
MPB-5,50,TRUE
MPB-40/WEB,135,TRUE
MPB-40/4SHEET,50,TRUE
MPB-40/30MM,50,TRUE
MPB-40,50,TRUE
MPB-36-HOR,50,TRUE
MPB-30-HOR,50,TRUE
MPB-26,50,TRUE
MPB-25-HH/30MM,50,TRUE
MPB-25-GUK,50,TRUE
MPB-25/WEB,135,TRUE
MPB-25/SH-65,50,TRUE
MPB-25/SH-55,50,TRUE
MPB-25/RO,50,TRUE
MPB-25/MO,50,TRUE
MPB-25/MF-40,50,TRUE
MPB-25/BF/28MM,50,TRUE
MPB-25/BF/22MM,50,TRUE
MPB-25/50MM,50,TRUE
MPB-25/4SHEET,50,TRUE
MPB-25/46MM,50,TRUE
MPB-25/30MM,50,TRUE
MPB-25/25MM,50,TRUE
MPB-25,50,TRUE
MPB-17-HH/30MM,50,TRUE
MPB-17-GUK,50,TRUE
MPB-17/WEB,135,TRUE
MPB-17/RO,50,TRUE
MPB-17/MF-40,50,TRUE
MPB-17/CSP,50,TRUE
MPB-17/BF/28MM,50,TRUE
MPB-17/BF/22MM,50,TRUE
MPB-17/50MM,50,TRUE
MPB-17/4SHEET,50,TRUE
MPB-17/46MM,50,TRUE
MPB-17/30MM,50,TRUE
MPB-17/25MM,50,TRUE
MPB-17,50,TRUE
MPB-16-HOR,50,TRUE
MPB-12-HH/30,50,TRUE
MPB-12-GUK,50,TRUE
MPB-12/RO,50,TRUE
MPB-12/MF-40,50,TRUE
MPB-12/CSP,50,TRUE
MPB-12/BF/22MM,50,TRUE
MPB-12/30MM,50,TRUE
MPB-12/25MM,50,TRUE
MPB-12,50,TRUE
MPB-10/25MM,50,TRUE
MOULD-97,11,TRUE
MOULD-96,15,TRUE
MOULD-93X,11,TRUE
MOULD-93,11,TRUE
MOULD-92X,11,TRUE
MOULD-92,11,TRUE
MOULD-91X,11,TRUE
MOULD-91B,11,TRUE
MOULD-91,11,TRUE
MOULD-90B,14,TRUE
MOULD-90A,11,TRUE
MOULD-90,11,TRUE
MOULD-89B,11,TRUE
MOULD-89,11,TRUE
MOULD-88BL,11,TRUE
MOULD-88,11,TRUE
MOULD-87,11,TRUE
MOULD-86X-Y,11,TRUE
MOULD-86X,11,TRUE
MOULD-86B-XY,14,TRUE
MOULD-86,11,TRUE
MOULD-85,15,TRUE
MOULD-83,11,TRUE
MOULD-82-X,11,TRUE
MOULD-82,11,TRUE
MOULD-80,11,TRUE
MOULD-79B,11,TRUE
MOULD-79,11,TRUE
MOULD-78B,14,TRUE
MOULD-78,11,TRUE
MOULD-77B,11,TRUE
MOULD-77,11,TRUE
MOULD-76,11,TRUE
MOULD-75,11,TRUE
MOULD-74,11,TRUE
MOULD-73,11,TRUE
MOULD-72XH&H,11,TRUE
MOULD-72,11,TRUE
MOULD-71,11,TRUE
MOULD-70,11,TRUE
MOULD-66B-SX,11,TRUE
MOULD-66B,14,TRUE
MOULD-66,11,TRUE
MOULD-65B-SX,11,TRUE
MOULD-65B,14,TRUE
MOULD-65,11,TRUE
MOULD-64B-SX,11,TRUE
MOULD-64B,14,TRUE
MOULD-64,11,TRUE
MOULD-63,11,TRUE
MOULD-62,11,TRUE
MOULD-61,11,TRUE
MOULD-60,27,TRUE
MOULD-59,11,TRUE
MOULD-58B,11,TRUE
MOULD-58,11,TRUE
MOULD-57B,11,TRUE
MOULD-57,11,TRUE
MOULD-56B,11,TRUE
MOULD-56,14,TRUE
MOULD-55,11,TRUE
MOULD-54B,11,TRUE
MOULD-54,11,TRUE
MOULD-53B,14,TRUE
MOULD-53,11,TRUE
MOULD-52B,11,TRUE
MOULD-52,11,TRUE
MOULD-51,11,TRUE
MOULD-50B,11,TRUE
MOULD-50,11,TRUE
MOULD-49B,11,TRUE
MOULD-49,11,TRUE
MOULD-48B,11,TRUE
MOULD-48,11,TRUE
MOULD-47,11,TRUE
MOULD-46B,11,TRUE
MOULD-46,11,TRUE
MOULD-45B,14,TRUE
MOULD-45,11,TRUE
MOULD-44B,11,TRUE
MOULD-44,11,TRUE
MOULD-43,11,TRUE
MOULD-41,11,TRUE
MOULD-40,11,TRUE
MOULD-39,11,TRUE
MOULD-38,15,TRUE
MOULD-37,11,TRUE
MOULD-36,28,TRUE
MOULD-35,11,TRUE
MOULD-34,15,TRUE
MOULD-33A,15,TRUE
MOULD-33,15,TRUE
MOULD-32,11,TRUE
MOULD-31,11,TRUE
MOULD-30,11,TRUE
MOULD-29B,11,TRUE
MOULD-29,11,TRUE
MOULD-28,11,TRUE
MOULD-27,11,TRUE
MOULD-26,27,TRUE
MOULD-25,15,TRUE
MOULD-24,27,TRUE
MOULD-23,27,TRUE
MOULD-22,27,TRUE
MOULD-199,11,TRUE
MOULD-198,11,TRUE
MOULD-197,11,TRUE
MOULD-189,11,TRUE
MOULD-188,11,TRUE
MOULD-187,11,TRUE
MOULD-186,14,TRUE
MOULD-185,11,TRUE
MOULD-184,11,TRUE
MOULD-182,11,TRUE
MOULD-181,11,TRUE
MOULD-180,11,TRUE
MOULD-18,11,TRUE
MOULD-17B,14,TRUE
MOULD-179,11,TRUE
MOULD-178B,11,TRUE
MOULD-177B,14,TRUE
MOULD-176B,14,TRUE
MOULD-175,11,TRUE
MOULD-174SX,11,TRUE
MOULD-174,11,TRUE
MOULD-173A,11,TRUE
MOULD-173,27,TRUE
MOULD-172A,11,TRUE
MOULD-172,27,TRUE
MOULD-171A,11,TRUE
MOULD-171,27,TRUE
MOULD-170X,15,TRUE
MOULD-170,15,TRUE
MOULD-17,11,TRUE
MOULD-16B,11,TRUE
MOULD-169X,11,TRUE
MOULD-169,11,TRUE
MOULD-167X,11,TRUE
MOULD-167,15,TRUE
MOULD-164-DM,11,TRUE
MOULD-164C,11,TRUE
MOULD-164B-30MM,14,TRUE
MOULD-164B,14,TRUE
MOULD-164A,11,TRUE
MOULD-164-25MM,11,TRUE
MOULD-164,11,TRUE
MOULD-163B,14,TRUE
MOULD-163,11,TRUE
MOULD-162B,14,TRUE
MOULD-162,11,TRUE
MOULD-161B,14,TRUE
MOULD-161,11,TRUE
MOULD-160B,14,TRUE
MOULD-160,11,TRUE
MOULD-16,11,TRUE
MOULD-159B,14,TRUE
MOULD-159,11,TRUE
MOULD-158BLK,11,TRUE
MOULD-158B,14,TRUE
MOULD-158,11,TRUE
MOULD-157B,14,TRUE
MOULD-157,11,TRUE
MOULD-156B,14,TRUE
MOULD-156,11,TRUE
MOULD-155B,14,TRUE
MOULD-155,11,TRUE
MOULD-154,27,TRUE
MOULD-153,27,TRUE
MOULD-152B,14,TRUE
MOULD-152,11,TRUE
MOULD-151,11,TRUE
MOULD-150,11,TRUE
MOULD-15,11,TRUE
MOULD-149,11,TRUE
MOULD-148,11,TRUE
MOULD-147B,11,TRUE
MOULD-147,11,TRUE
MOULD-146B,14,TRUE
MOULD-146,11,TRUE
MOULD-145B-X,14,TRUE
MOULD-145,11,TRUE
MOULD-144X,11,TRUE
MOULD-144B-X,14,TRUE
MOULD-144,11,TRUE
MOULD-143X,11,TRUE
MOULD-143B-X,14,TRUE
MOULD-143,11,TRUE
MOULD-142X,11,TRUE
MOULD-142B-X,14,TRUE
MOULD-142,11,TRUE
MOULD-141X,11,TRUE
MOULD-141B-X,14,TRUE
MOULD-141,11,TRUE
MOULD-140X,11,TRUE
MOULD-140B-X,11,TRUE
MOULD-140,11,TRUE
MOULD-14,11,TRUE
MOULD-139SB,11,TRUE
MOULD-139B-X,11,TRUE
MOULD-139,11,TRUE
MOULD-138SB,11,TRUE
MOULD-138B-X,14,TRUE
MOULD-138,11,TRUE
MOULD-137SB,11,TRUE
MOULD-137B-X,14,TRUE
MOULD-137,11,TRUE
MOULD-136SB,11,TRUE
MOULD-136B-SX,14,TRUE
MOULD-136,11,TRUE
MOULD-135SB,11,TRUE
MOULD-135B-SX,11,TRUE
MOULD-135,11,TRUE
MOULD-134SB,11,TRUE
MOULD-134B-SX,14,TRUE
MOULD-134,11,TRUE
MOULD-133B,11,TRUE
MOULD-133,11,TRUE
MOULD-132B,11,TRUE
MOULD-132,11,TRUE
MOULD-131B,14,TRUE
MOULD-131,11,TRUE
MOULD-130,11,TRUE
MOULD-13,11,TRUE
MOULD-129,11,TRUE
MOULD-128,11,TRUE
MOULD-127X,11,TRUE
MOULD-127SB,11,TRUE
MOULD-127PI,11,TRUE
MOULD-127B-SX,14,TRUE
MOULD-127B-SB,14,TRUE
MOULD-127B-PI,14,TRUE
MOULD-127B,14,TRUE
MOULD-127,11,TRUE
MOULD-126X,11,TRUE
MOULD-126SB,11,TRUE
MOULD-126PI,11,TRUE
MOULD-126B-SX,14,TRUE
MOULD-126B-SB,14,TRUE
MOULD-126B-PI,14,TRUE
MOULD-126B,14,TRUE
MOULD-126,11,TRUE
MOULD-125X,11,TRUE
MOULD-125SB,11,TRUE
MOULD-125PI,11,TRUE
MOULD-125B-SX,14,TRUE
MOULD-125B-SB,14,TRUE
MOULD-125B-PI,14,TRUE
MOULD-125B,14,TRUE
MOULD-125,11,TRUE
MOULD-124-SX,11,TRUE
MOULD-124BSX,14,TRUE
MOULD-124,11,TRUE
MOULD-123-SX,11,TRUE
MOULD-123BSX,14,TRUE
MOULD-123,11,TRUE
MOULD-122-SX,11,TRUE
MOULD-122BSX,14,TRUE
MOULD-122,11,TRUE
MOULD-121SB,11,TRUE
MOULD-121B-SB,14,TRUE
MOULD-121,11,TRUE
MOULD-120SB,11,TRUE
MOULD-120B-SB,14,TRUE
MOULD-120,11,TRUE
MOULD-12,11,TRUE
MOULD-119SB,11,TRUE
MOULD-119B-SB,14,TRUE
MOULD-119,11,TRUE
MOULD-118SB,11,TRUE
MOULD-118-BX,14,TRUE
MOULD-118B-SB,14,TRUE
MOULD-118B,11,TRUE
MOULD-118,11,TRUE
MOULD-117SB,11,TRUE
MOULD-117-BX,14,TRUE
MOULD-117B-SB,14,TRUE
MOULD-117B,14,TRUE
MOULD-117,11,TRUE
MOULD-116,11,TRUE
MOULD-115X,11,TRUE
MOULD-115,11,TRUE
MOULD-114X,11,TRUE
MOULD-114SB,11,TRUE
MOULD-114B-XTRA,14,TRUE
MOULD-114,11,TRUE
MOULD-113X,11,TRUE
MOULD-113SB,11,TRUE
MOULD-113B-XTRA,14,TRUE
MOULD-113B-SB,11,TRUE
MOULD-113,11,TRUE
MOULD-112B,14,TRUE
MOULD-112,11,TRUE
MOULD-111B,14,TRUE
MOULD-111,11,TRUE
MOULD-110B,14,TRUE
MOULD-110,11,TRUE
MOULD-10A,11,TRUE
MOULD-109B,14,TRUE
MOULD-109,11,TRUE
MOULD-108B,14,TRUE
MOULD-108,11,TRUE
MOULD-107B,14,TRUE
MOULD-107,11,TRUE
MOULD-106,11,TRUE
MOULD-105BK,11,TRUE
MOULD-105B,14,TRUE
MOULD-105,11,TRUE
MOULD-104SB,11,TRUE
MOULD-104B-XTRA,14,TRUE
MOULD-104,11,TRUE
MOULD-103X,11,TRUE
MOULD-103,11,TRUE
MOULD-102SB,11,TRUE
MOULD-102-BX,14,TRUE
MOULD-102B-SB,14,TRUE
MOULD-102B,11,TRUE
MOULD-102,11,TRUE
MOULD-101B,14,TRUE
MOULD-101,11,TRUE
MOULD-10,11,TRUE
MOULD-09,11,TRUE
MOULD--08,11,TRUE
MOULD-07,11,TRUE
MOULD-06,11,TRUE
MOULD-05,27,TRUE
MOULD-03,11,TRUE
MOULD-02A,15,TRUE
MOULD-02,11,TRUE
MOULD-01A,15,TRUE
MOULD-01,27,TRUE
MB-SPRING,11,TRUE
MB-GB-01,100,TRUE
M6X4.2MMSCREW,3.5,TRUE
M4X6MMBESPOKESCREW,3.5,TRUE
M3X5.8-TORX-SCREW,3.5,TRUE
KC-01-36,382,TRUE
KB-GB-94,518,TRUE
JV-PERF-009,50,TRUE
JV-PERF-006,50,TRUE
JV-PERF-003,50,TRUE
HO-ST/YE-PC,22,TRUE
HO-ST/WH-PC,22,TRUE
HO-ST/BL-PC,22,TRUE
HO-ST/BK-PC,22,TRUE
HORIZON-VP-66/02,1810,TRUE
HORIZON-50/01,1270,TRUE
HO-GB-03,100,TRUE
HO-GB-02/VP-66,100,TRUE
HO-GB-01,100,TRUE
GRIP-WHITE-01,11,TRUE
GRIP-003,11,TRUE
GB-WO/98,142,TRUE
GB-ST/25-FP,100,TRUE
GB-SM/35-FP,100,TRUE
GB-ROS,100,TRUE
GB-RO,100,TRUE
GB-PET/40-FP,100,TRUE
GB-MF/40-FP,100,TRUE
GB-MF/30-FP,100,TRUE
GB-KB/26-FP,100,TRUE
GB-GUK-35,100,TRUE
GB-CSM/25-FP,100,TRUE
GB-CSJ/30-FP,100,TRUE
GB-BF/22,100,TRUE
FF-ZA/40-FP,640,TRUE
FF-STA-ST/25-FIX-01,418,TRUE
FF-STA-ST/25-FIX,520,TRUE
FF-STA-SM/35-FIX,520,TRUE
FF-STA-MF/30-FIX,520,TRUE
FF-ST/25-FP-DSF-01-B,850,TRUE
FF-ST/25-FP-B,640,TRUE
FF-ST/25-FP-01-B,640,TRUE
FF-ST/25-FP-01,640,TRUE
FF-ST/25-FP,640,TRUE
FF-ST/25-FIX-B,640,TRUE
FF-ST/25-FIX-01-B,640,TRUE
FF-ST/25-FIX-01,640,TRUE
FF-ST/25-FIX,640,TRUE
FF-ST/25-DSF,486,TRUE
FF-SMY/30-FP-01,640,TRUE
FF-SM/35-LG-DSF,486,TRUE
FF-SM/35-FP-DSF-01-B,850,TRUE
FF-SM/35-FP-B,640,TRUE
FF-SM/35-FP-02-OB,640,TRUE
FF-SM/35-FP-01-EXH,850,TRUE
FF-SM/35-FP-01-B,640,TRUE
FF-SM/35-FP-01,640,TRUE
FF-SM/35-FP,640,TRUE
FF-SM/35-FIX-B,640,TRUE
FF-SM/35-FIX-01-B-V,640,TRUE
FF-SM/35-FIX-01-B,640,TRUE
FF-SM/35-FIX-01,640,TRUE
FF-SM/35-FIX,640,TRUE
FF-SM/35-DSF-SV,850,TRUE
FF-SM/35-DSF,486,TRUE
FF-SH/65-FP-SV,640,TRUE
"FF-SH/65-FP/1.5""",640,TRUE
FF-SH/65-FP,640,TRUE
FF-SH/65-FIX,640,TRUE
FF-SH/65-45-FP,640,TRUE
FF-SH/55-FP-SV,640,TRUE
FF-SH/55-FP,640,TRUE
FF-SH/15-FP-01-B-PACK,539,TRUE
FF-SH/15-FP-01-B,451,TRUE
FF-RS-FP-01,640,TRUE
FF-ROS/25-FP-DSF-01-B,850,TRUE
FF-ROS/25-FP-01-B,640,TRUE
FF-ROS/25-FP-01,640,TRUE
FF-ROS/25-FP,640,TRUE
FF-ROS/25-DSF,486,TRUE
FF-RO/25-FP-SV,640,TRUE
FF-RO/25-FP-DSF-01-B,850,TRUE
FF-RO/25-FP-01,640,TRUE
FF-RO/25-FP,640,TRUE
FF-RO/25-DSF,486,TRUE
FF-PI/27-FIX-01,640,TRUE
FF-PET/40-FP-DSF-01-B,850,TRUE
FF-PC-ZA/40-Y,22,TRUE
FF-PC-ZA/40-B,22,TRUE
FF-PC-SH/65-Y,22,TRUE
FF-PC-SH/55-Y,22,TRUE
FF-PC-SH/55-B,22,TRUE
FF-PC-SH/55-ADJ-Y,22,TRUE
FF-PC-ROS/25-B,22,TRUE
FF-PC-RO/25-Y,22,TRUE
FF-PC-RO/25-R,22,TRUE
FF-PC-RO/25-B,22,TRUE
FF-PC-MB/20-Y,22,TRUE
FF-PC-MB/20,22,TRUE
FF-PC-HO/50-Y,22,TRUE
FF-PC-HO/50-R,22,TRUE
FF-PC-HO/50-B,22,TRUE
FF-PC-HO/50,22,TRUE
FF-PC-HH/35,22,TRUE
FF-PC-HH/30-Y,22,TRUE
FF-PC-GU/35-Y,22,TRUE
FF-PC-GU/35-R,22,TRUE
FF-PC-GU/35-B,22,TRUE
FF-PC-BF/28-Y,22,TRUE
FF-PC-BF/28-R,22,TRUE
FF-PC-BF/28-B,22,TRUE
FF-PC/DM-Y,22,TRUE
FF-PC/DM-R,22,TRUE
FF-PC/DM-B,22,TRUE
FF-PC/35-Y,22,TRUE
FF-PC/35-R,22,TRUE
FF-PC/35-B,22,TRUE
FF-PC/35,22,TRUE
FF-PC/30-Y,22,TRUE
FF-PC/30-R,22,TRUE
FF-PC/30-B,22,TRUE
FF-PC/30,22,TRUE
FF-PC/25-Y,22,TRUE
FF-PC/25-W,22,TRUE
FF-PC/25-R,22,TRUE
FF-PC/25,22,TRUE
FF-MF/40-FP-DSF-01-B,850,TRUE
FF-MF/40-FIX-01,640,TRUE
FF-MF/40-FIX,640,TRUE
FF-MF/40-DSF,850,TRUE
FF-MF/30-FP-DSF-01-B,850,TRUE
FF-MF/30-FP-B,640,TRUE
FF-MF/30-FP-02,670,TRUE
FF-MF/30-FP-01-B,640,TRUE
FF-MF/30-FP-01,640,TRUE
FF-MF/30-FP,640,TRUE
FF-MF/30-FIX-6B,640,TRUE
FF-MF/30-DSF,486,TRUE
FF-MB/20-FP-01,640,TRUE
FF-MB/20-FP,640,TRUE
FF-MB/20FIX-01,640,TRUE
FF-MB/20-FIX,640,TRUE
FF-LO-01,640,TRUE
FF-HO/VP-66-FP,640,TRUE
FF-HO/65-FP,640,TRUE
FF-HO/50-FP-B,640,TRUE
FF-HO/50-FP,640,TRUE
FF-HO/40.2-FP-01,640,TRUE
FF-HO/20-FP-DSF-01-B,850,TRUE
FF-HO/20-DSF,486,TRUE
FF-HH/46-FIX,640,TRUE
FF-HH/40-FIX,640,TRUE
FF-HH/35-FP-DSF-01-B,850,TRUE
FF-HH/35-FP-01,640,TRUE
FF-HH/35-FP,640,TRUE
FF-HH/35-DSF,486,TRUE
FF-HH/30-FIX-3FEM-01,640,TRUE
FF-HH/30-FIX-01-B,640,TRUE
FF-HH/30-FIX-01,640,TRUE
FF-HH/30-FIX,640,TRUE
FF-HH/25-FIX-01-B,640,TRUE
FF-HH/20-FIX,451,TRUE
FF-GW-FP-01-B,451,TRUE
FF-GU/35-FP-X,640,TRUE
FF-GU/35-FP-DSF-01-B,486,TRUE
FF-GU/35-FP-01,640,TRUE
FF-GU/35-FP,640,TRUE
FF-GU/35-FIX-01,640,TRUE
FF-GU/35-DSF,486,TRUE
FF-GA/01-FP-01,640,TRUE
FF-EC-FP,640,TRUE
FF-DU/DSF-FP-03,640,TRUE
FF-DU/DSF-FP-02,640,TRUE
FF-DU/DSF-FP-01,640,TRUE
FF-DSF/ROS-NY-Y,29,TRUE
FF-DSF/ROS-NY-O,29,TRUE
FF-DSF/ROS-NY-B,29,TRUE
FF-DSF/RO-NY-Y,29,TRUE
FF-DSF/RO-NY-R,29,TRUE
FF-DSF/RO-NY-B,29,TRUE
FF-DSF/PET-40-NY-Y,29,TRUE
FF-DSF/PET-40-NY-R,29,TRUE
FF-DSF/PET-40-NY-B,29,TRUE
FF-DSF/HO-20-NY-Y,29,TRUE
FF-DSF/HO-20-NY-R,29,TRUE
FF-DSF/HO-20-NY-B,29,TRUE
FF-DSF/HH-35-NY-Y,29,TRUE
FF-DSF/HH-35-NY-W,29,TRUE
FF-DSF/HH-35-NY-R,29,TRUE
FF-DSF/HH-35-NY-B,29,TRUE
FF-DSF/HH-35-NY,29,TRUE
FF-DSF/GU-35-NY-Y,29,TRUE
FF-DSF/GU-35-NY-W,29,TRUE
FF-DSF/GU-35-NY-R,29,TRUE
FF-DSF/GU-35-NY-B,29,TRUE
FF-DSF/DU-02-NY-Y,29,TRUE
FF-DSF/DU-02-NY-R,29,TRUE
FF-DSF/DU-02-NY-B,29,TRUE
FF-DSF/BF-28-NY-Y,29,TRUE
FF-DSF/BF-28-NY-O,29,TRUE
FF-DSF/BF-28-NY-B,29,TRUE
FF-DSF/35-NY-Y,29,TRUE
FF-DSF/35-NY-W,29,TRUE
FF-DSF/35-NY-R,29,TRUE
FF-DSF/35-NY-B,29,TRUE
FF-DSF/30-NY-Y,29,TRUE
FF-DSF/30-NY-W,29,TRUE
FF-DSF/30-NY-R,29,TRUE
FF-DSF/30-NY-B,29,TRUE
FF-DSF/25-NY-Y,29,TRUE
FF-DSF/25-NY-W,29,TRUE
FF-DSF/25-NY-R,29,TRUE
FF-DSF/25-NY-B,29,TRUE
FF-DSF/20-MB-NY-Y,29,TRUE
FF-DSF/20-MB-NY-W,29,TRUE
FF-DSF/20-MB-NY-R,29,TRUE
FF-DSF/20-MB-NY-B,29,TRUE
FF-DM-FP-01,640,TRUE
FF-DM-FIX-01,640,TRUE
FF-DM-DSF-01-B,640,TRUE
FF-DM-DSF,640,TRUE
FF-BF/28-FP-01,640,TRUE
FF-BF/28-FP,640,TRUE
FF-BF/22-FP-01-B,640,TRUE
FF-BF/22-FP-01,640,TRUE
FF-BF/22-FP,640,TRUE
FF-BF/22-ECO,640,TRUE
FF-36-FP-SV,640,TRUE
FF-36-FP-01,640,TRUE
FF-36-FP,640,TRUE
FF-36-FIX,640,TRUE
FF-36-DSF-SV,850,TRUE
FF-36-DSF,640,TRUE
FF-35-FIX,640,TRUE
FEMALE-MB-20-FIX/OC,328,TRUE
FEMALE-MB20-FIX,328,TRUE
FEMALE-MB/20,328,TRUE
FEMALE-HO/65,328,TRUE
FEMALE-HO/50,328,TRUE
FEMALE-HH/35,328,TRUE
FEMALE-HH/30-FIX,328,TRUE
FEMALE-GUK-59.4/OB,328,TRUE
FEMALE-GUK-35FIX,328,TRUE
FEMALE-GUK-35,328,TRUE
FEMALE-BF/28,328,TRUE
FEMALE-BF/22,328,TRUE
FEMALE-35-FIX,328,TRUE
FEMALE-35,328,TRUE
FEMALE-30-FIX,328,TRUE
FEMALE-30,328,TRUE
FEMALE-25-FIX,328,TRUE
FEMALE-25,328,TRUE
FEMALE-20-FIX,328,TRUE
EF-ST/50-FP,530,TRUE
EF-ST/45-FP,530,TRUE
EF-ST/25-FP-USA,530,TRUE
EF-ST/25-FP-DSF-01-B,670,TRUE
EF-ST/25-FP,530,TRUE
EF-ST/25-DSF,486,TRUE
EF-ST/25-3CREASE,530,TRUE
EF-ST/20-FP-01,530,TRUE
EF-ST/20-FP,530,TRUE
EF-SM/36-FIX,530,TRUE
EF-SM/35-FP-USA,530,TRUE
EF-SM/35-FP-DSF-01-B,670,TRUE
EF-SM/35-FP,530,TRUE
EF-SM/35-FIX,530,TRUE
EF-SM/35-DSF,486,TRUE
EF-SM/35-5CREASE,530,TRUE
EF-SM/35-3CREASE,530,TRUE
EF-SH/35-FP,530,TRUE
EF-SAMC-FP,530,TRUE
EF-ROS/25-FP-01,530,TRUE
EF-ROS/25-FP,530,TRUE
EF-RO/25-DSF,530,TRUE
EF-RO/20-REV,530,TRUE
EF-RO/20-FP,530,TRUE
EF-PIV/32-FIX,530,TRUE
EF-PC-HO/50-Y,22,TRUE
EF-PC-HO/50-B,22,TRUE
EF-PC-HH/67.5-W,22,TRUE
EF-PC-HH/67.5-B,22,TRUE
EF-PC-HH/67.5,22,TRUE
EF-PC-HH/30-Y,22,TRUE
EF-PC-BF/28-Y,22,TRUE
EF-PC-BF/28-R,22,TRUE
EF-PC-BF/28-B,22,TRUE
EF-PC/KORA,22,TRUE
EF-PC/35-Y,22,TRUE
EF-PC/35-R,22,TRUE
EF-PC/35-B,22,TRUE
EF-PC/30-Y,22,TRUE
EF-PC/30-B,22,TRUE
EF-PC/25-Y,22,TRUE
EF-PC/25-B,22,TRUE
EF-MF/40-FIX,530,TRUE
EF-MF/30-FP-DSF-01-B,670,TRUE
EF-MF/30-FP,530,TRUE
EF-MF/30-DSF,486,TRUE
EF-MB/20-FP,530,TRUE
EF-KORA/01-FP,530,TRUE
EF-ITA/25-FP,530,TRUE
EF-HO-ADJ/6C-FP,530,TRUE
EF-HO/65-FP,530,TRUE
EF-HO/50-FP-USA,530,TRUE
EF-HO/50-FP,530,TRUE
EF-HO/30-FP,530,TRUE
EF-HO/25-FP,530,TRUE
EF-HO/20-DSF,486,TRUE
EF-HH/69.5-FP,530,TRUE
EF-HH/67.5-FP-02,530,TRUE
EF-HH/67.5-FP-01,530,TRUE
