Product Code,Description,Type,Category,Old Customer Price (£),New Customer Price (£),Price Change (£),Price Change (%)
MOULD-49B,Tri-Creaser Easy Fit Green Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-50B,Tri-Creaser Easy Fit Red Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-52B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-53B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-54B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-56B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),19.00,26.00,7.00,36.8
MOULD-57B,Tri-Creaser Easy Fit Green Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-58B,Tri-Creaser Easy Fit Red Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-64B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),26.00,26.00,0.00,0.0
MOULD-65B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,consumable,Rubber Creasing Band - Digital Version (Softer),26.00,26.00,0.00,0.0
MOULD-66B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),26.00,26.00,0.00,0.0
MOULD-78B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-79B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-89B,Yellow EnduraCrease Split Creasing Rib,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD-90B,Blue EnduraCrease Split Creasing Rib,consumable,Rubber Creasing Band - Digital Version (Softer),23.00,26.00,3.00,13.0
MOULD--08,Red Dot Insert - for 25/30mm Shaft,consumable,Rubber Creasing Band (Inserts - older style),15.00,20.00,5.00,33.3
MOULD-03,Small Creasing Insert for Eurofold Standard Tri-Creaser,consumable,Rubber Creasing Band (Inserts - older style),15.00,20.00,5.00,33.3
MOULD-06,Red/Yellow Dot Insert - for MB - 34mm O/D 0.75mm Thick,consumable,Rubber Creasing Band (Inserts - older style),15.00,20.00,5.00,33.3
MOULD-07,Green Dot Insert - for MB - 34mm O/D 1.0mm Thick,consumable,Rubber Creasing Band (Inserts - older style),15.00,20.00,5.00,33.3
MOULD-09,Pink Dot Insert - for 25/30mm Shaft,consumable,Rubber Creasing Band (Inserts - older style),15.00,20.00,5.00,33.3
MOULD-12,Orange Dot Insert - for 35/36mm Shaft,consumable,Rubber Creasing Band (Inserts - older style),15.00,20.00,5.00,33.3
MOULD-13,White Dot Insert - for 35/36mm Shaft,consumable,Rubber Creasing Band (Inserts - older style),15.00,20.00,5.00,33.3
MOULD-14,Green/Orange Dot Insert - 50mm O/D - Shoei 65 and Rollem SHC,consumable,Rubber Creasing Band (Inserts - older style),15.00,20.00,5.00,33.3
MOULD-01,Spine-Creaser Yellow Creasing Matrix,consumable,Rubber Creasing Matrix,38.00,40.35,2.35,6.2
MOULD-01A,Heavy Morgana Creasing Matrix,consumable,Rubber Creasing Matrix,48.00,50.75,2.75,5.7
MOULD-02,Spine-Creaser White Creasing Matrix,consumable,Rubber Creasing Matrix,38.00,40.35,2.35,6.2
MOULD-02A,Light Morgana Creasing Matrix,consumable,Rubber Creasing Matrix,48.00,50.75,2.75,5.7
MOULD-05,Spine-Creaser (Heavy) Black Creasing Matrix,consumable,Rubber Creasing Matrix,38.00,40.35,2.35,6.2
MOULD-153,Spine-Creaser Blue Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
MOULD-154,Spine-Creaser Orange Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
MOULD-171,Spine-Creaser Orange Hole-Punch-End Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
MOULD-172,Spine-Creaser Blue Hole-Punch-End Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
MOULD-173,Spine-Creaser Yellow Hole-Punch-End Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
MOULD-22,Spine-Creaser Yellow Spade-End Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
MOULD-23,Spine-Creaser White(now blue) Spade-End Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
MOULD-24,Spine-Creaser Orange Spade-End Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
MOULD-26,Spine-Creaser (Medium) Black Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
MOULD-36,Spine-Creaser Black Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,50.22,11.22,28.8
MOULD-60,Spine-Creaser Blue Creasing Matrix,consumable,Rubber Creasing Matrix,39.00,40.35,1.35,3.5
10MMX14-SCREWS,M10 x 14mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",5.19,5.00,-0.19,-3.7
25MM-HO-SPRING,25mm Long Pressure Strengthening Spring,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
3MM-HEX-TOOL,3mm Allen Key,consumable,"Screws, Allen Keys etc.",7.50,11.42,3.92,52.3
3MM-L-WRE,3mm L-Wrench Allen Key,consumable,"Screws, Allen Keys etc.",7.50,11.42,3.92,52.3
4MM-ALL-TOOL,4mm Allen Key,consumable,"Screws, Allen Keys etc.",7.50,11.42,3.92,52.3
4MM-HEX-TOOL,4mm Allen Key,consumable,"Screws, Allen Keys etc.",7.50,11.42,3.92,52.3
503700400,M8 x 8mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
5MMX6-DOM-SCREWS,M5 x 6mm Socket Dome Screw - Dave has them,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
6MM-SCREWS,M6 x 5mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
6MMX36-SCREWS,6mm x 36mm Hexagon Screw,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
6MMX6.5SCREWS,M6 x 6.5mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
6MMX8-SCREWS,M6 x 8mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
8MMX6-SCREWS,M8 x 6mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
8TORX-TOOL,T8 Torx Flag Keys,consumable,"Screws, Allen Keys etc.",7.50,11.42,3.92,52.3
C-SPAN68.75,C-Spanner for DCM/MCM Machines,consumable,"Screws, Allen Keys etc.",26.70,34.25,7.55,28.3
CC-MU-01-BOLT,Fixing bolt for CC-MU-01,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
LUGFILLER,Acetal Lug Filler,consumable,"Screws, Allen Keys etc.",7.50,12.73,5.23,69.7
M3X5.8-TORX-SCREW,Perforation Fixing Screws for Morgana,consumable,"Screws, Allen Keys etc.",2.50,5.00,2.50,100.0
M4X6MMBESPOKESCREW,M4 X 6MM Bespoke Screw for Horizon Quad Creaser,consumable,"Screws, Allen Keys etc.",3.50,5.00,1.50,42.9
MB-SPRING,Pressure Strengthening Spring & Washer Set,consumable,"Screws, Allen Keys etc.",7.50,11.42,3.92,52.3
SC-10,10mm Stud for Spine-Creaser SC-HD-01,consumable,"Screws, Allen Keys etc.",101.00,185.00,84.00,83.2
SC-17,17mm Stud for Spine-Creaser,consumable,"Screws, Allen Keys etc.",101.00,185.00,84.00,83.2
SC-HD-04/CLIP,"Clips, Screw & Washer Set for SC-HD-04 Horseshoe Component",consumable,"Screws, Allen Keys etc.",20.50,34.77,14.27,69.6
SC-HO-02/CLIP,Clip for SC-HO-02,consumable,"Screws, Allen Keys etc.",20.50,34.77,14.27,69.6
SC-HORSESHOE,Horseshoe Male Holder for SC-HD-04,consumable,"Screws, Allen Keys etc.",850.00,1028.33,178.33,21.0
SCRIBER,Extraction Tool,consumable,"Screws, Allen Keys etc.",7.75,13.38,5.63,72.6
SP-MT/25-1,Multi-Tool Spacer - 1mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/25-2,Multi-Tool Spacer - 2mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/25-3,Multi-Tool Spacer - 3mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/25-4,Multi-Tool Spacer - 4mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/25-5,Multi-Tool Spacer - 5mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/25-6,Multi-Tool Spacer - 6mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/30-1,Multi-Tool Spacer - 1mm Width - MBO 30mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/30-2,Multi-Tool Spacer - 2mm Width - MBO 30mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/30-3,Multi-Tool Spacer - 3mm Width - MBO 30mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/30-4,Multi-Tool Spacer - 4mm Width - MBO 30mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/30-5,Multi-Tool Spacer - 5mm Width - MBO 30mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/30-6,Multi-Tool Spacer - 6mm Width - MBO 30mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/35-1,Multi-Tool Spacer - 1mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/35-2,Multi-Tool Spacer - 2mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/35-3,Multi-Tool Spacer - 3mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/35-4,Multi-Tool Spacer - 4mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/35-5,Multi-Tool Spacer - 5mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/35-6,Multi-Tool Spacer - 6mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.16,32.62,13.46,70.3
SP-MT/SH-55-0.8,Shoei 55mm Multi-Tool Spacer 0.8mm Thick,consumable,Spacer,19.16,32.62,13.46,70.3
SP-SHC/35-RD,35/36mm Spine-Hinge Creaser Red Spacer Sets,consumable,Spacer,40.00,40.00,0.00,0.0
MU-DRUM-TAPE,Muller Drum Tape,consumable,Tape,18.00,22.83,4.83,26.8
MU-RED-TA,Red Self-Adhesive Tape for Creasing Matrix,consumable,Tape,8.00,13.53,5.53,69.1
TWS-ID/25,Waste Stripper - 5mm Width - 25mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/25-3,Waste Stripper - 3mm Width - 25mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/25-4,Waste Stripper - 4mm Width - 25mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/35,Waste Stripper - 5mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/35-3,Waste Stripper - 3mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/35-4,Waste Stripper - 4mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/AGOR-3,Agor Waste Stripper 3mm,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/AGOR-4,Agor Waste Stripper 4mm,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/AGOR-5,Agor Waste Stripper 5mm,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/DCM-3,Waste Stripper - 3mm Width - 36mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/DCM-4,Waste Stripper - 4mm Width - 36mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/DCM-5,Waste Stripper - 5mm Width - 36mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK20-3,20mm GUK Waste Stripper - 3mm Thick,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK20-4,20mm GUK Waste Stripper - 4mm Thick,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK20-5,20mm GUK Waste Stripper - 5mm Thick,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK35-1,Waste Stripper - 1mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK35-3,Waste Stripper - 3mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK35-4,Waste Stripper - 4mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK35-5,Waste Stripper - 5mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK35-CREASER-3,GUK Creaser 35mm Waste Stripper - 3mm Thick,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK35-CREASER-4,GUK Creaser 35mm Waste Stripper - 4mm Thick,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/GUK35-CREASER-5,GUK Creaser 35mm Waste Stripper - 5mm Thick,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HH30.3,Waste Stripper - 3mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HH30.4,Waste Stripper - 4mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HH30.5,Waste Stripper - 5mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HH45.3,Waste Stripper - 3mm Width - 45mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HH45.4,Waste Stripper - 4mm Width - 45mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HH45.5,Waste Stripper - 5mm Width - 45mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HO20-3,Waste Stripper - 3mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HO20-4,Waste Stripper - 4mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HO20-5,Waste Stripper - 5mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/HO30.5,30mm Horizon Waste Stripper,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MB-3,Waste Stripper - 3mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MB-4,Waste Stripper - 4mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MB-5,Waste Stripper - 5mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO-30.5-SHORT,Waste Stripper MBO 30mm I/D 5mm Width Short Version,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO-35-3,35mm MBO Waste Stripper 3mm Thick Short Version,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO-35.3,35mm MBO Waste Stripper-3mm Thick,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO-35.5,35mm MBO Waste Stripper-5mm Thick,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO-40.3,Waste Stripper - 3mm Width - 40mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO-40.4,Waste Stripper - 4mm Width - 40mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO-40.5,Waste Stripper - 5mm Width - 40mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO30-3,Waste Stripper - 3mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO30-4,Waste Stripper - 4mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
TWS-ID/MBO30-5,Waste Stripper - 5mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,42.00,42.00,0.00,0.0
CP-AP-BF/22-FP,CP Applicator Small Baum 22mm,tool,CP Applicator,1436.40,1436.40,0.00,0.0
CP-AP-BF/28-FP,Large Baum 28mm CP-Applicator,tool,CP Applicator,1436.40,1436.40,0.00,0.0
CP-AP-HH/35-FP,CP-Applicator to fit Herzog and Heymann 35mm shafts,tool,CP Applicator,1436.40,1436.40,0.00,0.0
CP-AP-HO/20-FP,CP-Applicator to fit Horizon 20mm shafts,tool,CP Applicator,1436.40,1436.40,0.00,0.0
CP-AP-MF/30-FP,CP-Applicator to fit MBO & Horizon 30mm shafts,tool,CP Applicator,1436.40,1436.40,0.00,0.0
CP-AP-MF/40-FP,CP-Applicator to fit MBO 40mm shafts,tool,CP Applicator,1436.40,1436.40,0.00,0.0
CP-AP-QC/36-FP,CP-Applicator to fit Agor & Multigraf 36mm shafts,tool,CP Applicator,1436.40,1436.40,0.00,0.0
CP-AP-SM/35-FP,CP-Applicator to fit Stahl/Heidelberg & MBO 35mm shafts,tool,CP Applicator,1436.40,1436.40,0.00,0.0
CP-AP-SM/35-FP-GUK,CP-Applicator to fit GUK 35mm shafts,tool,CP Applicator,1436.40,1436.40,0.00,0.0
CP-AP-ST/25-FP,CP-Applicator to fit Stahl/Heidelberg 25mm shafts,tool,CP Applicator,1436.40,1436.40,0.00,0.0
EF-25/FIX-FE,25mm Easy-Fit Fixed Female Tri-Creaser,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-36-FIXED,Tri-Creaser Easy Fit to fit Agor & Multigraf 36mm shafts wit,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-BF/22-FP,"Tri-Creaser Easy Fit to fit Baumfolder 22.24mm or 7/8"" shaft",tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-BF/28-FP,"Tri-Creaser Easy Fit to fit Baumfolder 28.58mm or 1 1/8"" sha",tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-DEL-PE/26-FP,Tri-Creaser Easy Fit to fit Pierce 27mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-DM/30-FP,Tri-Creaser Easy Fit to fit Dick Moll 29.62mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-FI/45,Tri-Creaser Easy Fit to fit Fidia 45mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-GU/35-FIX,Tri-Creaser Easy Fit to fit GUK 35mm shafts with Fixed Femal,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-GU/35-FP,Tri-Creaser Easy Fit to fit GUK 35mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-HH/25-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 25mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-HH/30-FIX,Tri-Creaser Easy Fit to fit Herzog & Heymann 30mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-HH/35-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 35mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-HH/67.5-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 50mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-HH/67.5-FP-02,Easy Fit Tri-Creaser 45mm I/D 67.5mm O/D with Nylon Ribs,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-HO/25-FP,Tri-Creaser Easy Fit to fit Horizon 24.81mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-HO/30-FP,Tri Creaser Easy Fit to fit Horizon 48mm Outer Diameter,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-HO/50-FP,Tri-Creaser Easy Fit to fit Horizon 20mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-HO/65-FP,Tri-Creaser Easy Fit to fit Horizon 29.84mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-KORA/01-FP,Tri-Creaser Easy Fit to fit Kora Machine,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-MB/20-FP,Tri-Creaser Easy Fit to fit MB 20mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-MF/30-FP,Tri-Creaser Easy Fit to fit MBO 30mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-MF/40-FIX,Tri-Creaser Easy Fit to fit MBO 40mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-RO/20-FP,Tri-Creaser Easy Fit to fit Rollem 25.43mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-RO/20-REV,Tri-Creaser Easy Fit to fit Rollem 25.43mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-ROS/25-FP,Tri-Creaser Easy Fit to fit Rosback 25.43mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-SH/35-FP,Tri-Creaser Easy Fit to fit Shoei 35mm Exit Shaft & 65mm Out,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-SM/35-FIX,Tri-Creaser Easy Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-SM/35-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-ST/20-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 20mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-ST/25-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 25mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-ST/50-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 50mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
QC-03,Tri-Creaser Easy Fit to fit Agor & Multigraf 36mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
TC-DEL-FI/40-FP,Tri-Creaser Easy Fit to fit Fidia 40mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
TC-DEL-FI/64-FP,Tri-Creaser Easy Fit to fit Fidia 64mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
TC-DEL-GA/01-FP,"Tri-Creaser Easy Fit to fit Ga-Vehren 25.41mm or 1"" shafts",tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
TC-DEL-MF/60-FP,Tri-Creaser Easy Fit to fit MBO 60mm shafts,tool,Easy-Fit Tri-Creaser,1096.70,1096.70,0.00,0.0
EF-MF/30-FP-DSF-01-B,Tri Creaser Easy Fit 30mm Advance System,tool,Easy-Fit Tri-Creaser Advance,1647.00,1647.00,0.00,0.0
EF-SM/35-FP-DSF-01-B,Tri Creaser Easy Fit 35mm Advance System,tool,Easy-Fit Tri-Creaser Advance,1647.00,1647.00,0.00,0.0
EF-ST/25-FP-DSF-01-B,Tri Creaser Easy Fit 25mm Advance System,tool,Easy-Fit Tri-Creaser Advance,1647.00,1647.00,0.00,0.0
EF-HO/20-DSF,Easy Fit Horizon 20mm DSF,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
EF-MF/30-DSF,Tri Creaser Easy Fit 30mm Advance Female Only Pack,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
EF-RO/25-DSF,Easy Fit Rollem DSF,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
EF-SM/35-DSF,Tri Creaser Easy Fit 35mm Advance Female Only Pack,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
EF-ST/25-DSF,Tri Creaser Easy Fit 25mm Advance Female Only Pack,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,997.00,997.00,0.00,0.0
FF-36-FIX,Tri-Creaser Fast Fit to fit Agor & Multigraf 36mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-36-FP,Tri-Creaser Fast Fit to fit Agor & Multigraf 36mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-BF/22-FP,Small Baum Fast-Fit to fit 22.24mm Exit Shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-BF/22-FP-01,"Tri-Creaser Fast Fit to fit Baumfolder 22.24mm or 7/8"" shaft",tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-BF/28-FP-01,"Tri-Creaser Fast Fit to fit Baumfolder 28.58mm or 1 1/8"" sha",tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-DM-FIX-01,Tri-Creaser Fast Fit to fit Dick Moll 29.62mm shafts with Fi,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-DM-FP-01,Tri-Creaser Fast Fit to fit Dick Moll 29.62mm shafts,tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
FF-EC-FP,"Tri-Creaser Fast Fit to fit Econocrease 31.78mm or 1 1/4"" sh",tool,Fast-Fit Tri-Creaser,1316.40,1316.40,0.00,0.0
