Product Code,Description,Type,Category,,Old Sales Price,New Sales Price,Difference,Percentage Difference, ,  ,Old Distributor Price,New Distributor Price,Difference ,Percentage Difference 
MOULD-158B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-157B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-156B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-155B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-145B-X,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-144B-X,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-143B-X,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-142B-X,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-141B-X,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-140B-X,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-139B-X,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-138B-X,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-137B-X,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-136B-SX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-135B-SX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-134B-SX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-127B-SX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-127B-SB,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-127B-PI,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-127B,Tri-Creaser Fast Fit Red Endura Split Gripper Crease with,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-126B-SX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-126B-SB,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-126B-PI,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-126B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-125B-SX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-125B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-125B-PI,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-125B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-124BSX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-123BSX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-122BSX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-121B-SB,Tri-Creaser Fast Fit Red Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-120B-SB,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-119B-SB,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-118B-SB,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-118B,Red  EnduraCrease Fast Fit MB 20mm Split lugged,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-118-BX,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-117B-SB,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-117B,Blue  EnduraCrease Fast Fit MB 20mm Split Lugged  Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-117-BX,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-114B-XTRA,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-113B-XTRA,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-112B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-111B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-108B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-107B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-105B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-104B-XTRA,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-102B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-102B,Yellow EnduraCrease Fast Fit MB 20mm Split Lugged,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-102-BX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
MOULD-101B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,consumable,Rubber Creasing Band,,26,26,0,0,,,11.23,15.6,4.37,38.9
CK-HH/45-01,Cutting Knife - 72mm Outer Diameter,consumable,Cutting Knife,,51,99,48,94.1,,,43,59.4,16.4,38.1
QC-DEL-KB/26-6C-FP-01,"Quad-Creaser (Lay Flat) to fit Kolbus binder KM470, KM490 &",tool,Quad-Creaser,,2516.4,2516.4,0,0,,,1093,1509.84,416.84,38.1
TC-DEL-MF/60-FP,Tri-Creaser Easy Fit to fit MBO 60mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
TC-DEL-GA/01-FP,"Tri-Creaser Easy Fit to fit Ga-Vehren 25.41mm or 1"" shafts",tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
TC-DEL-FI/64-FP,Tri-Creaser Easy Fit to fit Fidia 64mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
TC-DEL-FI/40-FP,Tri-Creaser Easy Fit to fit Fidia 40mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
QC-03,Tri-Creaser Easy Fit to fit Agor & Multigraf 36mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-ST/50-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 50mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-ST/45-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 45mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-ST/25-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 25mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-ST/20-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 20mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-SM/35-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-SM/35-FIX,Tri-Creaser Easy Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-SH/35-FP,Tri-Creaser Easy Fit to fit Shoei 35mm Exit Shaft & 65mm Out,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-SAMC-FP,SAMC Easy-Fit Tri-Creaser,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-ROS/25-FP,Tri-Creaser Easy Fit to fit Rosback 25.43mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-RO/20-REV,Tri-Creaser Easy Fit to fit Rollem 25.43mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-RO/20-FP,Tri-Creaser Easy Fit to fit Rollem 25.43mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-MF/40-FIX,Tri-Creaser Easy Fit to fit MBO 40mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-MF/30-FP,Tri-Creaser Easy Fit to fit MBO 30mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-MB/20-FP,Tri-Creaser Easy Fit to fit MB 20mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-KORA/01-FP,Tri-Creaser Easy Fit to fit Kora Machine,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-ITA/25-FP,Italian Easy-Fit Tri-Creaser - 59mm O/D,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HO/65-FP,Tri-Creaser Easy Fit to fit Horizon 29.84mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HO/50-FP,Tri-Creaser Easy Fit to fit Horizon 20mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HO/30-FP,Tri Creaser Easy Fit to fit Horizon 48mm Outer Diameter,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HO/25-FP,Tri-Creaser Easy Fit to fit Horizon 24.81mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HH/67.5-FP-02,Easy Fit Tri-Creaser 45mm I/D 67.5mm O/D with Nylon Ribs,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HH/67.5-FP-01,Tri-Creaser Easy Fit to fit Herzog & Heymann 45mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HH/67.5-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 50mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HH/35-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 35mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HH/30-FIX,Tri-Creaser Easy Fit to fit Herzog & Heymann 30mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-HH/25-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 25mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-GU/35-FP,Tri-Creaser Easy Fit to fit GUK 35mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-GU/35-FIX,Tri-Creaser Easy Fit to fit GUK 35mm shafts with Fixed Femal,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-FI/45,Tri-Creaser Easy Fit to fit Fidia 45mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-DM/30-FP,Tri-Creaser Easy Fit to fit Dick Moll 29.62mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-DEL-PE/26-FP,Tri-Creaser Easy Fit to fit Pierce 27mm shafts,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-BR-RO/20-FP,Rollem Easy-Fit Tri-Creaser with Female Bearing Component,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-BF/28-FP,"Tri-Creaser Easy Fit to fit Baumfolder 28.58mm or 1 1/8"" sha",tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-BF/22-FP,"Tri-Creaser Easy Fit to fit Baumfolder 22.24mm or 7/8"" shaft",tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-BAC-FP,DISCONTINUED - Bacciottini Easy-Fit Tri-Creaser,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-36-FIXED,Tri-Creaser Easy Fit to fit Agor & Multigraf 36mm shafts wit,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
EF-25/FIX-FE,25mm Easy-Fit Fixed Female Tri-Creaser,tool,Easy-Fit Tri-Creaser,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
TC-DEL-ZA/40-FP,Tri-Creaser Easy Fit to fit Zander 40mm shafts,consumable,NEGLECTED,,1096.7,1096.7,0,0,,,478,658.02,180.02,37.7
FF-ZA/40-FP,Zander 2 Tri-Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-ST/25-FP-01-B,Fast Fit 25mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-ST/25-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-ST/25-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts Lug,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-ST/25-FIX-01-B,Fast Fit 25mm Tri-Creaser with Fixed Female,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-ST/25-FIX-01,Tri-Creaser Fast Fit to fit Stahl 25mm Fixed Female,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-ST/25-FIX,Fast Fit 25mm Tri-Creaser with lugs (fixed),tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SM/35-FP-01-B,Fast Fit 35mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SM/35-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SM/35-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SM/35-FIX-01-B,Fast Fit 35mm Tri-Creaser Fixed Female,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SM/35-FIX-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SM/35-FIX,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SH/65-FP-SV,Shoei Tri-Creaser Fast Fit 35/65 - Shortened Version,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SH/65-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SH/65-FIX,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SH/65-45-FP,Shoei Fast Fit 65mm,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SH/55-FP-SV,Shoei Tri-Creaser Fast Fit 35/55 - Shortened Version,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-SH/55-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 55mm Out,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-RS-FP-01,"Tri-Creaser Fast Fit to fit Roto-Score 28.58mm or 1 1/8"" sha",tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-ROS/25-FP-01-B,Rosback Fast Fit Tri-Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-ROS/25-FP-01,Tri-Creaser Fast Fit to fit Rosback 25.43mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-RO/25-FP-SV,Tri-Creaser Fast Fit Rollem Narrow Version,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-RO/25-FP-01,Tri-Creaser Fast Fit to fit Rollem 25.43mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-PI/27-FIX-01,Tri-Creaser Fast Fit to fit Pierce 27mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-MF/40-FIX-01,Tri-Creaser Fast Fit to fit MBO 40mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-MF/30-FP-01-B,Fast Fit 30mm Tri-Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-MF/30-FP-01,Tri-Creaser Fast Fit to fit MBO 30mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-MB/20FIX-01,20mm Fast Fit lugless & Fixed female,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-MB/20-FP-01,Tri-Creaser Fast Fit to fit MB & GUK 20mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-MB/20-FP,20mm Fast Fit Tri Creaser,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-MB/20-FIX,20mm MB Fast Fit Tri-Creaser Fixed,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-LO-01,Tri-Creaser Fast Fit to fit Longford 45mm Top Shaft & 50.1mm,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HO/VP-66-FP,Horizon VP-66 Tri-Creaser Fast Fit (1x Male 1x Female only),tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HO/65-FP,Tri-Creaser Fast Fit to fit Horizon 29.84mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HO/50-FP-B,Horizon Fast Fit to fit 20mm exit shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HO/50-FP,Tri-Creaser Fast Fit to fit Horizon 20mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HO/40.2-FP-01,Tri-Creaser Fast Fit to fit Horizon 24.8mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HH/46-FIX,H&H Fast Fit 35mm I/D 46mm O/D,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HH/40-FIX,Tri-Creaser Fast Fit to fit Herzog and Heymann 40mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HH/35-FP-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 35mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HH/30-FIX-01-B,H&H 30mm Fast Fit with Fixed Female Component,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HH/30-FIX-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 30mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HH/25-FIX-01-B,Tri-Creaser Fast Fit to fit Herzog and Heymann 25mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-GU/35-FP-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-GU/35-FIX-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts with Fixed Femal,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-GA/01-FP-01,"Tri-Creaser Fast Fit to fit Ga-Vehren 25.41mm or 1"" shafts",tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-EC-FP,"Tri-Creaser Fast Fit to fit Econocrease 31.78mm or 1 1/4"" sh",tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-DM-FP-01,Tri-Creaser Fast Fit to fit Dick Moll 29.62mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-DM-FIX-01,Tri-Creaser Fast Fit to fit Dick Moll 29.62mm shafts with Fi,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-BF/28-FP-01,"Tri-Creaser Fast Fit to fit Baumfolder 28.58mm or 1 1/8"" sha",tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-BF/22-FP-01-B,Small Baum Fast Fit 22.24mm Exit Shaft,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-BF/22-FP-01,"Tri-Creaser Fast Fit to fit Baumfolder 22.24mm or 7/8"" shaft",tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-BF/22-FP,Small Baum Fast-Fit to fit 22.24mm Exit Shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-36-FP,Tri-Creaser Fast Fit to fit Agor & Multigraf 36mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-36-FIX,Tri-Creaser Fast Fit to fit Agor & Multigraf 36mm shafts,tool,Fast-Fit Tri-Creaser,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-MB/20-FP-01-B,Fast Fit 20mm Tri Creaser without lugs,consumable,NEGLECTED,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
FF-HH/35-FP-01-B,H&H 35mm Fast Fit Poly Band No lugs,consumable,NEGLECTED,,1316.4,1316.4,0,0,,,578,789.84,211.84,36.7
