Product Code,Description,Type,Category,,Old Sales Price,New Sales Price,Difference,Percentage Difference, ,  ,Old Distributor Price,New Distributor Price,Difference ,Percentage Difference 
TECH296,40mm Multi-Tool MBO 58mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH293,GUK Multi-Tool Creasing Cassette,consumable,NEGLECTED,,,,,,,,,,,
TECH292M,H&H 30mm Male Only,consumable,NEGLECTED,,,,,,,,,,,
TECH292F,H&H 30mm Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH292,H&H 30mm Fast-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH291,Rosback Fast-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH290M,Male Only H&H 35mm Fast Fit,consumable,NEGLECTED,,,,,,,,,,,
TECH290C,Collar Only H&H 35mm Fast Fit,consumable,NEGLECTED,,,,,,,,,,,
TECH290,H&H 35mm Fast-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH288MA,Fast Fit male Rollem,consumable,NEGLECTED,,,,,,,,,,,
TECH288F,Rollem Female Crease Rings .Plastic,consumable,NEGLECTED,,,,,,,,,,,
TECH288C,Rollem Fast Fit Collars Only (no lug),consumable,NEGLECTED,,,,,,,,,,,
TECH288,Rollem Fast-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH287C,Collar Only for Large Baum Fast Fit,consumable,NEGLECTED,,,,,,,,,,,
TECH287,Large Baum Fast Fit,consumable,NEGLECTED,,,,,,,,,,,
TECH286,Small Baum Fast Fit,consumable,NEGLECTED,,,,,,,,,,,
TECH285,MB 20mm Fast Fit,consumable,NEGLECTED,,,,,,,,,,,
TECH284,Stahl 20mm Easy-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH283,Shoei 65mm Fast-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH282F,GUK Fast Fit 35/59.4mm Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH282,GUK 59.4mm O/D Fast Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH281C,Collars Only Shoei Fast Fit 55mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH281,Shoei Fast Fit 55mm,consumable,NEGLECTED,,,,,,,,,,,
TECH280V,V Groove Gripper Band,consumable,NEGLECTED,,,,,,,,,,,
TECH279,Horizon 20mm Multi-Tool Creasing Cassette,consumable,NEGLECTED,,,,,,,,,,,
TECH278M,Male Only Horizon Fast Fit,consumable,NEGLECTED,,,,,,,,,,,
TECH278F,Horizon 20mm Fast Fit Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH278,Horizon 20mm Fast-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH277,Muller Easy-Binder Extension Bottom - 5mm Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH276,36mm Standard Adjustable Spine & Hinge Creaser - Agor Versio,consumable,NEGLECTED,,,,,,,,,,,
TECH274,GUK 35mm 2 Set Multi-Tool Black and Blue Nylon Sleeve Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH273C,Sleeve Holder Only,consumable,NEGLECTED,,,,,,,,,,,
TECH273A,30mm Black Only Nylon + Sleeve Holsder,consumable,NEGLECTED,,,,,,,,,,,
TECH273,30mm 2 Set Multi-Tool Black and Blue Nylon Sleeve Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH272,25mm 2 Set Multi-Tool Black and Blue Nylon Sleeve Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH271,35mm 2 set Multi-Tool Nylon Sleeve Holders (Black and Blue),consumable,NEGLECTED,,,,,,,,,,,
TECH270,30mm Multi-Tool Creasing Cassette,consumable,NEGLECTED,,,,,,,,,,,
TECH269,25mm Multi-Tool Creasing Cassette,consumable,NEGLECTED,,,,,,,,,,,
TECH267,25mm Fast-Fit Tri-Creaser with lugs,consumable,NEGLECTED,,,,,,,,,,,
TECH266F,30mm Fast Fit Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH266B,30mm MBO Blue Plastic Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH266,30mm Fast-Fit Tri-Creaser with lugs - DISCONTINUED,consumable,NEGLECTED,,,,,,,,,,,
TECH265,USA Horizon Micro-Perforator - 20mm,consumable,NEGLECTED,,,,,,,,,,,
TECH264,36mm Fast-Fit Tri-Creaser with Female Bearing Component,consumable,NEGLECTED,,,,,,,,,,,
TECH262,Agor Digi Easy-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH261,36mm CP-AP Nylon Sleeve Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH260,100mm O/D Web Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH259,Multi-Tool Nylon Sleeve Holder - 20mm - Horizon,consumable,NEGLECTED,,,,,,,,,,,
TECH258,Multi-Tool 35mm Creasing Cassette - Bearing Female Component,consumable,NEGLECTED,,,,,,,,,,,
TECH257,Card Folding Tri-Creaser - USA,consumable,NEGLECTED,,,,,,,,,,,
TECH256,Rollem Easy-Fit Tri-Creaser with Female Bearing Component,consumable,NEGLECTED,,,,,,,,,,,
TECH255M,Fast Fit 35mm Male Only (with lugs),consumable,NEGLECTED,,,,,,,,,,,
TECH255F,Fast Fit 35mm Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH255,Fast-Fit 35mm Tri-Creaser with lugs & Bearing Female,consumable,NEGLECTED,,,,,,,,,,,
TECH254,36mm Double Kiss-Cutting Unit,consumable,NEGLECTED,,,,,,,,,,,
TECH253,Muller Spine-Creaser Groove Cutting Unit,consumable,NEGLECTED,,,,,,,,,,,
TECH248MOD,Support Rollers (when black gripper applied 50.7 O/D),consumable,NEGLECTED,,,,,,,,,,,
TECH248,50.5mm Muller Gripper Boss Support Roller,consumable,NEGLECTED,,,,,,,,,,,
TECH247YR,Plastic Creaser for 35mm Adjustable Spine/Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH247,35mm Special Spine & Hinge Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH246,36mm Special Spine & Hinge Creaser - USA,consumable,NEGLECTED,,,,,,,,,,,
TECH245,Muller Micro-Perforator,consumable,NEGLECTED,,,,,,,,,,,
TECH243,25mm V Shape Fixed Female,consumable,NEGLECTED,,,,,,,,,,,
TECH241,26mm Kolbus Easy-Binder - 6mm Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH240,Palamides Mailer Stop Micro-Perforator,consumable,NEGLECTED,,,,,,,,,,,
TECH239,35mm 3-10mm Spine-Hinge Creaser - 58mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH238,GUK 3-10mm Spine-Hinge Creaser - 58.25mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH237,Multi-Tool 35mm Creasing Cassette - Fixed Female lugged,consumable,NEGLECTED,,,,,,,,,,,
TECH236T,Top Component Only. Muller 6mm Hinge Quad Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH236,Muller 6mm Hinge Quad-Creaser - 2 Shaft System,consumable,NEGLECTED,,,,,,,,,,,
TECH2351,Horizon Multi Tool Blade Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH235,Horizon US CD Perf & Slit Multi Blade & Nylon Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH234,Gripper Bosses for Lightweight Demo Models,consumable,NEGLECTED,,,,,,,,,,,
TECH233,Kolbus 94 Mk 3,consumable,NEGLECTED,,,,,,,,,,,
TECH232,McCain Spine-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH231,3 Crease 25mm Special,consumable,NEGLECTED,,,,,,,,,,,
TECH230,Large Baum Multi-Tool Nylon Sleeve Holder Set,consumable,NEGLECTED,,,,,,,,,,,
TECH229,Large Baum 28mm Multi-Tool Blade Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH228,Rollem Reverse Easy-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH227,Rosback Easy Fit Tri-Creaser With Large Female,consumable,NEGLECTED,,,,,,,,,,,
TECH226,35mm CP-Applicator Nylon Sleeve Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH225,Muller Easy-Binder Pink-Split Creaser - 7mm Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH223,Muller Binder Double Crease,consumable,NEGLECTED,,,,,,,,,,,
TECH222,Horizon 20mm 2 Set Multi-Tool Black & Blue Nylon Sleeve Hold,consumable,NEGLECTED,,,,,,,,,,,
TECH221,SAMC Spine-Hinge Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH220,Bacciottini Easy-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH219,Special US Horizon Multi-Tool Blade Holder - Tight Tolerance,consumable,NEGLECTED,,,,,,,,,,,
TECH218,Muller Easy-Binder with 50.40mm O/D - China,consumable,NEGLECTED,,,,,,,,,,,
TECH217,Italian Easy-Fit Tri-Creaser - 59mm,consumable,NEGLECTED,,,,,,,,,,,
TECH216,35mm Easy-Fit USA,consumable,NEGLECTED,,,,,,,,,,,
TECH215,SAMC Easy-Fit Tri-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH214,30mm Spine-Hinge Creaser - 3-8mm Hinge - 50.20mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH213,Easy-Fit Tri-Creaser - 25mm - USA,consumable,NEGLECTED,,,,,,,,,,,
TECH212,20mm Horizon Feed Roller,consumable,NEGLECTED,,,,,,,,,,,
TECH211,Horizon De-lux Reverse 20mm - USA,consumable,NEGLECTED,,,,,,,,,,,
TECH210,30mm Spine-Hinge Creaser - 3-7mm Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH209,Muller Easy-Binder Pink-Split Creaser - 5mm Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH208,Large Baum 28mm CP-Applicator,consumable,NEGLECTED,,,,,,,,,,,
TECH207,Mini 4 Crease Cassette,consumable,NEGLECTED,,,,,,,,,,,
TECH206,30mm Spine-Hinge Creaser - 3-8mm Hinge - 49.56mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH205,Rosback Narrow Support Rollers (pair),consumable,NEGLECTED,,,,,,,,,,,
TECH204,25mm 3-8mm Spine & Hinge Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH203,Spine Hinge Creaser GUK 58.25 o/d 3-10 mm Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH202,Muller Web Press Fast Fit Tri-creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH201Y,Muller S/C Yellow,consumable,NEGLECTED,,,,,,,,,,,
TECH201MA,Muller Adjustable Spine Creaser Mandeil Only,consumable,NEGLECTED,,,,,,,,,,,
TECH201C,Muller Adjustable Spine Creaser Collars Only,consumable,NEGLECTED,,,,,,,,,,,
TECH201-SPARES,Incomplete Tech Number,consumable,NEGLECTED,,,,,,,,,,,
TECH201,Adjustable Muller Spine-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH200,Horizon Stitchliner Spine-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH199,25mm Easy Fit Fixed Female Tri-creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH198,Muller Easy Binder Split Creaser - 8 mm Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH197,Micro-Perforator - Stahl/Heidelberg Mailer Stop Perforator,consumable,NEGLECTED,,,,,,,,,,,
TECH196,Easy Fit Tri-creaser - 40 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH195,Dick Moll Easyfit Tri-creaser-30 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH193,Spine-Creaser to fit Heidelberg ST350/450,consumable,NEGLECTED,,,,,,,,,,,
TECH192,50mm Stahl Micro-Perforator,consumable,NEGLECTED,,,,,,,,,,,
TECH191,Micro Perforator - Rollem,consumable,NEGLECTED,,,,,,,,,,,
TECH190,Baum folder Easyfit Tri-creaser - 28 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH189,Baumfolder Easyfit Tri-creaser - 22 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH188,35mm Metal to Metal Multi-Tool,consumable,NEGLECTED,,,,,,,,,,,
TECH187,Shoei Easy Fit Tri-creaser - 35 mm I/D 65 mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH186,Muller Easy-Binder - 1580 Cover Feeder,consumable,NEGLECTED,,,,,,,,,,,
TECH185,Multi-Tool Nylon Sleeve Holder - 30mm - H&H,consumable,NEGLECTED,,,,,,,,,,,
TECH184,Multi-Tool Blade Holder - 30mm - H&H,consumable,NEGLECTED,,,,,,,,,,,
TECH183MOD,Spine Hinge Creaser Rollem (4creases same sheet),consumable,NEGLECTED,,,,,,,,,,,
TECH183,Spine-Hinge Creaser - Rollem,consumable,NEGLECTED,,,,,,,,,,,
TECH182W,Muller Washer/Spacers 6mm & 4mm,consumable,NEGLECTED,,,,,,,,,,,
TECH182,Spine Creaser to fit Muller Cover Feeder 0554.04 Mk 2,consumable,NEGLECTED,,,,,,,,,,,
TECH180,Muller Easy-Binder Pink-Split Creaser - 10mm Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH179,Micro-Perforator with 35.002mm I/D (Tight Bore),consumable,NEGLECTED,,,,,,,,,,,
TECH178,Kolbus Easy-Binder 92mm,consumable,NEGLECTED,,,,,,,,,,,
TECH176,Kolbus Split Ring Binder - 58 mm,consumable,NEGLECTED,,,,,,,,,,,
TECH174,Small Baum De-lux Tri-Creaser - 22mm - FIXED,consumable,NEGLECTED,,,,,,,,,,,
TECH172,H&H Easyfit 30 mm,consumable,NEGLECTED,,,,,,,,,,,
TECH167,H & H Easy Fit T/C 35 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH165,Spine-Hinge Creaser - GUK - 35mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH163,Kisscutter - 36mm  DCM,consumable,NEGLECTED,,,,,,,,,,,
TECH162,Ga Vehren (3rd) De-lux Tri-creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH161,Multi-Tool Nylon Sleeve Holder - 35mm - H&H,consumable,NEGLECTED,,,,,,,,,,,
TECH160,Multi-Tool Blade Holder - 35mm - H&H,consumable,NEGLECTED,,,,,,,,,,,
TECH159,Spine-Hinge Creaser - 36mm I/D (4 part 3-7mm) - Red Sp.,consumable,NEGLECTED,,,,,,,,,,,
TECH158,Spine-Hinge Creaser - 35mm I/D (4 part 3-7mm) - Red Sp,consumable,NEGLECTED,,,,,,,,,,,
TECH157,Horizon Easy Fit Tri-creaser - 65 mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH155,Multi-Tool Blade Holder - 35mm - GUK,consumable,NEGLECTED,,,,,,,,,,,
TECH154,Multi-Tool Nylon Sleeve Holder - 35mm - GUK,consumable,NEGLECTED,,,,,,,,,,,
TECH153,Horizon Easy Fit Tri-creaser - 50 mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH152,36mm Fast-Fit with Fixed Female Component,consumable,NEGLECTED,,,,,,,,,,,
TECH150,Whizard Standard Tri-creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH149C,Collar for 35mm Fast Fit,consumable,NEGLECTED,,,,,,,,,,,
TECH149,Fast-Fit 35mm Tri-Creaser with Fixed Female Component,consumable,NEGLECTED,,,,,,,,,,,
TECH146M,GUK 35mm Fast Fit  Male Only,consumable,NEGLECTED,,,,,,,,,,,
TECH146F,GUK 35mm Fast Fit female only,consumable,NEGLECTED,,,,,,,,,,,
TECH146,GUK 35mm Fast Fit without lugs,consumable,NEGLECTED,,,,,,,,,,,
TECH145,Pivano GT,consumable,NEGLECTED,,,,,,,,,,,
TECH144M,H&H 35mm Fast Fit without lugs Male without Collar,consumable,NEGLECTED,,,,,,,,,,,
TECH144L/C,H&H 35mm Locking Collar Only,consumable,NEGLECTED,,,,,,,,,,,
TECH144F,H&H 35mm Fast Fit without lugs Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH144,H&H 35mm Fast Fit without lugs,consumable,NEGLECTED,,,,,,,,,,,
TECH143,Multi-Tool Nylon Sleeve Holder - 20mm - MB,consumable,NEGLECTED,,,,,,,,,,,
TECH142,Multi-Tool Blade Holder - 20mm - MB,consumable,NEGLECTED,,,,,,,,,,,
TECH141,GUK Easy Fit Tri-creaser - 59.4 mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH140,Multi-Tool Blade Holder - 20mm - Horizon,consumable,NEGLECTED,,,,,,,,,,,
TECH139,Easy Fit T/C 35 mm Fixed Female Component,consumable,NEGLECTED,,,,,,,,,,,
TECH138,Micro-Perforator - Rosback,consumable,NEGLECTED,,,,,,,,,,,
TECH137F,Rollem Easy Fit Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH137,Rollem Easy-Fit Tri-creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH136C,Rosback Easy Fit Locking Collar Only,consumable,NEGLECTED,,,,,,,,,,,
TECH136,Rosback Easy Fit Tri-creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH135,C P Applicator - GUK 35 mm I/D - 59.44 O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH134M,MB Easy Fit 20mm Male Only,consumable,NEGLECTED,,,,,,,,,,,
TECH134,MB Easy Fit Tri-creaser - 20 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH129BH,Dick Moll Blade Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH129,Dick Moll Micro-Perforator - 30mm,consumable,NEGLECTED,,,,,,,,,,,
TECH128B,6mm Muller Perfect Binder Female Hinge Component,consumable,NEGLECTED,,,,,,,,,,,
TECH128,Muller Easy-Binder Pink-Split Creaser - 6mm Hinge,consumable,NEGLECTED,,,,,,,,,,,
TECH127,Small Baum Fixed Female,consumable,NEGLECTED,,,,,,,,,,,
TECH126,American-Binder Set - Assemble if needed,consumable,NEGLECTED,,,,,,,,,,,
TECH125,Fidia De-lux 60 O/D 40m I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH124,Fidia Delux Tri-creaser - 64 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH123,Large Baum Creasing Cassette without lugs & Female,consumable,NEGLECTED,,,,,,,,,,,
TECH122,Multi-Tool Nylon Sleeve Holder - 25mm,consumable,NEGLECTED,,,,,,,,,,,
TECH121,Multi-Tool Blade Holder - 25mm,consumable,NEGLECTED,,,,,,,,,,,
TECH120,Multi-Tool Nylon Sleeve Holder - 30mm,consumable,NEGLECTED,,,,,,,,,,,
TECH119,Multi-Tool Blade Holder - 30mm,consumable,NEGLECTED,,,,,,,,,,,
TECH118,Zander De-lux Tri-creaser - 40 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH117,Hohner Spine Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH116A,Multi-Tool Black N/s 35mm,consumable,NEGLECTED,,,,,,,,,,,
TECH116,Multi-Tool Nylon Sleeve Holder - 35mm,consumable,NEGLECTED,,,,,,,,,,,
TECH115,Multi-Tool Nylon Sleeve Holder - 36mm,consumable,NEGLECTED,,,,,,,,,,,
TECH114,Multi-Tool Blade Holder - 36mm,consumable,NEGLECTED,,,,,,,,,,,
TECH113C,35mm H&H 2 set Multi Tool Black & Blue Nylon Sleeve Holder,consumable,NEGLECTED,,,,,,,,,,,
TECH113,CP Applicator HH 35mm,consumable,NEGLECTED,,,,,,,,,,,
TECH112,Micro-Perforator Standard - 36mm,consumable,NEGLECTED,,,,,,,,,,,
TECH111G,35mm Floating Blade Holder Cartridge,consumable,NEGLECTED,,,,,,,,,,,
TECH111,Multi-Tool Blade Holder - 35mm,consumable,NEGLECTED,,,,,,,,,,,
TECH108,New Rollem Narrow,consumable,NEGLECTED,,,,,,,,,,,
TECH104M,Male Only Easy Fit 30mm,consumable,NEGLECTED,,,,,,,,,,,
TECH104F,Easy Fit 30mm Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH104,Easy Fit Tri-creaser - 30 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH103S/C,Tech103 Spacer and Collar,consumable,NEGLECTED,,,,,,,,,,,
TECH103M,Male Only Easy Fit Component 25mm,consumable,NEGLECTED,,,,,,,,,,,
TECH103F,Tech 103 Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH103,Easy Fit Tri-creaser - 25 mm,consumable,NEGLECTED,,,,,,,,,,,
TECH101,35mm GUK De-lux Tri-Creaser 35mm I/D 58.25 O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH100,Muller Binder 30mm - 4 Sets code 3 - assemble if needed,consumable,NEGLECTED,,,,,,,,,,,
TECH095,Fidia Delux Tri-creaser 40 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH094,Micro-Perforator - H&H - 30mm,consumable,NEGLECTED,,,,,,,,,,,
TECH093F,Rebore Tech 093 Female to 32mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH093,H&H Delux Tri-creaser - 30 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH088,Easy Fit Tri-creaser 36 mm Fixed Female Comp,consumable,NEGLECTED,,,,,,,,,,,
TECH085,C P Applicator - 30 mm,consumable,NEGLECTED,,,,,,,,,,,
TECH084,CP Applicator - 25 mm,consumable,NEGLECTED,,,,,,,,,,,
TECH083,C P Applicator - 36 mm,consumable,NEGLECTED,,,,,,,,,,,
TECH081,Horizon De-lux Tri-creaser - 25 mm I/D Binder Crease,consumable,NEGLECTED,,,,,,,,,,,
TECH080,H & H Delux Tri-creaser - 40 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH078F,CP Applicator 35mm Females,consumable,NEGLECTED,,,,,,,,,,,
TECH078BH,CP Applicator Floating Blade Holder 35mm,consumable,NEGLECTED,,,,,,,,,,,
TECH078,C P Applicator - 35 mm,consumable,NEGLECTED,,,,,,,,,,,
TECH077,Gripper-Boss Support Rollers - 36mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH076,Micro-Perforator - 36mm,consumable,NEGLECTED,,,,,,,,,,,
TECH075,Large Baum Micro Perf,consumable,NEGLECTED,,,,,,,,,,,
TECH074,H&H 35mm Micro Perforator,consumable,NEGLECTED,,,,,,,,,,,
TECH073,Muller Perfect Binder Quad-Creaser 30mm (assemble if needed),consumable,NEGLECTED,,,,,,,,,,,
TECH072,Heidelberg ST-400 Spine-Creaser (floating),consumable,NEGLECTED,,,,,,,,,,,
TECH071,Micro-Perforator - GUK - 35mm,consumable,NEGLECTED,,,,,,,,,,,
TECH070H,Osaka Horseshoe,consumable,NEGLECTED,,,,,,,,,,,
TECH070,Spine-Creaser for Osako Stitching Machine,consumable,NEGLECTED,,,,,,,,,,,
TECH069,Easy Fit Tri-creaser 36 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH068,Micro-Perforator for MB Machines,consumable,NEGLECTED,,,,,,,,,,,
TECH067,Micro-Perforator - Horizon - 20mmOBSELETE,consumable,NEGLECTED,,,,,,,,,,,
TECH066,Econocrease Delux Tri-creaser - 31 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH064,Super De-lux Tri-creaser 36 mm I/D (assemble if necessary),consumable,NEGLECTED,,,,,,,,,,,
TECH063,Old Muller Roller,consumable,NEGLECTED,,,,,,,,,,,
TECH061,Pierce De-lux Tri-creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH060T,Top Unit Bearing Component,consumable,NEGLECTED,,,,,,,,,,,
TECH060B,Bottom Unit Fixed Component,consumable,NEGLECTED,,,,,,,,,,,
TECH060,Web Tri-creaser - Double Bearing Unit,consumable,NEGLECTED,,,,,,,,,,,
TECH059,Large Stahl Easy-Fit Tri-Creaser - 50mm,consumable,NEGLECTED,,,,,,,,,,,
TECH058,Micro Perforator - 25 mm,consumable,NEGLECTED,,,,,,,,,,,
TECH057,Micro-Perforator - 30mm,consumable,NEGLECTED,,,,,,,,,,,
TECH055,Stahl Standard Tri-creaser -20 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH054,Shoei De-lux Tri-creaser 35 mm i/d 65 mm o/d,consumable,NEGLECTED,,,,,,,,,,,
TECH052,MBO Delux Tri-creaser - 60 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH051,Horizon 65mm Fast Fit with lugs,consumable,NEGLECTED,,,,,,,,,,,
TECH050,Small Baum Micro Perf - 22mm,consumable,NEGLECTED,,,,,,,,,,,
TECH048,Web Tri-Creaser - Single Bearing Unit - DO NOT ORDER,consumable,NEGLECTED,,,,,,,,,,,
TECH047,Roto Crease De-lux Tri-creaser - 30 mm ID,consumable,NEGLECTED,,,,,,,,,,,
TECH046,Horizon Delux Tri-creaser - 20 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH045,Large Baum De-lux Tri-Creaser - 28mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH043,Morgana De-lux Tri-creaser - 15 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH042F,MBO Delux Tri-Creaser Female Only,consumable,NEGLECTED,,,,,,,,,,,
TECH042,MBO De-lux Tri-creaser - 30 mm I/D with 49.95 O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH041M,Male Only Easy Fit 35mm,consumable,NEGLECTED,,,,,,,,,,,
TECH041F,Bearing Female Only fro 35mm Easy Fit,consumable,NEGLECTED,,,,,,,,,,,
TECH041,35mm Easy-Fit Tri-creaser with Floating Female Component,consumable,NEGLECTED,,,,,,,,,,,
TECH038,Small Baum De-lux Tri-Creaser - 22mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH037SHB,CSA - Short Bracket Feeder Unit,consumable,NEGLECTED,,,,,,,,,,,
TECH037LGB,CSP - Long Bracket Feeder Unit,consumable,NEGLECTED,,,,,,,,,,,
TECH037-13D-BR,Waste Stripper for CSM-AF Serbia,consumable,NEGLECTED,,,,,,,,,,,
TECH036,Rosback De-lux Tri-creaser - 25 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH035,Bonelli De-lux Tri-creaser 30mm I/D (assemble if necessary),consumable,NEGLECTED,,,,,,,,,,,
TECH033,H&H Delux Tri-creaser - 35 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH032,Muller Single Wheel Spine-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH031SH,Micro-Perforation 35mm. Nylon Sleeve Holder Only,consumable,NEGLECTED,,,,,,,,,,,
TECH031,Micro-Perforator - 35mm,consumable,NEGLECTED,,,,,,,,,,,
TECH030,Sheridan Spine-Creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH029,Eurofold Standard Tri-creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH027,Standard Digi-Creaser for Cas 38/52,consumable,NEGLECTED,,,,,,,,,,,
TECH025,Heidelberg ST-100 Spine-Creaser (floating),consumable,NEGLECTED,,,,,,,,,,,
TECH024,Heidelberg ST-300 Spine-Creaser (fixed),consumable,NEGLECTED,,,,,,,,,,,
TECH018,Shoei De-lux Tri-creaser 35 mm ID 55 mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH017,Rollem De-lux Tri-creaser,consumable,NEGLECTED,,,,,,,,,,,
TECH016,Digi-Creaser for Jab Machine,consumable,NEGLECTED,,,,,,,,,,,
TECH014,Muller Pony,consumable,NEGLECTED,,,,,,,,,,,
TECH012,Bremmer Delux Tri-creaser - 40 mm I/D,consumable,NEGLECTED,,,,,,,,,,,
TECH010,GUK Delux Tri-creaser 35 mm I/D 59.4 mm O/D,consumable,NEGLECTED,,,,,,,,,,,
TECH009,Dick Moll De-lux Tri-creaser 30mmI/D (assemble if necessary),consumable,NEGLECTED,,,,,,,,,,,
TECH008,Muller Arm Spine Creaser 1528/29,consumable,NEGLECTED,,,,,,,,,,,
