Product Code,Description,Type,Category,Gina Old Distributor Price (£),New Distributor Price (£),Price Change (£),Price Change (%)
MOULD-52B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-53B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-54B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-56B,Tri-Creaser Easy Fit Yellow Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-57B,Tri-Creaser Easy Fit Green Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-58B,Tri-Creaser Easy Fit Red Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-64B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-65B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-66B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,consumable,Rubber Creasing Band - Digital Version (Softer),11.23,15.60,4.37,38.9
MOULD-78B,Tri-Creaser Easy Fit Blue Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-79B,Tri-Creaser Easy Fit Orange Endura Gripper Crease,consumable,Rubber Creasing Band - Digital Version (Softer),8.48,15.60,7.12,84.0
MOULD-89B,Yellow EnduraCrease Split Creasing Rib,consumable,Rubber Creasing Band - Digital Version (Softer),9.87,15.60,5.73,58.1
MOULD-90B,Blue EnduraCrease Split Creasing Rib,consumable,Rubber Creasing Band - Digital Version (Softer),9.87,15.60,5.73,58.1
MOULD--08,Red Dot Insert - for 25/30mm Shaft,consumable,Rubber Creasing Band (Inserts - older style),5.93,12.00,6.07,102.4
MOULD-03,Small Creasing Insert for Eurofold Standard Tri-Creaser,consumable,Rubber Creasing Band (Inserts - older style),5.93,12.00,6.07,102.4
MOULD-06,Red/Yellow Dot Insert - for MB - 34mm O/D 0.75mm Thick,consumable,Rubber Creasing Band (Inserts - older style),5.93,12.00,6.07,102.4
MOULD-07,Green Dot Insert - for MB - 34mm O/D 1.0mm Thick,consumable,Rubber Creasing Band (Inserts - older style),5.93,12.00,6.07,102.4
MOULD-09,Pink Dot Insert - for 25/30mm Shaft,consumable,Rubber Creasing Band (Inserts - older style),5.93,12.00,6.07,102.4
MOULD-12,Orange Dot Insert - for 35/36mm Shaft,consumable,Rubber Creasing Band (Inserts - older style),5.93,12.00,6.07,102.4
MOULD-13,White Dot Insert - for 35/36mm Shaft,consumable,Rubber Creasing Band (Inserts - older style),5.93,12.00,6.07,102.4
MOULD-14,Green/Orange Dot Insert - 50mm O/D - Shoei 65 and Rollem SHC,consumable,Rubber Creasing Band (Inserts - older style),5.93,12.00,6.07,102.4
MOULD-01,Spine-Creaser Yellow Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-01A,Heavy Morgana Creasing Matrix,consumable,Rubber Creasing Matrix,30.45,30.45,0.00,0.0
MOULD-02,Spine-Creaser White Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-02A,Light Morgana Creasing Matrix,consumable,Rubber Creasing Matrix,30.45,30.45,0.00,0.0
MOULD-05,Spine-Creaser (Heavy) Black Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-153,Spine-Creaser Blue Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-154,Spine-Creaser Orange Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-171,Spine-Creaser Orange Hole-Punch-End Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-172,Spine-Creaser Blue Hole-Punch-End Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-173,Spine-Creaser Yellow Hole-Punch-End Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-22,Spine-Creaser Yellow Spade-End Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-23,Spine-Creaser White(now blue) Spade-End Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-24,Spine-Creaser Orange Spade-End Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-26,Spine-Creaser (Medium) Black Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
MOULD-36,Spine-Creaser Black Creasing Matrix,consumable,Rubber Creasing Matrix,30.13,30.13,0.00,0.0
MOULD-60,Spine-Creaser Blue Creasing Matrix,consumable,Rubber Creasing Matrix,24.21,24.21,0.00,0.0
10MMX14-SCREWS,M10 x 14mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
25MM-HO-SPRING,25mm Long Pressure Strengthening Spring,consumable,"Screws, Allen Keys etc.",2.44,3.00,0.56,23.0
3MM-HEX-TOOL,3mm Allen Key,consumable,"Screws, Allen Keys etc.",6.85,6.85,0.00,0.0
3MM-L-WRE,3mm L-Wrench Allen Key,consumable,"Screws, Allen Keys etc.",6.85,6.85,0.00,0.0
4MM-ALL-TOOL,4mm Allen Key,consumable,"Screws, Allen Keys etc.",6.85,6.85,0.00,0.0
4MM-HEX-TOOL,4mm Allen Key,consumable,"Screws, Allen Keys etc.",6.85,6.85,0.00,0.0
503700400,M8 x 8mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",3.50,3.00,-0.50,-14.3
5MMX6-DOM-SCREWS,M5 x 6mm Socket Dome Screw - Dave has them,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
6MM-SCREWS,M6 x 5mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
6MMX36-SCREWS,6mm x 36mm Hexagon Screw,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
6MMX6.5SCREWS,M6 x 6.5mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
6MMX8-SCREWS,M6 x 8mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
8MMX6-SCREWS,M8 x 6mm Brass Tipped Grubscrew,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
8TORX-TOOL,T8 Torx Flag Keys,consumable,"Screws, Allen Keys etc.",6.85,6.85,0.00,0.0
C-SPAN68.75,C-Spanner for DCM/MCM Machines,consumable,"Screws, Allen Keys etc.",20.55,20.55,0.00,0.0
CC-MU-01-BOLT,Fixing bolt for CC-MU-01,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
LUGFILLER,Acetal Lug Filler,consumable,"Screws, Allen Keys etc.",7.64,7.64,-0.00,-0.0
M3X5.8-TORX-SCREW,Perforation Fixing Screws for Morgana,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
M4X6MMBESPOKESCREW,M4 X 6MM Bespoke Screw for Horizon Quad Creaser,consumable,"Screws, Allen Keys etc.",2.03,3.00,0.97,47.8
MB-SPRING,Pressure Strengthening Spring & Washer Set,consumable,"Screws, Allen Keys etc.",6.85,6.85,0.00,0.0
SC-10,10mm Stud for Spine-Creaser SC-HD-01,consumable,"Screws, Allen Keys etc.",111.00,111.00,0.00,0.0
SC-17,17mm Stud for Spine-Creaser,consumable,"Screws, Allen Keys etc.",111.00,111.00,0.00,0.0
SC-HD-04/CLIP,"Clips, Screw & Washer Set for SC-HD-04 Horseshoe Component",consumable,"Screws, Allen Keys etc.",20.86,20.86,0.00,0.0
SC-HO-02/CLIP,Clip for SC-HO-02,consumable,"Screws, Allen Keys etc.",20.86,20.86,0.00,0.0
SC-HORSESHOE,Horseshoe Male Holder for SC-HD-04,consumable,"Screws, Allen Keys etc.",617.00,617.00,-0.00,-0.0
SCRIBER,Extraction Tool,consumable,"Screws, Allen Keys etc.",8.03,8.03,-0.00,-0.0
SP-MT/25-1,Multi-Tool Spacer - 1mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/25-2,Multi-Tool Spacer - 2mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/25-3,Multi-Tool Spacer - 3mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/25-4,Multi-Tool Spacer - 4mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/25-5,Multi-Tool Spacer - 5mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/25-6,Multi-Tool Spacer - 6mm Width - Stahl & GUK 25mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/30-1,Multi-Tool Spacer - 1mm Width - MBO 30mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/30-2,Multi-Tool Spacer - 2mm Width - MBO 30mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/30-3,Multi-Tool Spacer - 3mm Width - MBO 30mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/30-4,Multi-Tool Spacer - 4mm Width - MBO 30mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/30-5,Multi-Tool Spacer - 5mm Width - MBO 30mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/30-6,Multi-Tool Spacer - 6mm Width - MBO 30mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/35-1,Multi-Tool Spacer - 1mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/35-2,Multi-Tool Spacer - 2mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/35-3,Multi-Tool Spacer - 3mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/35-4,Multi-Tool Spacer - 4mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/35-5,Multi-Tool Spacer - 5mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/35-6,Multi-Tool Spacer - 6mm Width - Stahl & MBO 35mm Shaft,consumable,Spacer,19.57,19.57,0.00,0.0
SP-MT/SH-55-0.8,Shoei 55mm Multi-Tool Spacer 0.8mm Thick,consumable,Spacer,19.57,19.57,0.00,0.0
SP-SHC/35-RD,35/36mm Spine-Hinge Creaser Red Spacer Sets,consumable,Spacer,19.57,24.00,4.43,22.6
MU-DRUM-TAPE,Muller Drum Tape,consumable,Tape,13.70,13.70,-0.00,-0.0
MU-RED-TA,Red Self-Adhesive Tape for Creasing Matrix,consumable,Tape,8.12,8.12,-0.00,-0.0
TWS-ID/25,Waste Stripper - 5mm Width - 25mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/25-3,Waste Stripper - 3mm Width - 25mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/25-4,Waste Stripper - 4mm Width - 25mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/35,Waste Stripper - 5mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/35-3,Waste Stripper - 3mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/35-4,Waste Stripper - 4mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/AGOR-3,Agor Waste Stripper 3mm,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/AGOR-4,Agor Waste Stripper 4mm,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/AGOR-5,Agor Waste Stripper 5mm,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/DCM-3,Waste Stripper - 3mm Width - 36mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/DCM-4,Waste Stripper - 4mm Width - 36mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/DCM-5,Waste Stripper - 5mm Width - 36mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK20-3,20mm GUK Waste Stripper - 3mm Thick,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK20-4,20mm GUK Waste Stripper - 4mm Thick,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK20-5,20mm GUK Waste Stripper - 5mm Thick,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK35-1,Waste Stripper - 1mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK35-3,Waste Stripper - 3mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK35-4,Waste Stripper - 4mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK35-5,Waste Stripper - 5mm Width - 35mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK35-CREASER-3,GUK Creaser 35mm Waste Stripper - 3mm Thick,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK35-CREASER-4,GUK Creaser 35mm Waste Stripper - 4mm Thick,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/GUK35-CREASER-5,GUK Creaser 35mm Waste Stripper - 5mm Thick,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HH30.3,Waste Stripper - 3mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HH30.4,Waste Stripper - 4mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HH30.5,Waste Stripper - 5mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HH45.3,Waste Stripper - 3mm Width - 45mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HH45.4,Waste Stripper - 4mm Width - 45mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HH45.5,Waste Stripper - 5mm Width - 45mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HO20-3,Waste Stripper - 3mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HO20-4,Waste Stripper - 4mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HO20-5,Waste Stripper - 5mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/HO30.5,30mm Horizon Waste Stripper,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MB-3,Waste Stripper - 3mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MB-4,Waste Stripper - 4mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MB-5,Waste Stripper - 5mm Width - 20mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MBO-35.3,35mm MBO Waste Stripper-3mm Thick,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MBO-40.3,Waste Stripper - 3mm Width - 40mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MBO-40.4,Waste Stripper - 4mm Width - 40mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MBO-40.5,Waste Stripper - 5mm Width - 40mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MBO30-3,Waste Stripper - 3mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MBO30-4,Waste Stripper - 4mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
TWS-ID/MBO30-5,Waste Stripper - 5mm Width - 30mm Inside Diameter,consumable,Waste-Stripper,20.30,25.20,4.90,24.1
CP-AP-BF/22-FP,CP Applicator Small Baum 22mm,tool,CP Applicator,766.00,861.84,95.84,12.5
CP-AP-BF/28-FP,Large Baum 28mm CP-Applicator,tool,CP Applicator,766.00,861.84,95.84,12.5
CP-AP-HH/35-FP,CP-Applicator to fit Herzog and Heymann 35mm shafts,tool,CP Applicator,766.00,861.84,95.84,12.5
CP-AP-HO/20-FP,CP-Applicator to fit Horizon 20mm shafts,tool,CP Applicator,766.00,861.84,95.84,12.5
CP-AP-MF/30-FP,CP-Applicator to fit MBO & Horizon 30mm shafts,tool,CP Applicator,766.00,861.84,95.84,12.5
CP-AP-MF/40-FP,CP-Applicator to fit MBO 40mm shafts,tool,CP Applicator,766.00,861.84,95.84,12.5
CP-AP-QC/36-FP,CP-Applicator to fit Agor & Multigraf 36mm shafts,tool,CP Applicator,766.00,861.84,95.84,12.5
CP-AP-SM/35-FP,CP-Applicator to fit Stahl/Heidelberg & MBO 35mm shafts,tool,CP Applicator,766.00,861.84,95.84,12.5
CP-AP-SM/35-FP-GUK,CP-Applicator to fit GUK 35mm shafts,tool,CP Applicator,766.00,861.84,95.84,12.5
CP-AP-ST/25-FP,CP-Applicator to fit Stahl/Heidelberg 25mm shafts,tool,CP Applicator,766.00,861.84,95.84,12.5
EF-25/FIX-FE,25mm Easy-Fit Fixed Female Tri-Creaser,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-36-FIXED,Tri-Creaser Easy Fit to fit Agor & Multigraf 36mm shafts wit,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-BF/22-FP,"Tri-Creaser Easy Fit to fit Baumfolder 22.24mm or 7/8"" shaft",tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-BF/28-FP,"Tri-Creaser Easy Fit to fit Baumfolder 28.58mm or 1 1/8"" sha",tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-DEL-PE/26-FP,Tri-Creaser Easy Fit to fit Pierce 27mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-DM/30-FP,Tri-Creaser Easy Fit to fit Dick Moll 29.62mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-FI/45,Tri-Creaser Easy Fit to fit Fidia 45mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-GU/35-FIX,Tri-Creaser Easy Fit to fit GUK 35mm shafts with Fixed Femal,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-GU/35-FP,Tri-Creaser Easy Fit to fit GUK 35mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-HH/25-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 25mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-HH/30-FIX,Tri-Creaser Easy Fit to fit Herzog & Heymann 30mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-HH/35-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 35mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-HH/67.5-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 50mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-HH/67.5-FP-02,Easy Fit Tri-Creaser 45mm I/D 67.5mm O/D with Nylon Ribs,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-HO/25-FP,Tri-Creaser Easy Fit to fit Horizon 24.81mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-HO/30-FP,Tri Creaser Easy Fit to fit Horizon 48mm Outer Diameter,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-HO/50-FP,Tri-Creaser Easy Fit to fit Horizon 20mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-HO/65-FP,Tri-Creaser Easy Fit to fit Horizon 29.84mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-KORA/01-FP,Tri-Creaser Easy Fit to fit Kora Machine,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-MB/20-FP,Tri-Creaser Easy Fit to fit MB 20mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-MF/30-FP,Tri-Creaser Easy Fit to fit MBO 30mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-MF/40-FIX,Tri-Creaser Easy Fit to fit MBO 40mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-RO/20-FP,Tri-Creaser Easy Fit to fit Rollem 25.43mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-RO/20-REV,Tri-Creaser Easy Fit to fit Rollem 25.43mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-ROS/25-FP,Tri-Creaser Easy Fit to fit Rosback 25.43mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-SH/35-FP,Tri-Creaser Easy Fit to fit Shoei 35mm Exit Shaft & 65mm Out,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-SM/35-FIX,Tri-Creaser Easy Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-SM/35-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg & MBO 35mm shaf,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-ST/20-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 20mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-ST/25-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 25mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-ST/50-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 50mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
QC-03,Tri-Creaser Easy Fit to fit Agor & Multigraf 36mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
TC-DEL-FI/40-FP,Tri-Creaser Easy Fit to fit Fidia 40mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
TC-DEL-FI/64-FP,Tri-Creaser Easy Fit to fit Fidia 64mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
TC-DEL-GA/01-FP,"Tri-Creaser Easy Fit to fit Ga-Vehren 25.41mm or 1"" shafts",tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
TC-DEL-MF/60-FP,Tri-Creaser Easy Fit to fit MBO 60mm shafts,tool,Easy-Fit Tri-Creaser,478.00,658.02,180.02,37.7
EF-MF/30-FP-DSF-01-B,Tri Creaser Easy Fit 30mm Advance System,tool,Easy-Fit Tri-Creaser Advance,606.00,988.20,382.20,63.1
EF-SM/35-FP-DSF-01-B,Tri Creaser Easy Fit 35mm Advance System,tool,Easy-Fit Tri-Creaser Advance,606.00,988.20,382.20,63.1
EF-ST/25-FP-DSF-01-B,Tri Creaser Easy Fit 25mm Advance System,tool,Easy-Fit Tri-Creaser Advance,606.00,988.20,382.20,63.1
EF-HO/20-DSF,Easy Fit Horizon 20mm DSF,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
EF-MF/30-DSF,Tri Creaser Easy Fit 30mm Advance Female Only Pack,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
EF-RO/25-DSF,Easy Fit Rollem DSF,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
EF-SM/35-DSF,Tri Creaser Easy Fit 35mm Advance Female Only Pack,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
EF-ST/25-DSF,Tri Creaser Easy Fit 25mm Advance Female Only Pack,tool,Easy-Fit Tri-Creaser Advance Female Only Pack,426.00,598.20,172.20,40.4
FF-36-FIX,Tri-Creaser Fast Fit to fit Agor & Multigraf 36mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-36-FP,Tri-Creaser Fast Fit to fit Agor & Multigraf 36mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-BF/22-FP,Small Baum Fast-Fit to fit 22.24mm Exit Shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-BF/22-FP-01,"Tri-Creaser Fast Fit to fit Baumfolder 22.24mm or 7/8"" shaft",tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-BF/28-FP-01,"Tri-Creaser Fast Fit to fit Baumfolder 28.58mm or 1 1/8"" sha",tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-DM-FIX-01,Tri-Creaser Fast Fit to fit Dick Moll 29.62mm shafts with Fi,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-DM-FP-01,Tri-Creaser Fast Fit to fit Dick Moll 29.62mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-EC-FP,"Tri-Creaser Fast Fit to fit Econocrease 31.78mm or 1 1/4"" sh",tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-GA/01-FP-01,"Tri-Creaser Fast Fit to fit Ga-Vehren 25.41mm or 1"" shafts",tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-GU/35-FIX-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts with Fixed Femal,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-GU/35-FP-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
FF-GW-FP-01-B,Tri-Creaser Fast Fit to fit Graphic Wizard 4.74mm Top Shaft,tool,Fast-Fit Tri-Creaser,451.00,450.00,-1.00,-0.2
FF-HH/20-FIX,Tri-Creaser Fast Fit to fit Herzog and Heymann 20mm shafts,tool,Fast-Fit Tri-Creaser,451.00,789.84,338.84,75.1
FF-HH/25-FIX-01-B,Tri-Creaser Fast Fit to fit Herzog and Heymann 25mm shafts,tool,Fast-Fit Tri-Creaser,578.00,789.84,211.84,36.7
