Product Code,Description,Sales Price,Cost Price,Type,Category,Margin %,Gina Pricing,Gina %,Uwe Pricing,Uwe %,New Distributor Price,New Distributor Price %,Price Difference,Last Order Date
MOULD-105,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,23,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,9.85,42.8,13.80,60.0,3.95,08/07/2025
MOULD-104SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,9.85,42.8,13.80,60.0,3.95,28/04/2025
MOULD-104B-XTRA,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26,2.35,consumable,Rubber Creasing Band,91.0,11.23,43.2,11.23,43.2,15.60,60.0,4.37,12/08/2024
MOULD-104,Yellow Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,23,1.66,consumable,Rubber Creasing Band,92.8,9.85,42.8,9.85,42.8,13.80,60.0,3.95,04/06/2025
MOULD-103X,Quad-Creaser Yellow Split Creasing Rib,23,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,9.85,42.8,13.80,60.0,3.95,14/08/2025
MOULD-103,Yellow Fast Fit Rollem Split Lugged Gripper Crease,23,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,9.85,42.8,13.80,60.0,3.95,15/04/2024
MOULD-102SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,9.85,42.8,13.80,60.0,3.95,25/11/2025
MOULD-102B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.65,consumable,Rubber Creasing Band,89.8,11.23,43.2,11.23,43.2,15.60,60.0,4.37,09/06/2025
MOULD-102B,Yellow EnduraCrease Fast Fit MB 20mm Split Lugged,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,11.23,43.2,15.60,60.0,4.37,31/03/2016
MOULD-102-BX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26,2.61,consumable,Rubber Creasing Band,90.0,11.23,43.2,11.23,43.2,15.60,60.0,4.37,15/07/2016
MOULD-102,Yellow Fast Fit MB 20mm Split Lugged Gripper Crease,22,1.81,consumable,Rubber Creasing Band,91.8,9.85,44.8,9.85,44.8,13.20,60.0,3.35,18/03/2025
MOULD-101B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26,2.73,consumable,Rubber Creasing Band,89.5,11.23,43.2,11.23,43.2,15.60,60.0,4.37,15/09/2025
MOULD-101,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,23,1.81,consumable,Rubber Creasing Band,92.1,9.85,42.8,9.85,42.8,13.80,60.0,3.95,04/11/2025
MOULD-10,Black Gripper Band / Blade Seal,19,1.07,consumable,Gripper Band,94.4,7.58,39.9,7.58,39.9,11.40,60.0,3.82,08/07/2025
MOULD-09,Pink Dot Insert - for 25/30mm Shaft,15,1.15,consumable,Rubber Creasing Band,92.3,5.93,39.5,5.93,39.5,9.00,60.0,3.07,15/10/2025
MOULD-07,Green Dot Insert - for MB - 34mm O/D 1.0mm Thick,15,1.07,consumable,Rubber Creasing Band,92.9,5.93,39.5,5.93,39.5,9.00,60.0,3.07,07/07/2023
MOULD-06,Red/Yellow Dot Insert - for MB - 34mm O/D 0.75mm Thick,15,1.15,consumable,Rubber Creasing Band,92.3,5.93,39.5,5.93,39.5,9.00,60.0,3.07,05/08/2025
MOULD-05,Spine-Creaser (Heavy) Black Creasing Matrix,38,4.76,consumable,Rubber Creasing Band,87.5,24.21,63.7,24.21,63.7,24.21,63.7,0.00,04/11/2025
MOULD-03,Small Creasing Insert for Eurofold Standard Tri-Creaser,15,1.15,consumable,Rubber Creasing Band,92.3,5.93,39.5,5.93,39.5,9.00,60.0,3.07,12/01/2016
MOULD-02A,Light Morgana Creasing Matrix,48,4.08,consumable,Rubber Creasing Band,91.5,30.45,63.4,30.45,63.4,30.45,63.4,0.00,02/05/2017
MOULD-02,Spine-Creaser White Creasing Matrix,38,7.2,consumable,Rubber Creasing Band,81.1,24.21,63.7,24.21,63.7,24.21,63.7,0.00,31/03/2023
MOULD-01A,Heavy Morgana Creasing Matrix,48,4.08,consumable,Rubber Creasing Band,91.5,30.45,63.4,30.45,63.4,30.45,63.4,0.00,05/09/2024
MOULD-01,Spine-Creaser Yellow Creasing Matrix,38,7.2,consumable,Rubber Creasing Band,81.1,24.21,63.7,24.21,63.7,24.21,63.7,0.00,11/09/2025
MOULD--08,Red Dot Insert - for 25/30mm Shaft,15,1.15,consumable,Rubber Creasing Band,92.3,5.93,39.5,5.93,39.5,9.00,60.0,3.07,17/07/2025
MB-SPRING,Pressure Strengthening Spring & Washer Set,7.5,0.65,consumable,,91.3,6.85,91.3,6.85,91.3,6.85,91.3,0.00,28/07/2025
MB-GB-01,MB Support Rollers 20mm I/D 40mm O/D,102,26.47,tool,Gripper Boss,74.0,76,74.5,76,74.5,76.00,74.5,0.00,05/02/2025
M4X6MMBESPOKESCREW,M4 X 6MM Bespoke Screw for Horizon Quad Creaser,3.5,0,consumable,,,2.03,58.0,,,2.10,60.0,0.07,20/03/2025
M3X5.8-TORX-SCREW,Perforation Fixing Screws for Morgana,2.5,0,consumable,,,2.03,81.2,2.03,81.2,2.03,81.2,0.00,30/04/2025
LUGFILLER,Acetal Lug Filler,7.5,3.53,consumable,,52.9,7.64,101.9,7.64,101.9,7.64,101.9,0.00,28/07/2025
KC-01-36,Kisscutter - 36mm,372,83.94,consumable,,77.4,382,102.7,382,102.7,382.00,102.7,0.00,04/11/2013
KB-SPRING,Kolbus Pressure Strengthening Spring,7.5,1.13,consumable,NEGLECTED,84.9,2.44,32.5,2.44,32.5,4.50,60.0,2.06,
KB-GB-94,Kolbus Gripper Boss Support Rollers x4 pairs (Upper & Lower),720,352.88,tool,Gripper Boss,51.0,518,71.9,518,71.9,518.00,71.9,0.00,28/04/2023
HORIZON-VP-66/02,Horizon VP-66 Starter Package (4x Male 4x Female Components),2280,64.22,consumable,,97.2,1810,79.4,1810,79.4,1810.00,79.4,0.00,21/04/2011
HORIZON-50/01,Horizon 20/50mm Starter Package,1440,273.11,consumable,,81.0,1270,88.2,1270,88.2,1270.00,88.2,0.00,08/01/2013
HO-ST/YE-PC,Spine- & Quad-Creaser Yellow Split Plastic Creasing Rib,28,6.38,consumable,Plastic Creasing Band,77.2,20.86,74.5,20.86,74.5,20.86,74.5,0.00,16/05/2025
HO-ST/WH-PC,Spine-Creaser White Split Plastic Creasing Rib,28,7.17,consumable,Plastic Creasing Band,74.4,20.86,74.5,20.86,74.5,20.86,74.5,0.00,19/07/2023
HO-ST/BL-PC,Spine- & Quad-Creaser Blue Split Plastic Creasing Rib,28,7.46,consumable,Plastic Creasing Band,73.4,20.86,74.5,20.86,74.5,20.86,74.5,0.00,16/05/2025
HO-ST/BK-PC,Spine-Creaser Black Split Plastic Creasing Rib,28,8.54,consumable,Plastic Creasing Band,69.5,20.86,74.5,20.86,74.5,20.86,74.5,0.00,13/06/2025
HO-GB-03,Horizon BQ470 Support Rollers,102,0,tool,Gripper Boss,,76,74.5,76,74.5,76.00,74.5,0.00,04/11/2009
HO-GB-02/VP-66,Horizon VP-66 30mm Feed Roller,102,30.44,consumable,,70.2,76,74.5,76,74.5,76.00,74.5,0.00,29/05/2009
HO-GB-01,Horizon Gripper Boss Support Rollers - 20mm I/D,102,40.47,tool,Gripper Boss,60.3,76,74.5,76,74.5,76.00,74.5,0.00,12/02/2025
GB-WO/98,Wohlenberg Gripper Boss Support Top Roller x4,204,0,consumable,,,142,69.6,142,69.6,142.00,69.6,0.00,29/07/2014
GB-VI,Gripper Bosses For 25mm Vijuk/GUK,102,4.78,consumable,NEGLECTED,95.3,76,74.5,,,76.00,74.5,0.00,
GB-ST/25-FP,25mm Gripper Boss Support Rollers (1 Pair),102,36.59,tool,Gripper Boss,64.1,76,74.5,76,74.5,76.00,74.5,0.00,04/06/2024
GB-SM/35-FP,35mm Gripper Boss Support Rollers (1 Pair),102,40.86,tool,Gripper Boss,59.9,76,74.5,76,74.5,76.00,74.5,0.00,27/02/2025
GB-ROS,Rosback Narrow Support Rollers,102,72.94,tool,Gripper Boss,28.5,76,74.5,76,74.5,76.00,74.5,0.00,30/04/2012
GB-RO,Rollem Support Rollers (pair),102,56.2,tool,Gripper Boss,44.9,76,74.5,76,74.5,76.00,74.5,0.00,21/12/2023
GB-PET/40-FP,Petratto Support Rollers 40mm (pair),102,40.3,tool,Gripper Boss,60.5,76,74.5,76,74.5,76.00,74.5,0.00,15/04/2016
GB-MO,Morgana Blade Holding Support Rollers (4x Male Top Rollers),240,29.53,consumable,NEGLECTED,87.7,178,74.2,178,74.2,178.00,74.2,0.00,
GB-MF/30-FP,30mm Gripper Boss Support Rollers (1 pair),102,39.73,tool,Gripper Boss,61.0,76,74.5,76,74.5,76.00,74.5,0.00,21/07/2025
GB-KB/26-FP,Kolbus Gripper Boss Support Roller 1x pair (Upper & Lower),102,45.88,tool,Gripper Boss,55.0,76,74.5,76,74.5,76.00,74.5,0.00,16/03/2011
GB-GUK-35,GUK Gripper Boss Support Rollers(1 Pair),102,50.91,tool,Gripper Boss,50.1,76,74.5,76,74.5,76.00,74.5,0.00,06/05/2015
GB-BF/22,Support Collars to fit Baum Fast Fit 22 ECO-Pair,102,41.44,tool,Gripper Boss,59.4,76,74.5,76,74.5,76.00,74.5,0.00,21/12/2023
FF-ZA/40-FP,Zander 2 Tri-Creaser,1316.4,170.24,tool,Fast-Fit Tri-Creaser,87.1,578,43.9,640,48.6,789.84,60.0,211.84,25/07/2011
FF-STA-ST/25-FIX-01,Fast Fit 25mm Standard Shortened Version. DISCONTINUED,878.4,49.63,tool,Deluxe Tri-Creaser,94.3,451,51.3,520,59.2,527.04,60.0,76.04,25/04/2012
FF-STA-ST/25-FIX,25mm Standard Fast-Fit Tri-Creaser,878.4,84.57,tool,Fast-Fit Tri-Creaser,90.4,451,51.3,520,59.2,527.04,60.0,76.04,26/07/2011
FF-STA-SM/35-FIX,35mm Standard Fast-Fit Tri-Creaser,878.4,89.88,tool,Fast-Fit Tri-Creaser,89.8,451,51.3,520,59.2,527.04,60.0,76.04,31/08/2021
FF-ST/25-FP-DSF-01-B,Tri Creaser Fast Fit 25mm Advance System,1747,128.59,tool,Fast-Fit Tri-Creaser,92.6,777,44.5,850,48.7,1048.20,60.0,271.20,25/01/2022
FF-ST/25-FP-01-B,Fast Fit 25mm Tri-Creaser,1316.4,76.95,tool,Fast-Fit Tri-Creaser,94.2,578,43.9,640,48.6,789.84,60.0,211.84,02/04/2015
FF-ST/25-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts,1316.4,77.78,tool,Fast-Fit Tri-Creaser,94.1,578,43.9,640,48.6,789.84,60.0,211.84,27/05/2025
FF-ST/25-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts Lug,1316.4,116.47,tool,Fast-Fit Tri-Creaser,91.2,578,43.9,640,48.6,789.84,60.0,211.84,10/04/2025
FF-ST/25-FIX-01-B,Fast Fit 25mm Tri-Creaser with Fixed Female,1316.4,92.37,tool,Fast-Fit Tri-Creaser,93.0,578,43.9,640,48.6,789.84,60.0,211.84,09/04/2013
FF-ST/25-FIX-01,Tri-Creaser Fast Fit to fit Stahl 25mm Fixed Female,1316.4,75.87,tool,Fast-Fit Tri-Creaser,94.2,578,43.9,640,48.6,789.84,60.0,211.84,09/04/2025
FF-ST/25-FIX,Fast Fit 25mm Tri-Creaser with lugs (fixed),1316.4,15.98,tool,Fast-Fit Tri-Creaser,98.8,578,43.9,640,48.6,789.84,60.0,211.84,26/02/2024
FF-ST/25-DSF,Tri Creaser Fast Fit 25mm Advance Female Only Pack,997,112.25,tool,Fast-Fit Tri-Creaser,88.7,426,42.7,486,48.7,598.20,60.0,172.20,22/11/2024
FF-SMY/30-FP-01,Tri-Creaser Fast Fit to fit Smyth 30mm shafts,1316,191.67,tool,Fast-Fit Tri-Creaser,85.4,578,43.9,640,48.6,789.60,60.0,211.60,04/04/2025
FF-SM/35-FP-DSF-01-B,Tri Creaser Fast Fit 35mm Advance System,1747,189.72,tool,Fast-Fit Tri-Creaser,89.1,777,44.5,850,48.7,1048.20,60.0,271.20,29/08/2023
FF-SM/35-FP-01-B,Fast Fit 35mm Tri-Creaser,1316.4,80.19,tool,Fast-Fit Tri-Creaser,93.9,578,43.9,640,48.6,789.84,60.0,211.84,27/01/2026
FF-SM/35-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.4,106.06,tool,Fast-Fit Tri-Creaser,91.9,578,43.9,640,48.6,789.84,60.0,211.84,21/11/2025
FF-SM/35-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.4,124.25,tool,Fast-Fit Tri-Creaser,90.6,578,43.9,640,48.6,789.84,60.0,211.84,24/06/2025
FF-SM/35-FIX-01-B,Fast Fit 35mm Tri-Creaser Fixed Female,1316.4,77.92,tool,Fast-Fit Tri-Creaser,94.1,578,43.9,640,48.6,789.84,60.0,211.84,09/04/2014
FF-SM/35-FIX-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.4,89.96,tool,Fast-Fit Tri-Creaser,93.2,578,43.9,640,48.6,789.84,60.0,211.84,18/12/2025
FF-SM/35-FIX,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.4,83.18,tool,Fast-Fit Tri-Creaser,93.7,578,43.9,640,48.6,789.84,60.0,211.84,27/01/2026
FF-SM/35-DSF-SV,Tri Creaser Fast Fit 35mm Advance System Short Version,1747,87.33,tool,Fast-Fit Tri-Creaser,95.0,777,44.5,850,48.7,1048.20,60.0,271.20,03/08/2016
FF-SM/35-DSF,Tri Creaser Fast Fit 35mm Advance Female Only Pack,997,68.68,tool,Fast-Fit Tri-Creaser,93.1,426,42.7,486,48.7,598.20,60.0,172.20,01/11/2024
FF-SH/65-FP-SV,Shoei Tri-Creaser Fast Fit 35/65 - Shortened Version,1316.4,14.81,tool,Fast-Fit Tri-Creaser,98.9,578,43.9,640,48.6,789.84,60.0,211.84,04/08/2009
FF-SH/65-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,1316.4,88.73,tool,Fast-Fit Tri-Creaser,93.3,578,43.9,640,48.6,789.84,60.0,211.84,19/05/2023
FF-SH/65-FIX,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,1316.4,53.06,tool,Fast-Fit Tri-Creaser,96.0,578,43.9,640,48.6,789.84,60.0,211.84,29/01/2015
FF-SH/65-45-FP,Shoei Fast Fit 65mm,1316.4,145.56,tool,Fast-Fit Tri-Creaser,88.9,578,43.9,640,48.6,789.84,60.0,211.84,12/09/2014
FF-SH/55-FP-SV,Shoei Tri-Creaser Fast Fit 35/55 - Shortened Version,1316.4,133.38,tool,Fast-Fit Tri-Creaser,89.9,578,43.9,640,48.6,789.84,60.0,211.84,09/08/2010
FF-SH/55-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 55mm Out,1316.4,107.69,tool,Fast-Fit Tri-Creaser,91.8,578,43.9,640,48.6,789.84,60.0,211.84,17/08/2023
FF-SH/15-FP-01-B-PACK,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,778.8,132.28,tool,Fast-Fit Tri-Creaser,83.0,539,69.2,539,69.2,539.00,69.2,0.00,20/11/2018
FF-SH/15-FP-01-B,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,658.8,122.74,tool,Fast-Fit Tri-Creaser,81.4,451,68.5,451,68.5,451.00,68.5,0.00,25/11/2024
FF-RS-FP-01,"Tri-Creaser Fast Fit to fit Roto-Score 28.58mm or 1 1/8"" sha",1316.4,109.17,tool,Fast-Fit Tri-Creaser,91.7,578,43.9,640,48.6,789.84,60.0,211.84,10/01/2024
FF-ROS/25-FP-DSF-01-B,Tri Creaser Fast Fit Rosback Advance System,0,109.17,tool,,,777,,850,,,,,30/08/2022
FF-ROS/25-FP-01-B,Rosback Fast Fit Tri-Creaser,1316.4,93.83,tool,Fast-Fit Tri-Creaser,92.9,578,43.9,640,48.6,789.84,60.0,211.84,12/02/2013
FF-ROS/25-FP-01,Tri-Creaser Fast Fit to fit Rosback 25.43mm shafts,1316.4,107.22,tool,Fast-Fit Tri-Creaser,91.9,578,43.9,640,48.6,789.84,60.0,211.84,20/03/2025
FF-ROS/25-DSF,Tri Creaser Rosback Advance Female Pack Only,0,109.14,tool,,,426,,486,,,,,30/08/2022
FF-RO/25-FP-SV,Tri-Creaser Fast Fit Rollem Narrow Version,1316.4,64.12,tool,Fast-Fit Tri-Creaser,95.1,578,43.9,640,48.6,789.84,60.0,211.84,21/01/2022
FF-RO/25-FP-DSF-01-B,Tri Creaser Fast Fit Rollem Advance System,1747,187.72,tool,Fast-Fit Tri-Creaser,89.3,777,44.5,850,48.7,1048.20,60.0,271.20,29/03/2018
FF-RO/25-FP-01,Tri-Creaser Fast Fit to fit Rollem 25.43mm shafts,1316.4,112.39,tool,Fast-Fit Tri-Creaser,91.5,578,43.9,640,48.6,789.84,60.0,211.84,26/03/2025
FF-RO/25-DSF,Tri Creaser Fast Fit  Rollem Advance Female Pack Only,997,127.97,tool,Fast-Fit Tri-Creaser,87.2,426,42.7,486,48.7,598.20,60.0,172.20,22/04/2022
FF-PI/27-FIX-01,Tri-Creaser Fast Fit to fit Pierce 27mm shafts,1316.4,92.48,tool,Fast-Fit Tri-Creaser,93.0,578,43.9,640,48.6,789.84,60.0,211.84,27/05/2016
FF-PET/40-FP-DSF-01-B,Tri Creaser Fast Fit Petratto 40mm Advance System,1747,100.96,tool,Fast-Fit Tri-Creaser,94.2,777,44.5,850,48.7,1048.20,60.0,271.20,18/05/2018
FF-PC/DM-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,6.18,consumable,Plastic Creasing Band,77.9,20.86,74.5,20.86,74.5,20.86,74.5,0.00,24/04/2025
FF-PC/DM-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28,6.65,consumable,Plastic Creasing Band,76.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,04/06/2025
FF-PC/DM-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28,6.19,consumable,Plastic Creasing Band,77.9,20.86,74.5,20.86,74.5,20.86,74.5,0.00,04/06/2025
FF-PC/35-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,3.31,consumable,Plastic Creasing Band,88.2,20.86,74.5,20.86,74.5,20.86,74.5,0.00,09/07/2025
FF-PC/35-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28,3.27,consumable,Plastic Creasing Band,88.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,17/07/2025
FF-PC/35-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28,3.42,consumable,Plastic Creasing Band,87.8,20.86,74.5,20.86,74.5,20.86,74.5,0.00,09/10/2024
FF-PC/35,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28,3.27,consumable,Plastic Creasing Band,88.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,13/10/2025
FF-PC/30-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,3.31,consumable,Plastic Creasing Band,88.2,20.86,74.5,20.86,74.5,20.86,74.5,0.00,07/07/2025
FF-PC/30-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28,3.27,consumable,Plastic Creasing Band,88.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,13/01/2025
FF-PC/30-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28,3.42,consumable,Plastic Creasing Band,87.8,20.86,74.5,20.86,74.5,20.86,74.5,0.00,09/02/2024
FF-PC/30,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28,3.27,consumable,Plastic Creasing Band,88.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,20/06/2025
FF-PC/25-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,3.31,consumable,Plastic Creasing Band,88.2,20.86,74.5,20.86,74.5,20.86,74.5,0.00,19/06/2025
FF-PC/25-W,Tri-Creaser Fast Fit White Split Plastic Creasing Rib,28,3.5,consumable,Plastic Creasing Band,87.5,20.86,74.5,20.86,74.5,20.86,74.5,0.00,18/02/2025
FF-PC/25-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28,12.08,consumable,Plastic Creasing Band,56.9,20.86,74.5,20.86,74.5,20.86,74.5,0.00,17/07/2025
FF-PC/25,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28,3.27,consumable,Plastic Creasing Band,88.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,19/12/2024
FF-PC-ZA/40-Y,Nylon Creasing Rib Yellow Setting Zander 2,28,6.37,consumable,Plastic Creasing Band,77.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,02/09/2014
FF-PC-ZA/40-B,Nylon Creasing Rib Blue Setting Zander 2,28,6.37,consumable,Plastic Creasing Band,77.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,
FF-PC-SH/65-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,13.8,consumable,Plastic Creasing Band,50.7,20.86,74.5,20.86,74.5,20.86,74.5,0.00,15/02/2024
FF-PC-SH/55-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,5.32,consumable,Plastic Creasing Band,81.0,20.86,74.5,20.86,74.5,20.86,74.5,0.00,12/02/2025
FF-PC-SH/55-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28,5.32,consumable,Plastic Creasing Band,81.0,20.86,74.5,20.86,74.5,20.86,74.5,0.00,07/06/2012
FF-PC-ROS/25-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28,9.92,consumable,Plastic Creasing Band,64.6,20.86,74.5,20.86,74.5,20.86,74.5,0.00,14/06/2013
FF-PC-RO/25-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,5.36,consumable,Plastic Creasing Band,80.9,20.86,74.5,20.86,74.5,20.86,74.5,0.00,19/10/2023
FF-PC-RO/25-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28,5.36,consumable,Plastic Creasing Band,80.9,20.86,74.5,20.86,74.5,20.86,74.5,0.00,30/04/2012
FF-PC-RO/25-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28,5.36,consumable,Plastic Creasing Band,80.9,20.86,74.5,20.86,74.5,20.86,74.5,0.00,30/04/2012
FF-PC-MB/20-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,17.95,consumable,Plastic Creasing Band,35.9,20.86,74.5,20.86,74.5,20.86,74.5,0.00,08/03/2022
FF-PC-MB/20,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28,17.95,consumable,Plastic Creasing Band,35.9,20.86,74.5,20.86,74.5,20.86,74.5,0.00,10/11/2025
FF-PC-HO/50-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,8.59,consumable,Plastic Creasing Band,69.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,20/08/2024
FF-PC-HO/50-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28,8.93,consumable,Plastic Creasing Band,68.1,20.86,74.5,20.86,74.5,20.86,74.5,0.00,12/06/2024
FF-PC-HO/50-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28,6.09,consumable,Plastic Creasing Band,78.3,20.86,74.5,20.86,74.5,20.86,74.5,0.00,12/06/2024
FF-PC-HO/50,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28,7.95,consumable,Plastic Creasing Band,71.6,20.86,74.5,20.86,74.5,20.86,74.5,0.00,24/01/2020
FF-PC-HH/35,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28,13.5,consumable,Plastic Creasing Band,51.8,20.86,74.5,20.86,74.5,20.86,74.5,0.00,29/07/2024
FF-PC-HH/30-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,12.77,consumable,Plastic Creasing Band,54.4,20.86,74.5,20.86,74.5,20.86,74.5,0.00,17/07/2025
FF-PC-GU/35-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,9.51,consumable,Plastic Creasing Band,66.0,20.86,74.5,20.86,74.5,20.86,74.5,0.00,06/04/2016
FF-PC-GU/35-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28,8.52,consumable,Plastic Creasing Band,69.6,20.86,74.5,20.86,74.5,20.86,74.5,0.00,06/04/2016
FF-PC-GU/35-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28,8.52,consumable,Plastic Creasing Band,69.6,20.86,74.5,20.86,74.5,20.86,74.5,0.00,06/04/2016
FF-PC-BF/28-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28,6.38,consumable,Plastic Creasing Band,77.2,20.86,74.5,20.86,74.5,20.86,74.5,0.00,27/02/2012
FF-PC-BF/28-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28,6.38,consumable,Plastic Creasing Band,77.2,20.86,74.5,20.86,74.5,20.86,74.5,0.00,27/02/2012
FF-PC-BF/28-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28,6.31,consumable,Plastic Creasing Band,77.5,20.86,74.5,20.86,74.5,20.86,74.5,0.00,27/02/2012
FF-MF/40-FIX-01,Tri-Creaser Fast Fit to fit MBO 40mm shafts,1316.4,140.72,tool,Fast-Fit Tri-Creaser,89.3,578,43.9,640,48.6,789.84,60.0,211.84,26/02/2025
FF-MF/30-FP-DSF-01-B,Tri Creaser Fast Fit 30mm Advance System,1747,169,tool,Fast-Fit Tri-Creaser,90.3,777,44.5,850,48.7,1048.20,60.0,271.20,01/08/2025
FF-MF/30-FP-02,Tri-Creaser Fast Fit to fit Meccanotecnica 30mm shafts,1316.4,220.86,tool,Fast-Fit Tri-Creaser,83.2,608,46.2,670,50.9,789.84,60.0,181.84,04/08/2025
FF-MF/30-FP-01-B,Fast Fit 30mm Tri-Creaser,1316.4,108.46,tool,Fast-Fit Tri-Creaser,91.8,578,43.9,640,48.6,789.84,60.0,211.84,13/09/2016
FF-MF/30-FP-01,Tri-Creaser Fast Fit to fit MBO 30mm shafts,1316.4,86.66,tool,Fast-Fit Tri-Creaser,93.4,578,43.9,640,48.6,789.84,60.0,211.84,01/08/2025
FF-MF/30-DSF,Tri Creaser Fast Fit 30mm Advance Female Only Pack,997,122.34,tool,Fast-Fit Tri-Creaser,87.7,426,42.7,486,48.7,598.20,60.0,172.20,13/06/2025
FF-MB/20FIX-01,20mm Fast Fit lugless & Fixed female,1316.4,0,tool,Fast-Fit Tri-Creaser,,578,43.9,640,48.6,789.84,60.0,211.84,24/06/2024
FF-MB/20-FP-01-B,Fast Fit 20mm Tri Creaser without lugs,1316.4,59.9,consumable,NEGLECTED,95.4,578,43.9,640,48.6,789.84,60.0,211.84,
FF-MB/20-FP-01,Tri-Creaser Fast Fit to fit MB & GUK 20mm shafts,1316.4,95.63,tool,Fast-Fit Tri-Creaser,92.7,578,43.9,640,48.6,789.84,60.0,211.84,30/04/2025
FF-MB/20-FP,20mm Fast Fit Tri Creaser,1316.4,67.05,tool,Fast-Fit Tri-Creaser,94.9,578,43.9,640,48.6,789.84,60.0,211.84,24/11/2014
FF-MB/20-FIX,20mm MB Fast Fit Tri-Creaser Fixed,1316.4,67.05,tool,Fast-Fit Tri-Creaser,94.9,578,43.9,640,48.6,789.84,60.0,211.84,19/10/2010
