Period,Start Date,End Date,Total Records,Processed Records,Skipped Distributor Records,Distributor Revenue,Customer Revenue,Total Revenue
FY 2024-2025,2024-07-01,2025-06-30,1709,1621,88,15004282.07,993613.02,15997895.09
